iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence
621,39.0612,826.167,0.041612,0.333333,0.166667,0.152253,1.23375,0.300145,-0.00906951,1.74088,5.85277e-05,0.0132517,0.28044,15515.9,0.499398,0.292565,-0.2,0.05,547.051,7.63085e+06,0.260707,0.0318075,0.567537,0.0687945,-0.394561,0.826167,0.0976167,nan,nan,nan,nan,-0.0276404,-0.0956661,-0.0539786,nan,-0.290907,0,-0.169323,-0.666364,nan,-0.81825,1.30221,0.489333,-1.59767,-0.0413333,2.46458
622,37.428,918.071,0.0417576,0.458333,0.125,0.148987,1.2259,0.289334,-0.00902684,1.74128,5.85277e-05,0.00927283,0.280445,17453.2,0.468505,0.235548,-0.2,0.05,547.756,7.64314e+06,0.319855,0.0268349,0.633018,0.0734632,-0.433561,0.918071,0.104907,nan,nan,nan,nan,-0.0301416,-0.107491,-0.0572359,nan,-0.32603,0,-0.182713,-0.737245,nan,-0.908357,1.44449,0.518286,-1.792,-0.0454286,2.45268
623,31.6433,828.913,0.0379912,0.625,0.333333,0.155736,1.22128,0.309373,-0.00895736,1.74117,5.85277e-05,0.0125981,0.280449,14064.9,0.523156,0.35051,-0.2,0.05,548.631,7.65542e+06,0.351075,0.0251819,0.573472,0.061681,-0.397373,0.828913,0.0936913,nan,nan,nan,nan,-0.0265572,-0.0941011,-0.0497212,nan,-0.296547,-0.000173913,-0.160943,-0.682828,nan,-0.807522,1.28661,0.433565,-1.60852,-0.0368696,2.08913
624,34.8604,913.077,0.0393063,0.458333,0.0833333,0.154699,1.20513,0.321036,-0.00872518,1.74048,5.85277e-05,0.015111,0.280394,13515.2,0.571153,0.338046,-0.2,0.05,549.542,7.66771e+06,0.357471,0.0326104,0.639404,0.0664857,-0.438535,0.913077,0.0989769,nan,nan,nan,nan,-0.0274034,-0.0947689,-0.0538196,nan,-0.326615,-0.000153846,-0.1764,-0.742497,nan,-0.882692,1.42988,0.472923,-1.78462,-0.0403077,2.3
625,29.9712,743.417,0.0404589,0.208333,0.291667,0.147964,1.24814,0.312776,-0.00950625,1.73813,5.85277e-05,0.0114523,0.280373,14371.1,0.527949,0.327103,-0.2,0.05,550.399,7.68e+06,0.223675,0.0252096,0.509886,0.0604798,-0.354654,0.743417,0.0889167,nan,nan,nan,nan,-0.026034,-0.0886289,-0.0467446,nan,-0.264028,-8.33333e-05,-0.147588,-0.60942,nan,-0.73025,1.16445,0.409333,-1.449,-0.0343333,2.02396
626,34.8852,840.706,0.0437098,0.458333,0.25,0.147613,1.22472,0.342034,-0.0103014,1.73825,5.85277e-05,0.0138677,0.280405,15246.4,0.537511,0.268452,-0.2,0.05,551.207,7.69229e+06,0.320677,0.0291419,0.587158,0.0654935,-0.403742,0.840706,0.0987882,nan,nan,nan,nan,-0.0280496,-0.0972896,-0.0541139,nan,-0.300112,0,-0.164173,-0.691751,nan,-0.823588,1.311,0.476706,-1.63576,-0.0456471,2.25882
627,33.8544,814.417,0.0425247,0.333333,0.166667,0.153326,1.259,0.309279,-0.0101518,1.74046,5.85277e-05,0.00973107,0.280473,16904.1,0.492662,0.234261,-0.2,0.05,551.935,7.70458e+06,0.335418,0.0304959,0.569105,0.0646384,-0.38713,0.814417,0.100508,nan,nan,nan,nan,-0.028376,-0.0994371,-0.053918,nan,-0.288812,0,-0.16059,-0.665532,nan,-0.78525,1.2711,0.474333,-1.57933,-0.0418333,2.12292
628,30.4765,804.533,0.045094,0.375,0.25,0.147191,1.2318,0.327002,-0.00927398,1.74218,5.85277e-05,0.012545,0.280471,17570,0.46185,0.237524,-0.2,0.05,552.636,7.71686e+06,0.280289,0.0258669,0.546859,0.0613184,-0.383361,0.804533,0.0941333,nan,nan,nan,nan,-0.0263202,-0.0894467,-0.049756,nan,-0.285778,-6.66667e-05,-0.160341,-0.670637,nan,-0.7876,1.25673,0.4312,-1.58027,-0.0418667,2.09833
629,32.7312,775.474,0.0424373,0.5,0.291667,0.151988,1.2466,0.353925,-0.010658,1.74068,5.85277e-05,0.013674,0.280418,17674.6,0.45836,0.236874,-0.2,0.05,553.332,7.72915e+06,0.285648,0.0230086,0.533736,0.0629452,-0.372666,0.775474,0.0904895,nan,nan,nan,nan,-0.0260737,-0.0909926,-0.0481454,nan,-0.276121,0,-0.155169,-0.627059,nan,-0.762474,1.2122,0.422737,-1.50611,-0.0357895,2.13092
630,33.157,732.111,0.0380948,0.375,0.375,0.156422,1.25806,0.352887,-0.00914705,1.73903,5.85277e-05,0.0131849,0.280407,17760,0.458846,0.233046,-0.2,0.05,554.025,7.74144e+06,0.25951,0.0261166,0.499744,0.0587748,-0.347216,0.732111,0.0862778,nan,nan,nan,nan,-0.0251638,-0.0867107,-0.0474258,nan,-0.258891,0,-0.148462,-0.603218,nan,-0.706,1.14668,0.429111,-1.41844,-0.0375556,2.09861
631,28.3041,747.556,0.0401304,0.375,0.375,0.154034,1.2437,0.358314,-0.00925216,1.73856,5.85277e-05,0.00617193,0.280377,14234.9,0.488586,0.374646,-0.2,0.05,554.89,7.75373e+06,0.27336,0.0238633,0.509546,0.057471,-0.354915,0.747556,0.0855667,nan,nan,nan,nan,-0.0255685,-0.0892284,-0.0473625,nan,-0.263653,0,-0.151685,-0.608725,nan,-0.724167,1.17659,0.402889,-1.45733,-0.0362222,1.89722
632,33.2491,769.462,0.0419474,0.291667,0.25,0.153038,1.26968,0.31586,-0.00930866,1.73733,5.85277e-05,0.0141757,0.280371,13118,0.56831,0.368418,-0.2,0.05,555.828,7.76602e+06,0.296946,0.0267579,0.533531,0.0592177,-0.367348,0.769462,0.0838769,nan,nan,nan,nan,-0.0244819,-0.0854653,-0.046516,nan,-0.272224,0,-0.155157,-0.612666,nan,-0.741231,1.19991,0.410154,-1.48369,-0.0363077,2.10769
633,32.0403,747.773,0.040847,0.541667,0.375,0.151029,1.24473,0.293404,-0.00886922,1.73703,5.85277e-05,0.0117547,0.280344,14372.1,0.533328,0.321664,-0.2,0.05,556.684,7.7783e+06,0.304512,0.0249479,0.516907,0.0587206,-0.358215,0.747773,0.0911182,nan,nan,nan,nan,-0.0267849,-0.0927153,-0.049481,nan,-0.267848,-4.54545e-05,-0.14675,-0.618293,nan,-0.740318,1.16094,0.423818,-1.45564,-0.0342727,2.06364
634,34.8036,797.737,0.040226,0.541667,0.25,0.156785,1.23226,0.34592,-0.0106541,1.73516,5.85277e-05,0.00887844,0.280302,15082.6,0.538415,0.276299,-0.2,0.05,557.5,7.79059e+06,0.363279,0.0267098,0.556791,0.0627694,-0.378682,0.797737,0.0907,nan,nan,nan,nan,-0.0263062,-0.0930289,-0.0498397,nan,-0.28372,-5.26316e-05,-0.158019,-0.652468,nan,-0.775263,1.24786,0.448421,-1.548,-0.042,2.15329
635,28.3349,673.647,0.0412086,0.291667,0.416667,0.157824,1.25313,0.284049,-0.0102838,1.73367,5.85277e-05,0.00939935,0.28028,13797.7,0.535151,0.355432,-0.2,0.05,558.392,7.80288e+06,0.234089,0.0221023,0.457048,0.0518149,-0.318963,0.673647,0.0797118,nan,nan,nan,nan,-0.0230337,-0.0785447,-0.0418074,nan,-0.238505,0,-0.138056,-0.555426,nan,-0.669,1.04788,0.351529,-1.30071,-0.0348235,1.89779
636,30.9165,847.889,0.0421679,0.291667,0.0833333,0.157208,1.24488,0.295525,-0.0101148,1.7328,5.85277e-05,0.0112582,0.280253,14179,0.542604,0.324031,-0.2,0.05,559.26,7.81517e+06,0.325927,0.0264964,0.581244,0.0663282,-0.40589,0.847889,0.0930778,nan,nan,nan,nan,-0.0266194,-0.0974624,-0.0508495,nan,-0.301633,0,-0.168574,-0.693252,nan,-0.829333,1.32415,0.451556,-1.64178,-0.0415556,2.08611
637,34.2499,839.417,0.0373915,0.333333,0.166667,0.154599,1.22387,0.301788,-0.00963173,1.73185,5.85277e-05,0.00822732,0.280247,14428.9,0.529211,0.322414,-0.2,0.05,560.113,7.82746e+06,0.298544,0.0289495,0.579321,0.0636878,-0.401714,0.839417,0.0955167,nan,nan,nan,nan,-0.027351,-0.094691,-0.0536128,nan,-0.298643,0,-0.166661,-0.685321,nan,-0.83625,1.31664,0.467333,-1.618,-0.0405,2.24583
638,28.8179,771,0.0418449,0.291667,0.125,0.151854,1.22529,0.312729,-0.0102627,1.73066,5.85277e-05,0.00937317,0.280168,15007.9,0.503903,0.314867,-0.2,0.05,560.934,7.83974e+06,0.287825,0.0228106,0.54011,0.060014,-0.367719,0.771,0.09106,nan,nan,nan,nan,-0.025631,-0.089546,-0.0487889,nan,-0.274388,0,-0.149953,-0.652025,nan,-0.7152,1.22048,0.4244,-1.4796,-0.0352,1.86125
639,31.4379,807.25,0.0384341,0.458333,0.375,0.155754,1.23347,0.382384,-0.00990702,1.72691,5.85277e-05,0.010075,0.280104,17281.6,0.46796,0.243086,-0.2,0.05,561.647,7.85203e+06,0.276299,0.025069,0.555317,0.0637847,-0.385907,0.80725,0.09605,nan,nan,nan,nan,-0.0280553,-0.0957303,-0.0520384,nan,-0.286998,-0.00015,-0.161509,-0.644177,nan,-0.7893,1.25324,0.4574,-1.5676,-0.0398,2.08875
640,29.3373,704,0.0406981,0.375,0.25,0.152664,1.24754,0.297934,-0.00860232,1.72448,5.85277e-05,0.00985828,0.280042,17649,0.459747,0.236498,-0.2,0.05,562.344,7.86432e+06,0.272164,0.0195899,0.485719,0.0565644,-0.333286,0.704,0.0800867,nan,nan,nan,nan,-0.0238097,-0.0812151,-0.0440378,nan,-0.249322,0,-0.141748,-0.591915,nan,-0.6642,1.10301,0.387467,-1.36853,-0.0353333,1.89167
641,37.1264,860.933,0.0432261,0.416667,0.208333,0.153463,1.25515,0.351296,-0.00870052,1.72207,5.85277e-05,0.00903444,0.280019,13545.1,0.550404,0.356788,-0.2,0.05,563.253,7.87661e+06,0.30884,0.0301939,0.596621,0.0651384,-0.412541,0.860933,0.10042,nan,nan,nan,nan,-0.0283189,-0.100101,-0.0552519,nan,-0.305679,0,-0.173002,-0.693033,nan,-0.8556,1.34027,0.468533,-1.67253,-0.0444,2.42583
642,38.5632,899.154,0.0416784,0.375,0.166667,0.152389,1.24919,0.291172,-0.0100383,1.72094,5.85277e-05,0.00944602,0.279969,14061.4,0.550776,0.323104,-0.2,0.05,564.129,7.8889e+06,0.357543,0.0279911,0.62486,0.0696134,-0.432586,0.899154,0.101777,nan,nan,nan,nan,-0.0295469,-0.102633,-0.058829,nan,-0.318181,0,-0.180409,-0.756723,nan,-0.876,1.41459,0.522769,-1.74892,-0.044,2.45769
643,33.2919,817.111,0.0417261,0.25,0.125,0.154742,1.23435,0.279366,-0.00908869,1.7182,5.85277e-05,0.0136379,0.279905,14396.5,0.530318,0.323224,-0.2,0.05,564.983,7.90118e+06,0.374466,0.0267758,0.563878,0.0624085,-0.389563,0.817111,0.0955778,nan,nan,nan,nan,-0.0284915,-0.10054,-0.0520423,nan,-0.290267,0,-0.164966,-0.66146,nan,-0.783,1.28065,0.458222,-1.58178,-0.036,2.07361
644,35.0089,753.25,0.0431402,0.291667,0.208333,0.157834,1.23206,0.307006,-0.0091995,1.7154,5.85277e-05,0.013954,0.279835,15906.3,0.502642,0.269883,-0.2,0.05,565.757,7.91347e+06,0.285872,0.0232192,0.525366,0.0606996,-0.358168,0.75325,0.096,nan,nan,nan,nan,-0.0263268,-0.0896072,-0.0507246,nan,-0.267284,0,-0.152179,-0.609829,nan,-0.745,1.17703,0.444,-1.48567,-0.0416667,2.21146
645,34.9502,837.067,0.0410698,0.458333,0.166667,0.154332,1.20849,0.315289,-0.00973646,1.71306,5.85277e-05,0.011433,0.27982,17277.9,0.477026,0.23417,-0.2,0.05,566.47,7.92576e+06,0.328965,0.0316408,0.58726,0.0632217,-0.400113,0.837067,0.09788,nan,nan,nan,nan,-0.0272845,-0.0939143,-0.0525872,nan,-0.297805,0,-0.167368,-0.677498,nan,-0.8152,1.30691,0.449067,-1.63653,-0.0412,2.255
646,34.4167,826.667,0.0429615,0.541667,0.208333,0.15464,1.23242,0.303953,-0.010486,1.71267,5.85277e-05,0.0121314,0.279799,17612.6,0.460257,0.237427,-0.2,0.05,567.169,7.93805e+06,0.278964,0.0282137,0.56605,0.0672115,-0.394431,0.826667,0.0989278,nan,nan,nan,nan,-0.0282455,-0.100546,-0.0528224,nan,-0.291864,0,-0.171283,-0.686267,nan,-0.832167,1.28484,0.468,-1.60978,-0.0452222,2.31458
647,30.1174,726.25,0.0408425,0.25,0.25,0.154465,1.21064,0.31161,-0.00938024,1.7113,5.85277e-05,0.0180683,0.279758,15348.9,0.464456,0.336123,-0.2,0.05,567.97,7.95034e+06,0.206035,0.021592,0.500556,0.0547082,-0.343887,0.72625,0.086175,nan,nan,nan,nan,-0.0242692,-0.0823886,-0.044137,nan,-0.25832,0,-0.144898,-0.590923,nan,-0.69025,1.11842,0.379333,-1.428,-0.0353333,2.05521
648,33.5869,870.467,0.0418957,0.458333,0.166667,0.154389,1.23243,0.306631,-0.00967147,1.7091,5.85277e-05,0.00987506,0.27972,13433.6,0.568132,0.346588,-0.2,0.05,568.887,7.96262e+06,0.314999,0.0288689,0.602957,0.0614962,-0.413134,0.870467,0.09982,nan,nan,nan,nan,-0.028664,-0.101203,-0.0527575,nan,-0.309251,0,-0.170723,-0.709048,nan,-0.8336,1.34478,0.474667,-1.6984,-0.0369333,2.235
649,37.3222,826.643,0.0409271,0.375,0.208333,0.156575,1.21809,0.299314,-0.0100671,1.70721,5.85277e-05,0.0167146,0.279673,13660.8,0.536938,0.362569,-0.2,0.05,569.788,7.97491e+06,0.26967,0.027781,0.571409,0.0688965,-0.391547,0.826643,0.103286,nan,nan,nan,nan,-0.0288168,-0.102002,-0.0551817,nan,-0.29087,0,-0.170058,-0.665883,nan,-0.792214,1.29625,0.486286,-1.606,-0.0431429,2.36161
650,32.4451,794.87,0.0416305,0.666667,0.291667,0.154594,1.20884,0.314398,-0.00993179,1.70512,5.85277e-05,0.0092597,0.279636,12973.9,0.563194,0.38394,-0.2,0.05,570.737,7.9872e+06,0.309875,0.0283984,0.547039,0.0625143,-0.379309,0.79487,0.0965609,nan,nan,nan,nan,-0.0272149,-0.0975138,-0.0514492,nan,-0.282514,0,-0.159755,-0.654576,nan,-0.781565,1.23314,0.445217,-1.53739,-0.0376522,2.11359
651,35.3059,795.818,0.0438693,0.208333,0.25,0.15032,1.21693,0.30145,-0.00923366,1.70346,5.85277e-05,0.0111579,0.279601,15418.2,0.54233,0.254651,-0.2,0.05,571.535,7.99949e+06,0.28996,0.0320601,0.554715,0.061582,-0.380166,0.795818,0.0876818,nan,nan,nan,nan,-0.0244831,-0.0836354,-0.0483801,nan,-0.281427,0,-0.162885,-0.655309,nan,-0.797455,1.25217,0.432727,-1.53564,-0.0345455,2.2625
652,33.7275,859.833,0.0432541,0.375,0.125,0.154566,1.25197,0.2998,-0.00932805,1.7014,5.85277e-05,0.0125587,0.279543,17520.7,0.460258,0.241084,-0.2,0.05,572.238,8.01178e+06,0.328983,0.0285873,0.599711,0.0624154,-0.405665,0.859833,0.0933,nan,nan,nan,nan,-0.025513,-0.0934993,-0.0490003,nan,-0.305107,0,-0.173626,-0.681259,nan,-0.84275,1.3203,0.429333,-1.66467,-0.0408333,2.24583
653,32.6489,791.214,0.0433842,0.291667,0.291667,0.151586,1.22715,0.352586,-0.00885134,1.69938,8.77915e-05,0.00367331,0.279528,14548.4,0.507079,0.33755,-0.2,0.05,573.083,8.02406e+06,0.286334,0.0257209,0.55129,0.0616245,-0.379777,0.791214,0.0965786,nan,nan,nan,nan,-0.0277877,-0.0958277,-0.0517962,nan,-0.28187,0,-0.157098,-0.654283,nan,-0.795429,1.22301,0.460286,-1.53629,-0.0432857,2.15982
654,38.3973,844.167,0.0438038,0.291667,0.208333,0.15458,1.26285,0.356824,-0.00990222,1.69937,8.77915e-05,0.0107897,0.279529,13816.9,0.559971,0.329377,-0.2,0.05,573.974,8.03635e+06,0.299588,0.0287634,0.587926,0.0685139,-0.402175,0.844167,0.101392,nan,nan,nan,nan,-0.0286384,-0.102182,-0.0560065,nan,-0.297759,0,-0.173759,-0.682352,nan,-0.8115,1.31322,0.491333,-1.65367,-0.0403333,2.43333
655,35.1221,805.95,0.0477187,0.5,0.333333,0.149939,1.18709,0.357173,-0.00984376,1.69827,8.77915e-05,0.00873702,0.27945,14133,0.546096,0.323359,-0.2,0.05,574.845,8.04864e+06,0.286027,0.0261517,0.556358,0.0630467,-0.383537,0.80595,0.096145,nan,nan,nan,nan,-0.0271174,-0.0961773,-0.0516364,nan,-0.285825,0,-0.164982,-0.654613,nan,-0.7836,1.24404,0.44,-1.5722,-0.0413,2.29937
656,36.4096,913.857,0.0437807,0.458333,0.125,0.151704,1.18225,0.332891,-0.0113077,1.69515,8.77915e-05,0.0130891,0.279425,15156.7,0.533526,0.277205,-0.2,0.05,575.657,8.06093e+06,0.30792,0.03089,0.631676,0.0709046,-0.43519,0.913857,0.104857,nan,nan,nan,nan,-0.0301671,-0.108621,-0.0579931,nan,-0.323086,0,-0.185733,-0.736474,nan,-0.898929,1.42336,0.505429,-1.76514,-0.0467143,2.41964
657,35.5526,809.318,0.044105,0.541667,0.375,0.145762,1.19745,0.321454,-0.0110868,1.69535,8.77915e-05,0.00828453,0.279424,16504.3,0.500867,0.243668,-0.2,0.05,576.403,8.07322e+06,0.314435,0.0282968,0.564012,0.0656373,-0.383858,0.809318,0.0986318,nan,nan,nan,nan,-0.0276553,-0.095663,-0.0534368,nan,-0.286942,-0.000136364,-0.163248,-0.665477,nan,-0.753409,1.26324,0.460727,-1.56945,-0.0404545,2.21307
658,39.738,972.714,0.0433522,0.5,0.0833333,0.154713,1.18103,0.316214,-0.0111667,1.69375,8.77915e-05,0.0121347,0.279359,17390.2,0.471326,0.235277,-0.2,0.05,577.111,8.0855e+06,0.35606,0.0345629,0.68165,0.070534,-0.458789,0.972714,0.112457,nan,nan,nan,nan,-0.0309219,-0.110516,-0.0592678,nan,-0.345297,0,-0.193252,-0.793134,nan,-0.934929,1.51481,0.511143,-1.87571,-0.0455714,2.58036
659,26.4692,731.4,0.0450644,0.208333,0.208333,0.159626,1.19001,0.328856,-0.0109528,1.69061,8.77915e-05,0.0106582,0.279277,17573.7,0.464568,0.234657,-0.2,0.05,577.812,8.09779e+06,0.281892,0.022724,0.498322,0.0533647,-0.343078,0.7314,0.08094,nan,nan,nan,nan,-0.0243098,-0.0833319,-0.0460003,nan,-0.258147,0,-0.148028,-0.588837,nan,-0.7221,1.11985,0.3984,-1.4064,-0.0382,1.795
660,37.8368,891.727,0.0426854,0.333333,0.125,0.156238,1.21697,0.297383,-0.0100537,1.68819,8.77915e-05,0.0188359,0.279266,13869.4,0.535194,0.350783,-0.2,0.05,578.699,8.11008e+06,0.367608,0.0309089,0.620577,0.0677831,-0.423741,0.891727,0.106464,nan,nan,nan,nan,-0.0291531,-0.103186,-0.0557694,nan,-0.316199,0,-0.182434,-0.719228,nan,-0.859091,1.38235,0.498545,-1.74291,-0.0458182,2.40341
661,41.3776,962.167,0.0421295,0.375,0.125,0.151744,1.18946,0.269691,-0.010512,1.68823,8.77915e-05,0.012309,0.279268,13900.1,0.555271,0.328751,-0.2,0.05,579.585,8.12237e+06,0.362124,0.0311464,0.683258,0.0706899,-0.457627,0.962167,0.108233,nan,nan,nan,nan,-0.030319,-0.105432,-0.0613063,nan,-0.341239,0,-0.191512,-0.771151,nan,-0.959,1.49293,0.539,-1.84067,-0.0495,2.62708
662,38.5049,923.154,0.0434981,0.458333,0.0833333,0.151697,1.20722,0.342223,-0.010683,1.68726,8.77915e-05,0.0166056,0.279228,14233.3,0.537278,0.326047,-0.2,0.05,580.45,8.13466e+06,0.344514,0.0265486,0.65069,0.0734358,-0.436135,0.923154,0.1091,nan,nan,nan,nan,-0.0315007,-0.109109,-0.0606523,nan,-0.327885,0,-0.184551,-0.739011,nan,-0.876923,1.43572,0.549231,-1.76892,-0.0486154,2.39615
663,26.0111,688.55,0.0430427,0.416667,0.416667,0.154008,1.21705,0.350881,-0.010184,1.68571,8.77915e-05,0.0149554,0.279221,15478.2,0.520731,0.27316,-0.2,0.05,581.245,8.14694e+06,0.293793,0.0224738,0.474587,0.0498064,-0.326434,0.68855,0.07567,nan,nan,nan,nan,-0.0232533,-0.080212,-0.0424036,nan,-0.244692,0,-0.137619,-0.560141,nan,-0.6636,1.06486,0.3798,-1.3386,-0.0339,1.70188
664,38.6386,873.083,0.0441893,0.375,0.125,0.151845,1.20888,0.291149,-0.0110588,1.68549,8.77915e-05,0.0126296,0.279206,16209,0.511346,0.24675,-0.2,0.05,582.005,8.15923e+06,0.32056,0.0293152,0.600687,0.0665262,-0.411612,0.873083,0.105892,nan,nan,nan,nan,-0.0295463,-0.102823,-0.0563309,nan,-0.30927,0,-0.174118,-0.710524,nan,-0.8485,1.35751,0.476,-1.71267,-0.0401667,2.49792
665,37.6596,879.833,0.0452653,0.625,0.125,0.152112,1.21916,0.326545,-0.010951,1.68338,8.77915e-05,0.0154979,0.279135,16178,0.464789,0.294763,-0.2,0.05,582.766,8.17152e+06,0.272074,0.0270415,0.607937,0.069178,-0.419039,0.879833,0.105622,nan,nan,nan,nan,-0.0290537,-0.1039,-0.0550097,nan,-0.310688,0,-0.180037,-0.718311,nan,-0.862333,1.36594,0.485111,-1.71578,-0.0397778,2.50417
666,31.9183,738.643,0.0466709,0.25,0.333333,0.159336,1.22592,0.343524,-0.0103294,1.68043,8.77915e-05,0.0110148,0.27909,13258.2,0.550189,0.376632,-0.2,0.05,583.695,8.18381e+06,0.287499,0.0260737,0.517395,0.0567601,-0.350522,0.738643,0.0849929,nan,nan,nan,nan,-0.02495,-0.0860937,-0.0488086,nan,-0.262936,-7.14286e-05,-0.148839,-0.602478,nan,-0.7455,1.14568,0.427429,-1.434,-0.0397143,2.05536
667,31.463,783.923,0.0425255,0.375,0.166667,0.157753,1.24121,0.26665,-0.0105767,1.67923,8.77915e-05,0.01449,0.279074,14173.8,0.541608,0.325345,-0.2,0.05,584.563,8.1961e+06,0.302988,0.0292846,0.541473,0.0596298,-0.373844,0.783923,0.0850231,nan,nan,nan,nan,-0.0250293,-0.0879282,-0.0474567,nan,-0.278172,0,-0.160655,-0.644644,nan,-0.770308,1.22625,0.400615,-1.50862,-0.0363077,2.07692
668,36.5382,866.154,0.0443619,0.416667,0.125,0.153523,1.20952,0.322774,-0.011206,1.67824,8.77915e-05,0.0144367,0.279044,14359.1,0.539836,0.315929,-0.2,0.05,585.421,8.20838e+06,0.335661,0.028309,0.612977,0.0665265,-0.408127,0.866154,0.0961538,nan,nan,nan,nan,-0.0275459,-0.0981502,-0.0537502,nan,-0.306775,0,-0.174989,-0.701847,nan,-0.835615,1.35951,0.442769,-1.66708,-0.0409231,2.33365
669,33.394,767.167,0.0434101,0.291667,0.208333,0.153764,1.21021,0.305327,-0.0112529,1.67572,8.77915e-05,0.0152489,0.278946,16695,0.49924,0.23679,-0.2,0.05,586.158,8.22067e+06,0.283405,0.0265669,0.523913,0.0581394,-0.364898,0.767167,0.0872417,nan,nan,nan,nan,-0.0257159,-0.0900782,-0.0494624,nan,-0.271608,0,-0.156292,-0.622778,nan,-0.7665,1.19268,0.431,-1.483,-0.0388333,2.16875
670,32.0732,751.895,0.0414813,0.458333,0.333333,0.156698,1.21041,0.315273,-0.0116296,1.67171,8.77915e-05,0.010072,0.278892,17645.4,0.464489,0.231897,-0.2,0.05,586.855,8.23296e+06,0.244774,0.0258623,0.519225,0.0577722,-0.353902,0.751895,0.0884158,nan,nan,nan,nan,-0.0254367,-0.086807,-0.0469393,nan,-0.265777,0,-0.153448,-0.610146,nan,-0.749526,1.1702,0.413895,-1.44695,-0.0353684,2.10592
671,36.1129,882.389,0.0443698,0.583333,0.166667,0.151893,1.22071,0.353324,-0.0112516,1.66997,8.77915e-05,0.0184159,0.278875,16864.6,0.482317,0.246311,-0.2,0.05,587.585,8.24525e+06,0.329237,0.0317837,0.617489,0.0650971,-0.415032,0.882389,0.105289,nan,nan,nan,nan,-0.0286282,-0.100939,-0.0549757,nan,-0.312757,-0.000166667,-0.17804,-0.708412,nan,-0.879667,1.37043,0.476444,-1.71667,-0.0438889,2.36667
672,30.4852,751.947,0.0414974,0.541667,0.25,0.152588,1.20551,0.343908,-0.0107094,1.6685,8.77915e-05,0.0164008,0.27882,15177.2,0.466302,0.343331,-0.2,0.05,588.396,8.25754e+06,0.334047,0.0288718,0.518225,0.0557234,-0.353914,0.751947,0.0811263,nan,nan,nan,nan,-0.023529,-0.0802538,-0.0443035,nan,-0.265691,0,-0.153765,-0.606242,nan,-0.735,1.16902,0.393474,-1.45768,-0.0351579,1.94737
673,38.5127,945.357,0.0438792,0.5,0.0833333,0.155555,1.20106,0.278003,-0.00918739,1.66551,8.77915e-05,0.01521,0.278765,13211.7,0.560285,0.369799,-0.2,0.05,589.328,8.26982e+06,0.325696,0.031334,0.65768,0.0675913,-0.445577,0.945357,0.10975,nan,nan,nan,nan,-0.0313351,-0.114721,-0.0601888,nan,-0.336052,0,-0.187767,-0.777409,nan,-0.941571,1.46156,0.518571,-1.84657,-0.0471429,2.59643
674,41.12,965.714,0.0436077,0.541667,0.0416667,0.157248,1.21391,0.283749,-0.0120061,1.66413,8.77915e-05,0.0147574,0.2788,14353.3,0.531876,0.324231,-0.2,0.05,590.186,8.28211e+06,0.351715,0.0321015,0.681147,0.0726532,-0.457858,0.965714,0.114343,nan,nan,nan,nan,-0.0321312,-0.113618,-0.0634827,nan,-0.343787,0,-0.194257,-0.787599,nan,-0.9645,1.49895,0.568286,-1.87057,-0.0484286,2.64732
675,32.7308,795.895,0.0420561,0.5,0.291667,0.159998,1.24406,0.298618,-0.0108726,1.66462,8.77915e-05,0.0140094,0.278748,14727.5,0.535648,0.298708,-0.2,0.05,591.021,8.2944e+06,0.250943,0.0251102,0.55809,0.0617477,-0.374459,0.795895,0.0919421,nan,nan,nan,nan,-0.0276923,-0.0997672,-0.0511413,nan,-0.282432,0,-0.160004,-0.644416,nan,-0.780947,1.24712,0.467368,-1.52632,-0.0414737,2.12697
676,34.7758,853.105,0.0406528,0.583333,0.208333,0.157089,1.22845,0.331135,-0.00950036,1.66001,8.77915e-05,0.0172876,0.278616,16311.9,0.50451,0.248806,-0.2,0.05,591.776,8.30669e+06,0.323207,0.0284261,0.596307,0.0650612,-0.405467,0.853105,0.0968211,nan,nan,nan,nan,-0.028063,-0.101766,-0.0531328,nan,-0.302399,0,-0.173062,-0.691711,nan,-0.852789,1.32746,0.467579,-1.66084,-0.0433684,2.29342
