iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
202,34.8516,1000,0.0403187,0.166667,0,0.210582,1.03266,0.0271957,-0.0113249,21.5042,5.85277e-05,0.0165581,0.798923,15619.4,0.53793,0.248782,-0.1,0.02,249.113,2.48218e+06,1.2156,0.659593,1.88395,0.727448,-2.61207,nan,0.00525,-0.00281442,-0.056321,-0.00146928,-0.003,-0.00416084,-0.0694215,-3.96127e-07
203,37.4554,1000,0.0401964,0.25,0,0.21222,1.01761,0.0241733,-0.0112792,21.4884,5.85277e-05,0.0120287,0.798218,15144.5,0.559027,0.252354,-0.1,0.02,249.925,2.49446e+06,1.26302,0.677587,1.88797,0.691796,-2.52468,nan,0.004,-0.0026032,-0.0482772,-0.0013091,-0.00333333,-0.00366499,-0.0677399,-4.00372e-07
204,36.3064,1000,0.0405615,0.375,0,0.211818,1.02167,0.0218026,-0.0108404,21.4722,5.85277e-05,0.011532,0.797479,14352.1,0.556582,0.299601,-0.1,0.02,250.783,2.50675e+06,1.21443,0.666285,1.88755,0.729396,-2.54941,nan,0.00633333,-0.00301861,-0.0562922,-0.00158393,-0.00666667,-0.00475971,-0.0669466,-4.02774e-07
205,36.2112,1000,0.0400024,0.166667,0,0.212181,1.01733,0.020967,-0.0123197,21.4552,5.85277e-05,0.0108198,0.79673,9412.95,0.856771,0.448665,-0.1,0.02,252.09,2.51904e+06,1.19764,0.666849,1.88875,0.730653,-2.53646,nan,0.00075,-0.00292296,-0.0578565,-0.00152877,-0.006,-0.00408107,-0.0652299,-3.88452e-07
206,35.0649,962.143,0.0406608,0.25,0.0416667,0.212536,1.00049,0.0194164,-0.0106856,21.438,5.85277e-05,0.0152865,0.795944,11122.2,0.758653,0.346163,-0.1,0.02,253.197,2.53133e+06,1.18689,0.607928,1.81848,0.709735,-2.44218,nan,0.006,-0.00268456,-0.0545737,-0.00144312,-0.00357143,-0.00434369,-0.0669872,-4.07537e-07
207,37.9923,1000,0.0411712,0.25,0,0.210614,1.01073,0.0216804,-0.011052,21.4201,5.85277e-05,0.0121529,0.795186,11170.3,0.747928,0.352134,-0.1,0.02,254.299,2.54362e+06,1.27272,0.676447,1.89057,0.737458,-2.54319,nan,0.0045,-0.00293575,-0.0568716,-0.00149785,-0.00733333,-0.0046098,-0.0656332,-3.94478e-07
208,37.8063,1000,0.0413954,0.25,0,0.209164,1.00093,0.026471,-0.0108016,21.4038,5.85277e-05,0.0138644,0.79451,9363.6,0.921274,0.391042,-0.1,0.02,255.613,2.5559e+06,1.25862,0.676417,1.89863,0.746054,-2.554,nan,0.003,-0.00279209,-0.0575571,-0.00154949,-0.00533333,-0.00438729,-0.0667872,-3.86125e-07
209,37.2588,945.556,0.0405496,0.333333,0.0416667,0.212595,1.00229,0.0225136,-0.0106303,21.3887,5.85277e-05,0.0123497,0.79383,9771.97,0.894274,0.3632,-0.1,0.02,256.872,2.56819e+06,1.2855,0.632394,1.78551,0.653044,-2.37054,nan,0.00166667,-0.00234044,-0.0476987,-0.00128962,-0.00622222,-0.00401677,-0.063073,-3.98814e-07
210,39.0306,1000,0.0411876,0.583333,0,0.21132,1.00998,0.0206932,-0.0107883,21.3727,5.85277e-05,0.0101561,0.793109,10477.5,0.850336,0.322461,-0.1,0.02,258.046,2.58048e+06,1.28859,0.681506,1.89386,0.739186,-2.51831,nan,0.00257143,-0.00280186,-0.0549992,-0.00149074,-0.00714286,-0.00416452,-0.0652774,-3.82156e-07
211,36.7655,1000,0.0413479,0.666667,0,0.209202,1.01352,0.023753,-0.0108585,21.3567,5.85277e-05,0.013711,0.792433,11058.1,0.738486,0.372731,-0.1,0.02,259.159,2.59277e+06,1.19276,0.677399,1.89077,0.733717,-2.52198,nan,0.003,-0.00278565,-0.0555771,-0.00153459,-0.0066875,-0.00479203,-0.066009,-3.8428e-07
212,36.6665,982.158,0.0411756,0.75,0.0416667,0.212531,1.01586,0.0232,-0.0120619,21.341,5.85277e-05,0.0161408,0.791703,9197.25,0.896133,0.439919,-0.1,0.02,260.496,2.60506e+06,1.18351,0.667859,1.85321,0.71778,-2.45705,nan,0.00410526,-0.00266948,-0.0545191,-0.0014468,-0.00736842,-0.00414726,-0.0659418,-3.90581e-07
213,37.5431,984.867,0.0419331,0.583333,0.0416667,0.20989,1.00474,0.0223419,-0.0115691,21.3245,5.85277e-05,0.0132172,0.791011,9812.14,0.862983,0.389343,-0.1,0.02,261.751,2.61734e+06,1.21406,0.686303,1.86238,0.713918,-2.47575,nan,0.0074,-0.00272362,-0.0540629,-0.0014843,-0.00406667,-0.00365165,-0.0651654,-3.89869e-07
214,39.2582,987.067,0.0413466,0.583333,0.0416667,0.21154,1.02288,0.0223743,-0.0102989,21.3087,5.85277e-05,0.0117044,0.790296,10533.7,0.783356,0.383181,-0.1,0.02,262.921,2.62963e+06,1.29703,0.674344,1.86981,0.709383,-2.45946,nan,0.0036,-0.00256475,-0.0524485,-0.00138247,-0.00413333,-0.00450669,-0.0667651,-3.93428e-07
215,37.1138,1000,0.0421355,0.666667,0,0.209914,0.986201,0.0255124,-0.0113278,21.2922,5.85277e-05,0.0127496,0.789578,9308.99,0.869044,0.450971,-0.1,0.02,264.243,2.64192e+06,1.16856,0.686336,1.88886,0.738134,-2.49488,nan,0.0039375,-0.00276954,-0.0555697,-0.00153193,-0.0051875,-0.00417926,-0.0660141,-3.81823e-07
216,39.3257,1000,0.0423029,0.875,0,0.208534,0.992048,0.0182954,-0.0113838,21.2754,5.85277e-05,0.010484,0.788812,9937.25,0.864162,0.372397,-0.1,0.02,265.481,2.65421e+06,1.26541,0.691912,1.89727,0.736308,-2.49339,nan,0.003,-0.00275144,-0.0558185,-0.00146311,-0.00419048,-0.00452361,-0.0654782,-3.81579e-07
217,39.4125,1000,0.0421909,0.916667,0,0.206771,1.01275,0.0251163,-0.0108491,21.2577,5.85277e-05,0.00875349,0.788043,10129.8,0.903295,0.309756,-0.1,0.02,266.696,2.6665e+06,1.26701,0.69311,1.89568,0.72458,-2.47901,nan,0.00327273,-0.00266579,-0.0543929,-0.00143452,-0.006,-0.00439436,-0.0651324,-3.78035e-07
218,38.7075,952.889,0.0424758,0.708333,0.0416667,0.20751,0.997645,0.0204475,-0.0119936,21.2397,5.85277e-05,0.0122197,0.787209,12487.9,0.688053,0.295942,-0.1,0.02,267.681,2.67878e+06,1.25297,0.65713,1.80192,0.686964,-2.33988,nan,0.002,-0.0025385,-0.0513757,-0.00136865,-0.00422222,-0.00378835,-0.0624321,-3.81117e-07
219,39.2939,985.737,0.0425859,0.75,0.0416667,0.205629,1.00923,0.0236958,-0.0105446,21.2212,5.85277e-05,0.0154727,0.78647,9917.69,0.818549,0.420449,-0.1,0.02,268.922,2.69107e+06,1.24926,0.685407,1.86685,0.718915,-2.42829,nan,0.003,-0.00264814,-0.0540556,-0.00141727,-0.00484211,-0.0037248,-0.0637531,-3.88909e-07
220,39.694,982.632,0.0432402,0.75,0.0416667,0.207062,0.990301,0.0267146,-0.0109389,21.206,5.85277e-05,0.0118166,0.785886,9513.22,0.909126,0.38255,-0.1,0.02,270.217,2.70336e+06,1.29062,0.656246,1.86424,0.720852,-2.41955,nan,0.00521053,-0.00270692,-0.0545591,-0.00148458,-0.006,-0.00369582,-0.0644659,-3.82216e-07
221,38.6966,981,0.0432095,1.08333,0.0833333,0.205326,0.995913,0.0177763,-0.0109775,21.1916,5.85277e-05,0.0128345,0.785158,9838.41,0.921817,0.327165,-0.1,0.02,271.468,2.71565e+06,1.22444,0.668621,1.86018,0.724392,-2.4109,nan,0.00203571,-0.00269618,-0.054675,-0.00143936,-0.00721429,-0.00423932,-0.0636861,-3.88019e-07
222,40.6476,1000,0.0433008,0.708333,0,0.20685,0.994832,0.0183456,-0.0111591,21.1735,5.85277e-05,0.0118352,0.784337,11813.7,0.750436,0.289713,-0.1,0.02,272.509,2.72794e+06,1.3066,0.679491,1.89446,0.743263,-2.45823,nan,0.00264706,-0.00268996,-0.0563657,-0.00151245,-0.00629412,-0.00393547,-0.0650456,-3.76443e-07
223,39.1066,1000,0.0428494,0.791667,0,0.2077,0.983953,0.0241391,-0.0109802,21.1549,5.85277e-05,0.0155469,0.783556,9950.17,0.821305,0.413649,-0.1,0.02,273.745,2.74022e+06,1.2398,0.670735,1.89234,0.735699,-2.45207,nan,0.00331579,-0.0027408,-0.0563612,-0.00148776,-0.00463158,-0.00413533,-0.0651331,-3.79545e-07
224,40.9813,992.857,0.0436402,0.25,0.0416667,0.207313,0.987833,0.0358536,-0.0105865,21.1383,5.85277e-05,0.0074448,0.782908,9316.2,0.931655,0.387337,-0.1,0.02,275.066,2.75251e+06,1.31282,0.670323,1.87975,0.732769,-2.41653,nan,0.00128571,-0.00278183,-0.0551801,-0.00150103,-0.00342857,-0.00436606,-0.064103,-4.18985e-07
225,37.5289,953.81,0.043469,0.791667,0.0833333,0.208673,0.992745,0.0221788,-0.0120504,21.1234,5.85277e-05,0.00885678,0.782216,10934.5,0.822579,0.301202,-0.1,0.02,276.193,2.7648e+06,1.16902,0.664289,1.80489,0.697405,-2.33981,nan,0.00485714,-0.00247256,-0.0510394,-0.00133232,-0.00338095,-0.00337074,-0.0626135,-3.8885e-07
226,40.7757,1000,0.0436449,0.5,0,0.206716,0.986647,0.0201227,-0.011838,21.1072,5.85277e-05,0.0173052,0.78154,12903.7,0.663431,0.288854,-0.1,0.02,277.147,2.77709e+06,1.2947,0.675869,1.89976,0.730248,-2.43272,nan,0.0005,-0.00254526,-0.0541077,-0.00143219,-0.00433333,-0.00366582,-0.0634988,-3.69545e-07
227,39.4926,1000,0.0435276,0.75,0,0.20626,0.993914,0.0171443,-0.0121087,21.0909,5.85277e-05,0.0128421,0.780749,12379.7,0.609363,0.383229,-0.1,0.02,278.141,2.78938e+06,1.22851,0.664223,1.89891,0.742379,-2.42913,nan,0.00133333,-0.00261291,-0.0552371,-0.0014799,-0.00444444,-0.00385379,-0.0639727,-3.71695e-07
228,39.7691,1000,0.0436627,0.416667,0,0.207727,0.988429,0.0223887,-0.0107137,21.0722,5.85277e-05,0.00976988,0.779974,9319.46,0.888494,0.430037,-0.1,0.02,279.461,2.80166e+06,1.20974,0.709216,1.902,0.736608,-2.43825,nan,0.0024,-0.00257819,-0.0544738,-0.00136006,-0.0075,-0.00396307,-0.063386,-3.63313e-07
229,41.4257,1000,0.0438583,0.541667,0,0.207363,0.993995,0.0255766,-0.0108015,21.0563,5.85277e-05,0.018053,0.779397,9826.27,0.857691,0.392834,-0.1,0.02,280.713,2.81395e+06,1.2778,0.690632,1.90232,0.74497,-2.41657,nan,0.00138462,-0.00260595,-0.05477,-0.00144746,-0.00530769,-0.00336595,-0.061754,-3.71936e-07
230,38.0414,954.5,0.0437443,0.458333,0.0416667,0.210323,0.996773,0.0209398,-0.0119554,21.0434,5.85277e-05,0.0137362,0.778808,11034.5,0.778327,0.335267,-0.1,0.02,281.828,2.82624e+06,1.15832,0.661209,1.81106,0.699433,-2.30032,nan,0.00075,-0.00240554,-0.0529096,-0.00136382,-0.00683333,-0.00359117,-0.0612744,-3.66849e-07
231,40.2412,973.6,0.0434565,0.375,0.0416667,0.212375,0.991356,0.0233691,-0.0120036,21.0286,5.85277e-05,0.0108881,0.778136,11439.1,0.673957,0.400253,-0.1,0.02,282.904,2.83853e+06,1.23967,0.679949,1.84697,0.703698,-2.3344,nan,0.0024,-0.0024981,-0.051656,-0.00133933,-0.004,-0.00364149,-0.0631003,-3.92037e-07
232,42.6708,1000,0.0440287,0.666667,0,0.21221,0.98369,0.0234577,-0.0107364,21.0126,5.85277e-05,0.00989906,0.77741,9336.56,0.907406,0.408711,-0.1,0.02,284.222,2.85082e+06,1.32436,0.688468,1.89957,0.749375,-2.40154,nan,0.003,-0.00268987,-0.0555359,-0.00146526,-0.003125,-0.00324341,-0.0636382,-3.72276e-07
233,43.5958,1000,0.0439198,0.208333,0,0.214633,0.97264,0.0199661,-0.0115168,20.9952,5.85277e-05,0.0146733,0.77665,9921.62,0.835163,0.403345,-0.1,0.02,285.462,2.8631e+06,1.36682,0.693614,1.8995,0.750144,-2.40542,nan,0.0024,-0.00253389,-0.0530321,-0.001477,-0.0032,-0.00354466,-0.0634766,-3.70652e-07
234,40.0527,940.6,0.043856,0.375,0.0416667,0.212862,0.987367,0.0231857,-0.0102365,20.9776,5.85277e-05,0.0139699,0.775896,10067.8,0.894954,0.325571,-0.1,0.02,286.684,2.87539e+06,1.26074,0.648905,1.77762,0.703062,-2.26428,nan,0.0057,-0.00271415,-0.0523462,-0.00138983,-0.006,-0.00385924,-0.0628045,-3.95648e-07
235,42.1536,1000,0.0444693,0.416667,0,0.212295,0.981174,0.0226252,-0.0107399,20.9603,5.85277e-05,0.0148905,0.775162,12689.3,0.652213,0.316159,-0.1,0.02,287.654,2.88768e+06,1.29137,0.688584,1.90151,0.752169,-2.40184,nan,0.0033,-0.0025054,-0.0538481,-0.00143019,-0.0032,-0.00416251,-0.0622634,-3.56421e-07
236,40.7307,978.182,0.0442242,0.416667,0.0416667,0.21157,0.978704,0.0232759,-0.0114299,20.943,5.85277e-05,0.0133226,0.774395,9747.03,0.856571,0.404121,-0.1,0.02,288.916,2.89997e+06,1.25143,0.675878,1.85257,0.726198,-2.34354,nan,0.00354545,-0.00268139,-0.0536837,-0.00145686,-0.004,-0.00362439,-0.0640901,-3.97355e-07
237,42.4202,1000,0.0442694,0.458333,0,0.210815,0.98566,0.0196055,-0.0111592,20.9249,5.85277e-05,0.0114416,0.773616,9086.23,0.952783,0.399593,-0.1,0.02,290.27,2.91226e+06,1.26673,0.725024,1.90228,0.729461,-2.37917,nan,0.00218182,-0.00238469,-0.0534511,-0.00136946,-0.00254545,-0.00350523,-0.062245,-3.61195e-07
238,40.9765,1000,0.0447676,0.333333,0,0.20997,0.981013,0.0178302,-0.0115879,20.9069,5.85277e-05,0.0144601,0.772846,7699.6,1.11336,0.48257,-0.1,0.02,291.867,2.92454e+06,1.22139,0.703951,1.90169,0.715607,-2.37009,nan,0.00375,-0.00244522,-0.0500429,-0.00129639,-0.00625,-0.00463315,-0.0628051,-3.61298e-07
239,44.0791,1000,0.0448848,0.208333,0,0.212392,0.966518,0.0240043,-0.0120441,20.8898,5.85277e-05,0.0171646,0.772166,11912.5,0.716045,0.315476,-0.1,0.02,292.9,2.93683e+06,1.34794,0.709715,1.89795,0.746401,-2.36853,nan,0.0024,-0.00274434,-0.0542526,-0.00148297,-0.0056,-0.00368277,-0.0641636,-3.75408e-07
240,37.3602,851.875,0.0446059,0.25,0.0833333,0.214483,0.980157,0.0207349,-0.0123116,20.8744,5.85277e-05,0.0087347,0.771526,13029,0.63841,0.304718,-0.1,0.02,293.845,2.94912e+06,1.15739,0.586454,1.60541,0.62107,-2.00144,nan,0.0075,-0.00221804,-0.0448883,-0.00116734,-0.0025,-0.00299874,-0.0545973,-3.67032e-07
241,42.5658,1000,0.0448495,0.375,0,0.213104,0.980182,0.0171707,-0.0112064,20.859,5.85277e-05,0.0118654,0.770825,8742.54,0.859465,0.546076,-0.1,0.02,295.252,2.96141e+06,1.24427,0.714789,1.89998,0.752364,-2.35306,nan,0.00166667,-0.0024337,-0.0545466,-0.00144638,-0.00733333,-0.00468778,-0.0612731,-3.56706e-07
242,42.5944,1000,0.0451334,0.333333,0,0.211696,0.969805,0.0185208,-0.0115244,20.8413,5.85277e-05,0.0193917,0.770007,8416.33,1.03765,0.422365,-0.1,0.02,296.713,2.9737e+06,1.26568,0.716244,1.9058,0.745467,-2.37386,nan,0.001125,-0.00257068,-0.0552034,-0.00142238,-0.007,-0.0036443,-0.0608981,-3.54168e-07
243,42.3458,1000,0.0450521,0.333333,0,0.211126,0.97515,0.0265873,-0.0108326,20.8223,5.85277e-05,0.0158859,0.769241,9699.25,0.877136,0.389766,-0.1,0.02,297.982,2.98598e+06,1.2993,0.686623,1.89747,0.725,-2.36532,nan,0,-0.00238993,-0.0522786,-0.00138821,-0.003,-0.00327601,-0.0634532,-3.62571e-07
244,36.3585,868.667,0.0455229,0.0833333,0.0416667,0.211539,0.967102,0.0221373,-0.0114253,20.8053,5.85277e-05,0.0122149,0.768552,8106.08,1.02937,0.486525,-0.1,0.02,299.499,2.99827e+06,1.05331,0.589415,1.63691,0.652672,-2.00607,nan,0.007,-0.00236043,-0.0461058,-0.00114356,-0.00266667,-0.00321598,-0.0598209,-4.45635e-07
245,44.2785,1000,0.045795,0.333333,0,0.209442,0.960073,0.0231626,-0.010704,20.7888,5.85277e-05,0.00925373,0.76781,8713.11,0.981796,0.428493,-0.1,0.02,300.911,3.01056e+06,1.31436,0.697617,1.90658,0.745043,-2.32179,nan,0.00075,-0.00252882,-0.0533168,-0.00142398,-0.006,-0.00455254,-0.0608151,-3.58622e-07
246,43.2059,1000,0.0458391,0.375,0,0.20617,0.977591,0.0229443,-0.0112856,20.7717,5.85277e-05,0.0152465,0.767128,10381.2,0.819683,0.364,-0.1,0.02,302.096,3.02285e+06,1.30679,0.678368,1.90727,0.743655,-2.34942,nan,0.001,-0.00251884,-0.0536398,-0.00138585,-0.00511111,-0.00394316,-0.060771,-3.53438e-07
247,43.8495,1000,0.0458294,0.0833333,0,0.208267,0.971296,0.0205768,-0.0117936,20.7557,5.85277e-05,0.018586,0.766422,9674.81,0.818569,0.451533,-0.1,0.02,303.368,3.03514e+06,1.37443,0.621264,1.89545,0.742404,-2.32655,nan,0.0135,-0.00260722,-0.0544804,-0.00137098,-0.006,-0.00402772,-0.0595404,-3.68464e-07
248,44.4429,1000,0.045837,0.458333,0,0.208909,0.980704,0.0218508,-0.0112492,20.7394,5.85277e-05,0.00926531,0.765775,8230.86,1.02312,0.469793,-0.1,0.02,304.862,3.04742e+06,1.32014,0.704474,1.90869,0.749798,-2.33225,nan,0.00163636,-0.00260818,-0.0556828,-0.00141834,-0.00618182,-0.00372068,-0.0607208,-3.53822e-07
249,37.7726,835.333,0.046266,0.0833333,0.0416667,0.207664,0.973394,0.0167866,-0.0123225,20.7236,5.85277e-05,0.0130673,0.765038,9009.5,0.992437,0.371457,-0.1,0.02,306.228,3.05971e+06,1.07132,0.614437,1.57774,0.626113,-1.89682,nan,0.006,-0.00228754,-0.0442873,-0.00130121,-0.00533333,-0.0024238,-0.0545184,-3.96245e-07
250,44.8115,1000,0.0465534,0.291667,0,0.20797,0.956936,0.0226359,-0.0109325,20.7061,5.85277e-05,0.00663084,0.764323,12058.7,0.707329,0.311688,-0.1,0.02,307.248,3.072e+06,1.34979,0.701576,1.90886,0.724545,-2.31852,nan,0.00171429,-0.00236368,-0.0522679,-0.0012895,-0.00685714,-0.00359308,-0.0610136,-3.52555e-07
251,42.7813,983.636,0.0467255,0.416667,0.0416667,0.204641,0.976194,0.01766,-0.0117223,20.6885,5.85277e-05,0.0106455,0.763512,13217.6,0.612975,0.316693,-0.1,0.02,308.179,3.08429e+06,1.25549,0.686034,1.86646,0.717037,-2.26023,nan,0.00381818,-0.00247282,-0.0508296,-0.00136081,-0.00872727,-0.00405601,-0.0621007,-3.91107e-07
252,43.5196,1000,0.0466336,0.583333,0,0.204632,0.982647,0.019628,-0.0106216,20.6692,5.85277e-05,0.012429,0.762726,8564.36,1.03497,0.399811,-0.1,0.02,309.615,3.09658e+06,1.23533,0.71461,1.90794,0.739654,-2.29965,nan,0.00171429,-0.00255513,-0.053276,-0.00135389,-0.004,-0.00317523,-0.0592523,-3.49671e-07
253,44.6194,1000,0.0470892,0.875,0,0.205049,0.967158,0.0163272,-0.0111757,20.6514,5.85277e-05,0.0144281,0.761983,9304.38,0.932005,0.388663,-0.1,0.02,310.938,3.10886e+06,1.28316,0.719662,1.9062,0.749304,-2.30223,nan,0.00114286,-0.00257665,-0.0542297,-0.00137837,-0.00466667,-0.0039691,-0.0594459,-3.55035e-07
254,43.8899,1000,0.0468599,0.625,0,0.204325,0.971902,0.0241913,-0.0099051,20.6346,5.85277e-05,0.0102712,0.761339,10482.8,0.85264,0.319567,-0.1,0.02,312.112,3.12115e+06,1.25577,0.718494,1.90698,0.739992,-2.30489,nan,0.0002,-0.0022586,-0.0523523,-0.00135073,-0.00346667,-0.00348382,-0.0591338,-3.42903e-07
255,41.2848,949.375,0.0474596,0.583333,0.0833333,0.204249,0.964164,0.020968,-0.0107271,20.6194,5.85277e-05,0.0115574,0.760661,13212.7,0.638521,0.291496,-0.1,0.02,313.044,3.13344e+06,1.17412,0.677998,1.80216,0.710872,-2.18253,nan,0.004875,-0.00242207,-0.0512981,-0.00131957,-0.00575,-0.00365736,-0.0588103,-3.82224e-07
256,45.6135,1000,0.0475428,0.666667,0,0.203959,0.955121,0.0209048,-0.0107706,20.6023,5.85277e-05,0.0127911,0.7599,13008.1,0.649203,0.295441,-0.1,0.02,313.989,3.14573e+06,1.30262,0.724918,1.90707,0.745538,-2.27981,nan,0.00375,-0.00238046,-0.0527961,-0.00135379,-0.00375,-0.00347833,-0.0596591,-3.47492e-07
257,44.4698,1000,0.0474258,0.625,0,0.207307,0.958289,0.0256485,-0.0111395,20.5852,5.85277e-05,0.0102931,0.759252,13882.5,0.603146,0.281995,-0.1,0.02,314.876,3.15802e+06,1.27195,0.718117,1.91056,0.742282,-2.29602,nan,0.0022,-0.00240615,-0.0526215,-0.00131721,-0.0064,-0.00377025,-0.0590886,-3.47528e-07
258,44.4115,990.75,0.0472182,0.958333,0.0416667,0.205355,0.971664,0.02124,-0.0111732,20.5704,5.85277e-05,0.0117372,0.758626,13836.1,0.607767,0.280346,-0.1,0.02,315.765,3.1703e+06,1.2608,0.720953,1.88873,0.732211,-2.25949,nan,0.001875,-0.00235147,-0.052383,-0.00125941,-0.00625,-0.00346225,-0.0587951,-3.546e-07
259,41.2289,955.684,0.0474845,0.75,0.0416667,0.20579,0.970293,0.0218929,-0.0104209,20.5557,5.85277e-05,0.0101462,0.758037,13460.2,0.630897,0.282018,-0.1,0.02,316.679,3.18259e+06,1.17388,0.65365,1.82052,0.71728,-2.18238,nan,0.00252632,-0.00247508,-0.0534683,-0.00130968,-0.00605263,-0.00314009,-0.0575812,-3.55959e-07
260,41.6026,931.375,0.0475116,0.583333,0.0833333,0.205069,0.963174,0.0207761,-0.0109649,20.5416,5.85277e-05,0.0106558,0.757416,13716,0.605579,0.29031,-0.1,0.02,317.576,3.19488e+06,1.18787,0.65449,1.77155,0.694139,-2.11038,nan,0.002625,-0.00225803,-0.0488164,-0.00122384,-0.0075,-0.00359238,-0.05677,-3.62024e-07
261,45.2168,1000,0.0474689,1,0,0.208249,0.959771,0.0169695,-0.0107132,20.5249,5.85277e-05,0.00945995,0.756615,13741.6,0.609024,0.285195,-0.1,0.02,318.472,3.20717e+06,1.29176,0.700758,1.90636,0.748401,-2.26365,nan,0.001375,-0.00237351,-0.0529035,-0.00134016,-0.005625,-0.00326575,-0.0586547,-3.45224e-07
262,45.1603,974.783,0.0478711,0.916667,0.0416667,0.204338,0.968066,0.0180009,-0.0113546,20.505,5.85277e-05,0.0142811,0.755792,13525.8,0.627705,0.280782,-0.1,0.02,319.382,3.21946e+06,1.29945,0.702942,1.85701,0.723414,-2.20472,nan,0.00182609,-0.00228606,-0.0507762,-0.00125827,-0.00634783,-0.00315054,-0.0580881,-3.51842e-07
263,44.7632,1000,0.0481187,0.916667,0,0.204128,0.962616,0.0192134,-0.0118132,20.4866,5.85277e-05,0.0100851,0.755073,12491.8,0.691865,0.291823,-0.1,0.02,320.367,3.23174e+06,1.24263,0.712626,1.90852,0.75153,-2.25441,nan,0.00245455,-0.00238133,-0.053382,-0.00133059,-0.00490909,-0.00362923,-0.0595676,-3.48523e-07
264,45.6521,1000,0.0480602,0.791667,0,0.205007,0.963835,0.0193926,-0.0112718,20.4692,5.85277e-05,0.0160875,0.75432,13593.5,0.620739,0.283222,-0.1,0.02,321.272,3.24403e+06,1.26938,0.724501,1.90999,0.751466,-2.25073,nan,0.00126316,-0.00237564,-0.0534191,-0.00132916,-0.00463158,-0.00331982,-0.0581775,-3.45391e-07
265,46.771,1000,0.0484955,0.541667,0,0.205086,0.950465,0.0238009,-0.0111925,20.4523,5.85277e-05,0.00976131,0.753701,13299.3,0.626926,0.297029,-0.1,0.02,322.197,3.25632e+06,1.35668,0.709527,1.90477,0.745404,-2.25971,nan,0.00138462,-0.00235031,-0.0523501,-0.00131799,-0.00384615,-0.00273156,-0.0569103,-3.42447e-07
266,45.5033,1000,0.0483253,0.625,0,0.20586,0.955276,0.0268335,-0.010609,20.4381,5.85277e-05,0.0111016,0.753104,13792.9,0.60773,0.28316,-0.1,0.02,323.089,3.26861e+06,1.27508,0.719483,1.90923,0.73851,-2.24962,nan,0.0014,-0.00232866,-0.0513492,-0.00125871,-0.00346667,-0.00273579,-0.0577757,-3.35e-07
267,41.918,899.929,0.0476154,0.5,0.0833333,0.206404,0.967752,0.0305289,-0.00991721,20.4241,5.85277e-05,0.0100518,0.752554,13664.8,0.604044,0.295202,-0.1,0.02,323.99,3.2809e+06,1.19591,0.636282,1.71077,0.682009,-2.01925,nan,0.00514286,-0.00220487,-0.0475825,-0.0011949,-0.00585714,-0.00369105,-0.0544412,-3.53834e-07
268,41.047,894.733,0.0484036,0.541667,0.0833333,0.204288,0.955677,0.0198162,-0.0109801,20.4105,5.85277e-05,0.0153362,0.751921,13928.4,0.602586,0.279637,-0.1,0.02,324.873,3.29318e+06,1.16057,0.646115,1.70147,0.647954,-1.99932,nan,0.0048,-0.00211243,-0.0445979,-0.00115259,-0.0038,-0.00316783,-0.0544068,-3.63721e-07
269,45.2642,1000,0.0488042,0.583333,0,0.203026,0.963897,0.0202423,-0.0119102,20.3948,5.85277e-05,0.0144252,0.751267,13210.4,0.643726,0.286451,-0.1,0.02,325.805,3.30547e+06,1.24774,0.716391,1.90668,0.740952,-2.22911,nan,0.00128571,-0.00213741,-0.0510436,-0.00127492,-0.00492857,-0.00343805,-0.0579046,-3.38186e-07
270,47.2116,1000,0.0484723,0.416667,0,0.205035,0.965192,0.0188877,-0.0126318,20.3785,5.85277e-05,0.0159265,0.750549,13035.3,0.642953,0.299719,-0.1,0.02,326.749,3.31776e+06,1.32702,0.742928,1.91156,0.731745,-2.23541,nan,0.0018,-0.00222581,-0.0503325,-0.0012138,-0.0054,-0.0031347,-0.0567557,-3.33562e-07
271,46.3712,1000,0.0490171,0.541667,0,0.204871,0.962569,0.0209463,-0.0112442,20.3617,5.85277e-05,0.00695843,0.7499,12793.2,0.650436,0.310076,-0.1,0.02,327.71,3.33005e+06,1.29771,0.719392,1.91067,0.73776,-2.2284,nan,0.00138462,-0.00228191,-0.0507021,-0.001246,-0.00446154,-0.00336525,-0.0578963,-3.42573e-07
272,43.1792,938.308,0.0487281,0.5,0.0416667,0.206455,0.936945,0.02497,-0.0107126,20.3471,5.85277e-05,0.0122103,0.749326,12443.9,0.701687,0.285788,-0.1,0.02,328.699,3.34234e+06,1.22984,0.657531,1.78637,0.684956,-2.08858,nan,0.00346154,-0.00218351,-0.0472549,-0.00118074,-0.00584615,-0.00277604,-0.055384,-3.48448e-07
