iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_slip
72,nan,nan,0.0585581,0,0,0.170497,0.668573,0.0252229,-0.0105813,12.6972,5.85277e-05,0.00676764,0.489687,9152.86,0.961272,0.38126,-0.2278,0.04556,95.3785,884736,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,nan,nan,0.0581809,0,0,0.172698,0.662959,0.0254553,-0.0113826,12.6763,5.85277e-05,0.00956051,0.489126,8246.85,1.03592,0.454109,-0.2296,0.04592,96.87,897024,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,25.3906,444,0.0585982,0,0.0416667,0.171114,0.66473,0.0273055,-0.0115647,12.6556,5.85277e-05,0.0111871,0.488556,8828.56,0.978128,0.413718,-0.2314,0.04628,98.2632,909312,0.578942,0.191917,0.431673,0.11531,-0.870388,0.888,-0.064,-6.29567e-05,-0.00186055
75,58.3048,1000,0.0579598,0.0416667,0,0.172178,0.657125,0.0245731,-0.0128417,12.6347,5.85277e-05,0.0144471,0.488004,8992.2,0.96549,0.401028,-0.2332,0.04664,99.6312,921600,0.814109,0.907783,0.979607,0.31106,-1.8079,2,-0.287,-0.000156454,-0.00226896
76,56.0016,1000,0.0579366,0.0416667,0,0.172561,0.676049,0.024738,-0.010448,12.6143,5.85277e-05,0.00883536,0.487431,8351.52,0.984243,0.487106,-0.235,0.047,101.104,933888,0.73134,0.907304,0.966989,0.314631,-1.81909,2,-0.299,-0.000153495,-0.0019456
77,69.6581,1000,0.0577041,0.291667,0,0.172514,0.668736,0.0320326,-0.0113212,12.5943,5.85277e-05,0.014921,0.486958,8619.02,1.04002,0.385663,-0.2368,0.04736,102.531,946176,1.36073,0.92472,0.978375,0.302438,-1.83208,2,-0.249,-0.000153896,-0.00212501
78,65.9635,985.789,0.0582981,0.75,0.0416667,0.171322,0.667039,0.0279968,-0.0112313,12.5767,5.85277e-05,0.0112376,0.48645,9618.44,0.921025,0.356521,-0.2386,0.04772,103.81,958464,1.30858,0.810684,0.961015,0.285082,-1.82485,1.97158,-0.211632,-0.000164021,-0.0021181
79,65.1679,1000,0.0578157,1.29167,0,0.175134,0.664283,0.0302731,-0.0124888,12.5578,5.85277e-05,0.00812151,0.485959,9227.63,0.898094,0.433559,-0.2404,0.04808,105.144,970752,1.25358,0.828885,0.976292,0.289913,-1.85405,2,-0.233903,-0.000160567,-0.00216022
80,65.4408,999.523,0.0566075,1.79167,0.0416667,0.178555,0.670563,0.0380987,-0.0124768,12.5409,5.85277e-05,0.017929,0.485552,8768.06,1.02029,0.381156,-0.2422,0.04844,106.547,983040,1.27232,0.835582,0.975885,0.286759,-1.8666,1.99905,-0.228727,-0.000157785,-0.00206184
81,59.9401,999.3,0.0565799,2.04167,0.0416667,0.180282,0.674318,0.0393951,-0.0119684,12.5267,5.85277e-05,0.00982884,0.485174,9955.3,0.841493,0.392824,-0.244,0.0488,107.782,995328,1.08856,0.767439,0.977566,0.283443,-1.8872,1.9986,-0.22916,-0.000150324,-0.00209375
82,58.2551,998.6,0.0559189,1.625,0.0416667,0.180181,0.674543,0.0390117,-0.0119625,12.5125,5.85277e-05,0.0147985,0.484788,8864.45,0.973396,0.412815,-0.2458,0.04916,109.17,1.00762e+06,1.01819,0.775594,0.975357,0.284916,-1.89496,1.9972,-0.2413,-0.000158337,-0.00207958
83,60.8715,1000,0.0559374,2.58333,0,0.17858,0.682414,0.0321562,-0.0121043,12.4971,5.85277e-05,0.0135249,0.484334,8431.15,1.03489,0.422561,-0.2476,0.04952,110.63,1.0199e+06,1.1655,0.756776,0.979276,0.285169,-1.91586,2,-0.225097,-0.000144419,-0.00204405
84,59.7365,999.855,0.0556923,2.54167,0.0416667,0.181288,0.673174,0.0362948,-0.0138939,12.4799,5.85277e-05,0.0154149,0.483882,9321.35,0.91989,0.398374,-0.2494,0.04988,111.949,1.03219e+06,1.12078,0.763783,0.977673,0.277695,-1.92658,1.99971,-0.224032,-0.000140119,-0.00205774
85,57.2319,998.8,0.0553939,1.83333,0.0416667,0.180198,0.684772,0.0391568,-0.0125587,12.4628,5.85277e-05,0.0148408,0.483409,7634.06,1.17853,0.431097,-0.2512,0.05024,113.561,1.04448e+06,1.04462,0.729288,0.976361,0.280002,-1.93913,1.9976,-0.224933,-0.000144962,-0.00206471
86,58.3138,999.659,0.0551733,1.66667,0.0416667,0.180655,0.679039,0.0336644,-0.0128647,12.4459,5.85277e-05,0.0174957,0.482992,8145.59,1.12538,0.383171,-0.253,0.0506,115.071,1.05677e+06,1.05982,0.763219,0.977788,0.277489,-1.95294,1.99932,-0.206902,-0.000129669,-0.00196438
87,55.0303,971.879,0.0550271,1.33333,0.0416667,0.18115,0.684575,0.0371151,-0.0129186,12.4305,5.85277e-05,0.018095,0.482568,10096.6,0.852827,0.364215,-0.2548,0.05096,116.289,1.06906e+06,1.02714,0.698191,0.950153,0.269693,-1.91476,1.94376,-0.220545,-0.000145012,-0.00197066
88,55.7761,965.8,0.0546857,1,0.0416667,0.180408,0.703093,0.0403355,-0.0134298,12.4143,5.85277e-05,0.0142374,0.482133,9045.72,0.945326,0.413106,-0.2566,0.05132,117.649,1.08134e+06,0.974648,0.782853,0.945722,0.277649,-1.90813,1.9316,-0.21348,-0.000134173,-0.00191653
89,51.0225,929.292,0.0546341,0.916667,0.0833333,0.180858,0.699323,0.0334365,-0.0126724,12.3973,5.85277e-05,0.0129013,0.481651,8511.94,0.985608,0.458011,-0.2584,0.05168,119.095,1.09363e+06,0.891668,0.691243,0.909029,0.257327,-1.85462,1.85858,-0.2,-0.000140708,-0.00196313
90,53.3891,929.538,0.0545871,0.5,0.0416667,0.177634,0.696284,0.0281128,-0.0128112,12.3785,5.85277e-05,0.0145414,0.481138,9591.49,0.913024,0.368112,-0.2602,0.05204,120.377,1.10592e+06,0.981791,0.688549,0.908467,0.254944,-1.86404,1.85908,-0.157385,-0.000117738,-0.00182837
91,57.5475,1000,0.0539857,0.208333,0,0.180364,0.698789,0.0334155,-0.0125565,12.3596,5.85277e-05,0.0122228,0.480655,8733.9,1.01201,0.394925,-0.262,0.0524,121.786,1.11821e+06,1.19368,0.650628,0.978262,0.28233,-2.00882,2,-0.2164,-0.000139941,-0.00216428
92,38.0383,685,0.0541218,0.0833333,0.0416667,0.179953,0.69893,0.0335923,-0.0119719,12.3421,5.85277e-05,0.0129739,0.480197,9094.06,0.926248,0.424964,-0.2638,0.05276,123.139,1.1305e+06,0.692263,0.501463,0.670043,0.206802,-1.39272,1.37,-0.144,-0.000136374,-0.0017968
93,30.1201,578.5,0.0544597,0.0833333,0.0833333,0.179841,0.693627,0.0376596,-0.0118944,12.3247,5.85277e-05,0.0132574,0.479718,10035,0.837383,0.387126,-0.2656,0.05312,124.365,1.14278e+06,0.528775,0.4008,0.565658,0.179319,-1.20044,1.157,-0.1235,-0.000123061,-0.00148487
94,37.0955,540.75,0.0537334,0.0833333,0.0833333,0.180313,0.696342,0.0365491,-0.0117423,12.307,5.85277e-05,0.0119189,0.479266,8908.31,1.01155,0.367836,-0.2674,0.05348,125.746,1.15507e+06,0.766246,0.492225,0.527924,0.171643,-1.12102,1.0815,-0.06225,-9.99007e-05,-0.00139702
95,43.147,753.333,0.0539749,0.0833333,0.0416667,0.179447,0.688253,0.0402769,-0.0120718,12.2912,5.85277e-05,0.0105578,0.478884,9652.76,0.892104,0.3809,-0.2692,0.05384,127.02,1.16736e+06,0.974265,0.461052,0.738329,0.235325,-1.58269,1.50667,-0.173333,-0.000147718,-0.00211944
96,27.0627,476,0.0538714,0.0416667,0.0833333,0.179331,0.698925,0.031786,-0.012382,12.2763,5.85277e-05,0.00515428,0.478448,9037.55,1.01667,0.342992,-0.271,0.0542,128.381,1.17965e+06,0.492029,0.384697,0.465378,0.139305,-0.998023,0.952,-0.0806667,-9.11713e-05,-0.00149301
97,36.9821,540,0.0536209,0.0416667,0.0416667,0.178475,0.691775,0.0336427,-0.0116436,12.2591,5.85277e-05,0.0102619,0.47799,9385.32,0.916393,0.392885,-0.2728,0.05456,129.692,1.19194e+06,0.941778,0.433446,0.529337,0.182842,-1.16125,1.08,-0.1555,-0.000152451,-0.0013921
98,42.3014,664,0.0536724,0.0416667,0.0416667,0.177006,0.690638,0.0264567,-0.0134196,12.2414,5.85277e-05,0.0100858,0.477499,9405.91,0.901154,0.405258,-0.2746,0.05492,131,1.20422e+06,0.980088,0.495701,0.651277,0.218462,-1.40596,1.328,-0.1505,-0.000151227,-0.00184485
99,74.6807,1000,0.0539165,0.0416667,0,0.177531,0.679241,0.0259081,-0.0125895,12.2213,5.85277e-05,0.00881994,0.476906,9600.13,0.94679,0.333192,-0.2764,0.05528,132.282,1.21651e+06,1.75442,0.927507,0.981084,0.327827,-2.06576,2,-0.189,-0.000132619,-0.0019127
100,nan,nan,0.0533421,0,0,0.1774,0.685861,0.0227622,-0.0128586,12.1985,5.85277e-05,0.0129839,0.476326,9235.77,0.951543,0.378937,-0.2782,0.05564,133.614,1.2288e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,nan,nan,0.053031,0,0,0.178041,0.689831,0.0235856,-0.011946,12.1769,5.85277e-05,0.0118489,0.475744,10505.4,0.820527,0.34916,-0.28,0.056,137.597,1.24109e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,nan,nan,0.0533485,0,0,0.177388,0.678265,0.0222899,-0.0118778,12.1547,5.85277e-05,0.0140634,0.475165,9411.73,0.928763,0.376841,-0.2818,0.05636,138.904,1.25338e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,nan,nan,0.0531004,0,0,0.177722,0.67804,0.022822,-0.0120945,12.1329,5.85277e-05,0.0134637,0.474593,9777.45,0.886862,0.369908,-0.2836,0.05672,140.162,1.26566e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,nan,nan,0.0531142,0,0,0.175986,0.684182,0.0215475,-0.0115939,12.1109,5.85277e-05,0.0164346,0.474013,9122.54,0.93821,0.408784,-0.2854,0.05708,141.51,1.27795e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,nan,nan,0.0527495,0,0,0.176745,0.680228,0.022122,-0.0123762,12.089,5.85277e-05,0.0116048,0.473441,9074.85,0.94846,0.405612,-0.2872,0.05744,142.866,1.29024e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
106,nan,nan,0.0530511,0,0,0.176507,0.682271,0.0196366,-0.0119683,12.0669,5.85277e-05,0.0118975,0.472856,9507.06,0.930823,0.36169,-0.289,0.0578,144.16,1.30253e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
107,nan,nan,0.0533803,0,0,0.176348,0.683042,0.0203685,-0.0120998,12.0447,5.85277e-05,0.0113677,0.472282,9392.47,0.926207,0.382076,-0.2908,0.05816,145.47,1.31482e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
108,nan,nan,0.052971,0,0,0.176913,0.683596,0.0196273,-0.0121056,12.023,5.85277e-05,0.0134595,0.471709,9753.91,0.893069,0.366733,-0.2926,0.05852,146.731,1.3271e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
109,nan,nan,0.0522903,0,0,0.176539,0.675309,0.0200304,-0.0125087,12.0005,5.85277e-05,0.0129363,0.471104,9870,0.867978,0.377007,-0.2944,0.05888,147.977,1.33939e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
110,65.1531,1000,0.0528197,0.0416667,0,0.176301,0.676583,0.0197734,-0.0120556,11.9771,5.85277e-05,0.0157154,0.470486,9423.86,0.851557,0.452367,-0.2962,0.05924,149.282,1.35168e+06,1.22741,1.02857,0.981484,0.330103,-2.1583,2,-0.15,-7.92073e-05,-0.00153567
111,nan,nan,0.0527204,0,0,0.17669,0.674359,0.0207226,-0.0126598,11.9539,5.85277e-05,0.0166036,0.469904,9235.47,0.944854,0.385669,-0.298,0.0596,150.614,1.36397e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
112,nan,nan,0.0524486,0,0,0.175556,0.679869,0.0183626,-0.012343,11.9321,5.85277e-05,0.0144547,0.469346,9038.76,0.959211,0.400268,-0.2998,0.05996,151.975,1.37626e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
113,nan,nan,0.0522702,0,0,0.176822,0.683275,0.0198134,-0.012985,11.9107,5.85277e-05,0.0119172,0.468798,10485.2,0.849384,0.322558,-0.3016,0.06032,153.149,1.38854e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
114,nan,nan,0.0521806,0,0,0.176811,0.674702,0.0191531,-0.0115696,11.8899,5.85277e-05,0.0167795,0.468252,12926.5,0.660512,0.29009,-0.3034,0.06068,154.101,1.40083e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
115,nan,nan,0.0520973,0,0,0.176561,0.679617,0.0180294,-0.0123796,11.8685,5.85277e-05,0.0108319,0.46768,13154.2,0.63911,0.295042,-0.3052,0.06104,155.037,1.41312e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
116,63.1087,1000,0.0520244,0.0416667,0,0.176883,0.688118,0.0179006,-0.0118066,11.8469,5.85277e-05,0.0144235,0.467147,13107.5,0.648421,0.289055,-0.307,0.0614,155.975,1.42541e+06,1.42772,0.819528,0.981268,0.347484,-2.24182,2,-0.177,-0.000131105,-0.00161651
117,57.5477,1000,0.0520139,0.0416667,0,0.174842,0.666465,0.018632,-0.0129244,11.8261,5.85277e-05,0.012257,0.46658,11515.5,0.75414,0.31294,-0.3088,0.06176,157.044,1.4377e+06,1.19484,0.845524,0.979354,0.360078,-2.32162,2,-0.179,-8.7572e-05,-0.00169984
118,42.5969,1000,0.0520693,0.0416667,0,0.176525,0.671279,0.0184561,-0.0125087,11.8041,5.85277e-05,0.0114328,0.466023,11618.2,0.720989,0.336661,-0.3106,0.06212,158.103,1.44998e+06,0.806317,0.466275,0.974619,0.327412,-2.29104,2,-0.152,-0.000106041,-0.0016259
119,61.115,1000,0.0515984,0.5,0,0.177141,0.685102,0.0199113,-0.0117536,11.7826,5.85277e-05,0.0135447,0.465463,11560.6,0.717572,0.345345,-0.3124,0.06248,159.167,1.46227e+06,1.34499,0.841734,0.980983,0.352757,-2.31106,2,-0.151833,-0.000106891,-0.00171151
120,54.7936,1000,0.0516325,0.958333,0,0.178361,0.673335,0.0201968,-0.0126588,11.7612,5.85277e-05,0.00960099,0.464922,10528.2,0.779139,0.388015,-0.3142,0.06284,160.335,1.47456e+06,1.13709,0.744567,0.979717,0.354658,-2.31335,2,-0.161217,-9.78565e-05,-0.00168975
121,49.8565,1000,0.0511482,1.45833,0,0.178597,0.686011,0.0216723,-0.0117522,11.7406,5.85277e-05,0.0143264,0.4644,11348.5,0.784297,0.298491,-0.316,0.0632,161.42,1.48685e+06,0.921952,0.734984,0.979832,0.353576,-2.32597,2,-0.169629,-0.000106742,-0.00180726
122,53.8816,999.426,0.0513425,1.91667,0.0416667,0.176677,0.671643,0.0238157,-0.013175,11.7212,5.85277e-05,0.0120631,0.463936,11824.8,0.724303,0.314872,-0.3178,0.06356,162.46,1.49914e+06,1.11604,0.756268,0.979342,0.35267,-2.33783,1.99885,-0.169383,-0.000101643,-0.00177636
123,53.7911,1000,0.0507768,2,0,0.176638,0.692743,0.0230346,-0.0128434,11.7033,5.85277e-05,0.0111729,0.463465,11747.2,0.737849,0.308187,-0.3196,0.06392,163.507,1.51142e+06,1.05748,0.806471,0.981528,0.352805,-2.3434,2,-0.1635,-9.84792e-05,-0.00173232
124,53.9247,998.429,0.050454,1.66667,0.0833333,0.177894,0.686393,0.0354745,-0.0104307,11.6871,5.85277e-05,0.0104839,0.463137,9335.82,1.0037,0.312521,-0.3214,0.06428,164.825,1.52371e+06,1.09889,0.763263,0.97903,0.35109,-2.34521,1.99686,-0.145786,-9.46423e-05,-0.00179635
125,54.6915,996.958,0.050009,2.95833,0.0416667,0.178943,0.697986,0.0287823,-0.0122996,11.6748,5.85277e-05,0.0113897,0.462789,11031.8,0.796916,0.316958,-0.3232,0.06464,165.94,1.536e+06,1.18239,0.738521,0.978534,0.348734,-2.35071,1.99392,-0.154958,-9.6361e-05,-0.00175476
126,53.3262,1000,0.0498692,2,0,0.179203,0.699788,0.0259992,-0.0139223,11.659,5.85277e-05,0.0101469,0.462324,10996.5,0.812061,0.305384,-0.325,0.065,167.059,1.54829e+06,1.11541,0.729796,0.981231,0.354154,-2.36198,2,-0.150479,-9.59053e-05,-0.00172964
127,52.2381,999.744,0.04987,1.58333,0.0416667,0.179872,0.688525,0.0258162,-0.0129463,11.6407,5.85277e-05,0.0181939,0.461864,10941.7,0.79151,0.33153,-0.3268,0.06536,168.183,1.56058e+06,1.04263,0.761708,0.980961,0.351184,-2.38089,1.99949,-0.141385,-8.60697e-05,-0.00170745
128,48.1663,1000,0.0500888,1.70833,0,0.180004,0.687464,0.0212885,-0.0131479,11.6224,5.85277e-05,0.0156893,0.461373,12014.5,0.691444,0.331316,-0.3286,0.06572,169.208,1.57286e+06,0.981294,0.646478,0.98173,0.34568,-2.3856,2,-0.159439,-9.57374e-05,-0.00172966
129,50.8358,1000,0.0499461,1.29167,0,0.178377,0.679821,0.0221815,-0.0137401,11.6029,5.85277e-05,0.0166256,0.46087,11373.2,0.745421,0.335016,-0.3304,0.06608,170.289,1.58515e+06,1.02452,0.734855,0.981703,0.353565,-2.39984,2,-0.151194,-9.13506e-05,-0.00172217
130,53.9424,1000,0.0505086,0.791667,0,0.176785,0.678905,0.0207463,-0.0135978,11.5832,5.85277e-05,0.00951642,0.460359,12188.5,0.711056,0.297104,-0.3322,0.06644,171.299,1.59744e+06,1.09796,0.79936,0.981486,0.349335,-2.39328,2,-0.135947,-8.70664e-05,-0.00170669
131,52.4003,1000,0.0505827,0.833333,0,0.176271,0.666972,0.0208526,-0.0123348,11.5633,5.85277e-05,0.00951096,0.459866,11358.9,0.739338,0.342457,-0.334,0.0668,172.382,1.60973e+06,1.07765,0.760068,0.981259,0.355152,-2.41142,2,-0.1409,-9.1867e-05,-0.00170398
132,53.8303,1000,0.0498129,0.416667,0,0.177701,0.679488,0.0194285,-0.013219,11.5437,5.85277e-05,0.0158262,0.459339,12151.8,0.704979,0.306228,-0.3358,0.06716,173.394,1.62202e+06,1.02298,0.858575,0.981849,0.340787,-2.41011,2,-0.1008,-8.3932e-05,-0.00168013
133,53.9357,1000,0.0497355,0.125,0,0.177486,0.671695,0.0207035,-0.0130339,11.5232,5.85277e-05,0.0144424,0.458848,12505.9,0.657801,0.324773,-0.3376,0.06752,174.378,1.6343e+06,1.25183,0.679871,0.982495,0.33417,-2.40502,2,-0.145,-8.16978e-05,-0.00147035
134,35.9971,714.333,0.0504656,0.0833333,0.0416667,0.177095,0.665163,0.0183709,-0.014233,11.5044,5.85277e-05,0.0148037,0.458362,12516,0.690035,0.291745,-0.3394,0.06788,175.361,1.64659e+06,0.671941,0.613666,0.698092,0.266941,-1.75869,1.42867,-0.119,-0.000125663,-0.0016342
135,68.6533,1000,0.0503052,0.125,0,0.175638,0.673189,0.019536,-0.0124149,11.4851,5.85277e-05,0.0178298,0.45787,12218.2,0.712987,0.292722,-0.3412,0.06824,176.369,1.65888e+06,1.62394,0.998607,0.98125,0.357369,-2.43235,2,-0.0946667,-6.94856e-05,-0.00141215
136,40.1847,830.75,0.0498478,0.125,0.0416667,0.177538,0.674674,0.0207042,-0.0123368,11.4657,5.85277e-05,0.0131197,0.457379,12118.4,0.718844,0.295149,-0.343,0.0686,177.384,1.67117e+06,0.835609,0.571638,0.818613,0.281851,-2.0383,1.6615,-0.12,-8.73914e-05,-0.00158619
137,55.1397,1000,0.0498047,0.166667,0,0.17584,0.667504,0.0188121,-0.0121108,11.446,5.85277e-05,0.0130074,0.45686,12123.7,0.688808,0.324741,-0.3448,0.06896,178.399,1.68346e+06,0.995942,0.939732,0.980858,0.365165,-2.44235,2,-0.08075,-7.17919e-05,-0.00153647
138,65.4786,1000,0.0497064,0.0833333,0,0.176511,0.67062,0.0180337,-0.0119316,11.4247,5.85277e-05,0.0126284,0.456295,10900.8,0.778087,0.349168,-0.3466,0.06932,179.527,1.69574e+06,1.80887,0.69624,0.98233,0.375542,-2.45038,2,-0.137,-8.66463e-05,-0.00157958
139,53.3939,1000,0.0502214,0.0833333,0,0.17718,0.661411,0.0168762,-0.0116133,11.4027,5.85277e-05,0.0132899,0.455767,10143.3,0.917333,0.294102,-0.3484,0.06968,180.74,1.70803e+06,1.10936,0.786404,0.977577,0.375191,-2.43622,2,-0.141,-8.00368e-05,-0.00152771
140,43.6779,1000,0.0505077,0.0833333,0,0.175905,0.669085,0.0157911,-0.0116285,11.3821,5.85277e-05,0.011746,0.455235,12854.5,0.667684,0.288246,-0.3502,0.07004,181.698,1.72032e+06,0.746256,0.725284,0.979257,0.359244,-2.47396,2,-0.1505,-6.98725e-05,-0.00161461
141,nan,nan,0.0495921,0,0,0.177159,0.668867,0.0160413,-0.0120163,11.3605,5.85277e-05,0.0137494,0.454667,12668.4,0.675299,0.294671,-0.352,0.0704,182.669,1.73261e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
142,nan,nan,0.0490899,0,0,0.176466,0.664336,0.0163366,-0.0133555,11.3383,5.85277e-05,0.014405,0.454143,11481.3,0.747242,0.32302,-0.3538,0.07076,183.74,1.7449e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
143,nan,nan,0.0492619,0,0,0.177401,0.673603,0.0158969,-0.0123514,11.3179,5.85277e-05,0.012346,0.453616,9591.31,0.826537,0.454623,-0.3556,0.07112,185.023,1.75718e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,nan,nan,0.0495693,0,0,0.175534,0.658604,0.0155741,-0.0118125,11.2964,5.85277e-05,0.0128343,0.453066,8263.9,0.979247,0.507702,-0.3574,0.07148,186.512,1.76947e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
145,nan,nan,0.0497606,0,0,0.176221,0.661769,0.0149589,-0.0120152,11.2749,5.85277e-05,0.00870678,0.452536,8535.3,0.981351,0.458317,-0.3592,0.07184,187.953,1.78176e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
146,nan,nan,0.0491182,0,0,0.176677,0.665112,0.0164088,-0.0122956,11.253,5.85277e-05,0.0124054,0.451954,8955.51,1.06474,0.307378,-0.361,0.0722,189.328,1.79405e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
147,nan,nan,0.0494761,0,0,0.175934,0.657325,0.0161563,-0.0119651,11.2296,5.85277e-05,0.0102136,0.451375,9331.66,0.908972,0.407836,-0.3628,0.07256,190.646,1.80634e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
148,nan,nan,0.0489281,0,0,0.176355,0.658754,0.0259644,-0.00964333,11.2092,5.85277e-05,0.0130064,0.450957,10085.5,0.856556,0.361825,-0.3646,0.07292,191.865,1.81862e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
149,22.0261,635,0.049371,0,0.0416667,0.175371,0.662865,0.0188294,-0.0112473,11.193,5.85277e-05,0.0117441,0.450518,8695.74,0.954217,0.458889,-0.3664,0.07328,193.28,1.83091e+06,0.316995,0.397164,0.620977,0.242734,-1.63572,1.27,-0.109,-0.000203059,-0.0016452
150,nan,nan,0.0490838,0,0,0.176738,0.656387,0.0171003,-0.0118663,11.1743,5.85277e-05,0.0143747,0.450041,9358.34,0.937361,0.375692,-0.3682,0.07364,194.595,1.8432e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
151,26.096,706,0.0496044,0,0.0416667,0.175216,0.65383,0.0166966,-0.0123992,11.155,5.85277e-05,0.0126716,0.449552,10314.3,0.781159,0.410196,-0.37,0.074,198.478,1.85549e+06,0.542647,0.372513,0.69174,0.283773,-1.84969,1.412,-0.146,-0.000182795,-0.00199749
152,44.7426,1000,0.0483218,0.0416667,0,0.175514,0.669723,0.016832,-0.0131494,11.135,5.85277e-05,0.0103714,0.449038,8824.32,1.00615,0.386362,-0.3718,0.07436,199.872,1.86778e+06,0.662823,0.851378,0.985677,0.345609,-2.53105,2,-0.076,-3.26332e-05,-0.00127622
153,nan,nan,0.0489599,0,0,0.175795,0.654594,0.0147093,-0.0129274,11.1139,5.85277e-05,0.0167429,0.448499,8408.62,0.995611,0.465746,-0.3736,0.07472,201.334,1.88006e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
154,nan,nan,0.0485414,0,0,0.175202,0.6598,0.0142804,-0.0131304,11.0921,5.85277e-05,0.00938918,0.447955,9957.32,0.785775,0.448292,-0.3754,0.07508,202.569,1.89235e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
155,nan,nan,0.0480964,0,0,0.175597,0.663032,0.0153933,-0.0121776,11.0703,5.85277e-05,0.0127096,0.447418,8244.39,1.0153,0.475164,-0.3772,0.07544,204.061,1.90464e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan
156,26.2299,658,0.0486787,0,0.0416667,0.17501,0.657022,0.0168035,-0.0128253,11.0491,5.85277e-05,0.0170173,0.446905,7982.84,1.06252,0.47678,-0.379,0.0758,205.602,1.91693e+06,0.449739,0.488787,0.641811,0.260627,-1.72165,1.316,-0.122,-0.000230952,-0.00158917
157,28.9276,855,0.0485057,0.0416667,0.0416667,0.175816,0.660396,0.017007,-0.0114835,11.0282,5.85277e-05,0.0114902,0.446372,8962.68,1.01177,0.359244,-0.3808,0.07616,206.974,1.92922e+06,0.579531,0.375888,0.837039,0.329778,-2.25802,1.71,-0.126,-0.000113678,-0.00172181
158,50.7371,1000,0.0486144,0.0416667,0,0.174789,0.65728,0.0151385,-0.0126652,11.0066,5.85277e-05,0.00898687,0.445845,9039.44,0.902683,0.456694,-0.3826,0.07652,208.335,1.9415e+06,1.49599,0.422482,0.980315,0.396319,-2.61255,2,-0.144,-9.43952e-05,-0.00160838
159,57.1406,1000,0.048868,0.0416667,0,0.174742,0.649765,0.0147089,-0.0120893,10.9856,5.85277e-05,0.0127377,0.445324,8765.84,0.98209,0.419715,-0.3844,0.07688,209.738,1.95379e+06,1.38123,0.850719,0.983367,0.384463,-2.63315,2,-0.108,-5.07561e-05,-0.00155724
160,37.201,979.2,0.0479864,0.166667,0.0416667,0.175839,0.66067,0.0143787,-0.0126332,10.9651,5.85277e-05,0.0147961,0.444852,8522.13,0.993813,0.448081,-0.3862,0.07724,211.182,1.96608e+06,0.658935,0.621946,0.962898,0.339408,-2.57317,1.9584,-0.1066,-9.78697e-05,-0.00167215
161,48.7092,1000,0.0479725,0.458333,0,0.174034,0.667433,0.0152009,-0.01316,10.9458,5.85277e-05,0.00832709,0.444342,10687.4,0.69773,0.452034,-0.388,0.0776,212.333,1.97837e+06,1.05114,0.734051,0.982683,0.38852,-2.62493,2,-0.0942727,-7.87143e-05,-0.00165533
162,49.5444,1000,0.0482236,1.375,0,0.174309,0.65578,0.0154565,-0.0120611,10.9243,5.85277e-05,0.0120807,0.443802,10408.9,0.80656,0.373973,-0.3898,0.07796,213.515,1.99066e+06,1.06351,0.792268,0.983903,0.378242,-2.63431,2,-0.104788,-6.20553e-05,-0.00154888
