iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_slip
1178,46.9855,684.571,0.0895592,0.166667,0.125,0.146911,0.310096,0.0284225,-0.00707689,-4.00642,3.90185e-05,0.00774055,0.193805,10639.5,0.740186,0.414754,-1,0.2,193.825,1.44753e+07,0.527628,0.644576,0.683047,0.0281487,-0.8962,1.36914,-0.00628571,-2.7089e-05,-0.00075181
1179,62.1462,715,0.0891708,0.125,0.0833333,0.146302,0.323463,0.00750208,-0.00810703,-4.01063,3.90185e-05,0.0138238,0.193743,9042.7,0.959018,0.399868,-1,0.2,195.185,1.44876e+07,0.824537,0.937231,0.712863,0.138833,-0.927825,1.43,-0.0078,-3.03618e-05,-0.000496976
1180,nan,nan,0.08836,0,0,0.145976,0.331752,0.00482492,-0.00893409,-4.0178,3.90185e-05,0.0116631,0.193651,9173.54,0.976118,0.363387,-1,0.2,196.526,1.44998e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1181,91.0775,1000,0.087854,0.125,0,0.145488,0.343908,0.00427637,-0.00884427,-4.02728,3.90185e-05,0.0143377,0.193544,11972.3,0.737942,0.288423,-1,0.2,197.554,1.45121e+07,1.34597,1.34681,0.999275,0.152004,-1.28578,2,-0.004,-4.91609e-07,-0.000398122
1182,81.8133,1000,0.0873979,0.0833333,0,0.145915,0.350996,0.00371239,-0.00738945,-4.03752,3.90185e-05,0.0069442,0.193429,12574.4,0.635348,0.341872,-1,0.2,198.532,1.45244e+07,1.31176,1.02164,0.996722,0.0417146,-1.28082,2,0,0,-0.000346462
1183,65.4801,1000,0.0867908,0.0833333,0,0.146168,0.358663,0.00355554,-0.00816396,-4.04854,3.90185e-05,0.00863103,0.193308,8464.54,1.01526,0.436441,-1,0.2,199.985,1.45367e+07,1.14759,0.412557,0.998814,0.0180472,-1.2965,2,-0.006,-6.00439e-07,-0.000498142
1184,nan,nan,0.0868336,0,0,0.145779,0.359556,0.00325253,-0.00743179,-4.06038,3.90185e-05,0.00977177,0.193173,9631.7,0.926447,0.34934,-1,0.2,201.262,1.4549e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1185,95.3658,1000,0.0866415,0.208333,0,0.145682,0.367513,0.00312058,-0.00733776,-4.0727,5.85277e-05,0.00468284,0.193048,11192.2,0.780099,0.317809,-1,0.2,202.362,1.45613e+07,1.41696,1.47292,0.99974,0.175705,-1.29424,2,-0.0024,-7.55497e-07,-0.000396428
1186,83.3716,1000,0.086211,0.208333,0,0.145077,0.372672,0.00312833,-0.00669832,-4.08669,5.85277e-05,0.0100682,0.192869,12865.9,0.642188,0.312893,-1,0.2,203.318,1.45736e+07,1.41383,0.948678,0.997634,0.102458,-1.29127,2,-0.0024,-5.80581e-07,-0.000350893
1187,83.9242,1000,0.0862792,0.208333,0,0.14559,0.378513,0.00287527,-0.00688139,-4.10356,5.85277e-05,0.0159929,0.192687,8997.27,0.941101,0.424647,-1,0.2,204.685,1.45859e+07,1.17926,1.14246,0.999191,0.160459,-1.2824,2,-0.0024,-8.0735e-07,-0.000361019
1188,96.6942,1000,0.086157,0.0833333,0,0.145623,0.37786,0.00295558,-0.00867944,-4.12031,5.85277e-05,0.0198645,0.192507,9648.6,0.898794,0.374759,-1,0.2,205.96,1.45981e+07,1.45471,1.47,0.999623,0.202391,-1.29166,2,0,0,-0.000361461
1189,85.0919,1000,0.0857136,0.0833333,0,0.145109,0.383722,0.00282305,-0.00733124,-4.13762,5.85277e-05,0.00896288,0.192314,10948.7,0.829979,0.292344,-1,0.2,207.084,1.46104e+07,0.847233,1.61659,0.99981,0.0980426,-1.30462,2,-0.002,-1.76292e-07,-0.000458713
1190,87.6873,1000,0.0858743,0.125,0,0.145206,0.384993,0.00325407,-0.00621634,-4.15517,5.85277e-05,0.00993549,0.192141,12928.8,0.682258,0.268181,-1,0.2,208.036,1.46227e+07,1.11839,1.3998,0.999352,0.147804,-1.28059,2,0,0,-0.000396377
1191,117.423,1000,0.0850162,0.0416667,0,0.145876,0.393468,0.00846675,-0.00523778,-4.1698,5.85277e-05,0.0150452,0.192004,10207.5,0.784222,0.419603,-1,0.2,209.241,1.4635e+07,1.98578,1.80398,0.999896,0.342377,-1.26059,2,0,-2.4443e-06,-0.000273919
1192,53.2013,589,0.0850777,0,0.0416667,0.14575,0.395812,0.00821966,-0.00758202,-4.18212,5.85277e-05,0.0129754,0.19187,9282.83,0.946748,0.376987,-1,0.2,210.567,1.46473e+07,0.544398,0.967154,0.586224,0.141273,-0.748233,1.178,-0.008,-3.75496e-05,-0.000711931
1193,nan,nan,0.0848912,0,0,0.14608,0.398709,0.00388774,-0.00655885,-4.19562,5.85277e-05,0.01107,0.191719,9718.67,0.958429,0.305942,-1,0.2,211.832,1.46596e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1194,76.8439,1000,0.0847966,0.0416667,0,0.145464,0.401302,0.00311954,-0.00626555,-4.21063,5.85277e-05,0.00747122,0.191549,12944.9,0.668351,0.280902,-1,0.2,212.783,1.46719e+07,0.205405,1.70318,0.999779,0.217197,-1.28303,2,0,0,-0.000335254
1195,nan,nan,0.0850394,0,0,0.145292,0.402057,0.00840016,-0.00516992,-4.22539,5.85277e-05,0.00940134,0.191416,13777.2,0.616311,0.275595,-1,0.2,213.676,1.46842e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1196,52.2639,684,0.0846979,0,0.0416667,0.145161,0.407523,0.00885303,-0.00598894,-4.23653,5.85277e-05,0.0131011,0.191306,13339.7,0.649249,0.271908,-1,0.2,214.598,1.46964e+07,0.492805,0.904669,0.681272,0.0450919,-0.86556,1.368,-0.012,-3.69215e-05,-0.00104686
1197,61.018,724,0.0845815,0,0.0416667,0.145359,0.411332,0.0251505,-0.00634602,-4.24529,5.85277e-05,0.0151084,0.191239,13753.5,0.611048,0.282398,-1,0.2,215.493,1.47087e+07,0.849782,0.909952,0.721404,0.0440325,-0.917221,1.448,-0.004,-2.25352e-05,-0.00102714
1198,90.173,872,0.0845655,0.0416667,0.0416667,0.145289,0.410839,0.0201957,-0.00295018,-4.25003,5.85277e-05,0.015823,0.191199,13135.6,0.658758,0.276712,-1,0.2,216.43,1.4721e+07,1.46904,1.38224,0.869483,0.150182,-1.10213,1.744,-0.0035,-2.21539e-05,-0.00064952
1199,69.6551,881,0.084335,0.0416667,0.0416667,0.145425,0.414663,0.00724639,-0.0068856,-4.25457,5.85277e-05,0.0144517,0.191134,13802.3,0.617376,0.272913,-1,0.2,217.321,1.47333e+07,0.727225,1.2105,0.879369,0.0594969,-1.14317,1.762,-0.012,-2.01402e-05,-0.000649912
1200,70.9249,1000,0.0845584,0.0416667,0,0.145294,0.410831,0.0218308,-0.00357165,-4.2607,5.85277e-05,0.015779,0.191083,13942.1,0.608221,0.273136,-1,0.2,218.204,1.47456e+07,1.40208,0.445333,0.996428,0.0197942,-1.30106,2,-0.016,-3.10096e-06,-0.000328718
1201,69.2579,803.5,0.0842969,0,0.0833333,0.145287,0.414056,0.00794479,-0.00639744,-4.26608,3.90185e-05,0.0225146,0.191002,14753.7,0.589098,0.243779,-1,0.2,221.545,1.47579e+07,1.0505,0.992756,0.800692,0.0456667,-1.02472,1.607,-0.008,-3.63744e-05,-0.000963011
1202,46.1309,1000,0.0843154,0.0416667,0,0.145001,0.4154,0.0262229,-0.00776483,-4.27261,3.90185e-05,0.0130106,0.190958,14916.7,0.579251,0.244524,-1,0.2,222.37,1.47702e+07,0.42419,0.463847,0.695466,0.0357697,-1.3157,2,0.004,-9.71789e-05,-0.000937406
1203,72.1245,909,0.084284,0.0416667,0.0833333,0.145737,0.415412,0.00865138,-0.00825621,-4.2769,3.90185e-05,0.0114318,0.190902,14883.5,0.580223,0.245388,-1,0.2,223.197,1.47825e+07,0.748381,1.18878,0.90691,0.105334,-1.15248,1.818,-0.008,-2.75859e-05,-0.000666722
1204,109.039,1000,0.0843127,0.0833333,0,0.144525,0.414375,0.00525958,-0.00674113,-4.28357,3.90185e-05,0.00820582,0.190818,14772.4,0.585433,0.246386,-1,0.2,224.03,1.47948e+07,1.62995,1.79708,0.999923,0.298529,-1.27327,2,0,0,-0.000277989
1205,76.7366,1000,0.0842982,0.166667,0,0.144709,0.416123,0.0040771,-0.00630971,-4.29237,3.90185e-05,0.013898,0.190714,14724.1,0.586661,0.24789,-1,0.2,224.866,1.4807e+07,1.01131,0.974989,0.998343,0.114384,-1.26079,2,-0.001,-2.19727e-07,-0.000401886
1206,96.4614,1000,0.0843134,0.0833333,0,0.144725,0.4141,0.00413707,-0.00891848,-4.30279,3.90185e-05,0.0112622,0.190602,14207.4,0.613519,0.251381,-1,0.2,225.732,1.48193e+07,1.27924,1.60718,0.998977,0.194048,-1.25607,2,0,0,-0.000304817
1207,51.4374,1000,0.0843651,0.0416667,0,0.144678,0.415973,0.00412466,-0.0075745,-4.31333,3.90185e-05,0.00991208,0.190488,14745.1,0.589995,0.243368,-1,0.2,226.566,1.48316e+07,0.476037,0.324898,0.994199,0.0168776,-1.23981,2,0,0,-0.000333412
1208,52.1702,1000,0.0844211,0.0416667,0,0.14392,0.411769,0.00418969,-0.00715597,-4.32389,3.90185e-05,0.00893155,0.190382,14824.9,0.585905,0.242969,-1,0.2,227.396,1.48439e+07,0.574265,0.271455,0.995979,0.019404,-1.25227,2,0,0,-0.000321116
1209,87.798,1000,0.0918779,17.5833,0,0.153468,0.312847,0.00950514,-0.010016,-4.33376,3.90185e-05,0.0113595,0.190278,13017.4,0.698923,0.245044,-1,0.2,228.342,1.48562e+07,1.26604,1.24596,0.9988,0.137026,-1.25428,2,-0.00327725,-6.50596e-07,-0.000368736
1210,11.4164,143,0.0962009,0,0.0416667,0.151918,0.256626,0.0102728,-0.00963027,-4.34279,3.90185e-05,0.0125206,0.19019,14052.9,0.621983,0.25243,-1,0.2,229.217,1.48685e+07,0.155552,0.170274,0.140445,0.0232783,-0.195959,0.286,-0.008,-7.11193e-05,-0.000700411
1211,nan,nan,0.0949792,0,0,0.150496,0.259897,0.00532549,-0.010721,-4.35224,3.90185e-05,0.0105098,0.190068,13511.4,0.643169,0.266286,-1,0.2,230.128,1.48808e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1212,118.213,1000,0.0941992,0.0833333,0,0.150063,0.257919,0.00495854,-0.0116783,-4.36488,3.90185e-05,0.011473,0.189936,12378.1,0.720364,0.272358,-1,0.2,231.122,1.48931e+07,1.98675,1.80592,0.999916,0.352948,-1.23459,2,0,-1.10785e-07,-0.000288775
1213,77.4705,1000,0.0936468,0.0416667,0,0.149604,0.259459,0.00749206,-0.0110034,-4.37645,3.90185e-05,0.00954167,0.189824,13546.8,0.638282,0.268794,-1,0.2,232.03,1.49053e+07,1.78577,0.361239,0.999828,0.0203947,-1.26911,2,-0.024,-3.61415e-06,-0.000589464
1214,51.9111,601,0.0931426,0.0416667,0.0416667,0.149718,0.258309,0.0123309,-0.00543971,-4.38563,3.90185e-05,0.0144248,0.189747,13338.7,0.650939,0.270289,-1,0.2,232.953,1.49176e+07,0.702484,0.834179,0.583613,0.0396672,-0.756661,1.202,-0.009,-5.02143e-05,-0.000678832
1215,84.7112,1000,0.0925504,0.125,0,0.149667,0.264447,0.0147746,-0.00749088,-4.39208,3.90185e-05,0.00875129,0.189689,13304.8,0.652671,0.270905,-1,0.2,233.877,1.49299e+07,1.32046,1.05983,0.998072,0.103369,-1.24451,2,-0.00133333,-6.57921e-07,-0.000332076
1216,47.1977,668.6,0.0918152,0.125,0.0833333,0.150507,0.277735,0.0358939,-0.00830561,-4.39646,3.90185e-05,0.011105,0.189656,12985.5,0.674001,0.272286,-1,0.2,234.825,1.49422e+07,0.649078,0.51697,0.666156,0.0244661,-0.827831,1.3372,-0.0056,-3.1508e-05,-0.000522325
1217,36.8531,425.714,0.0912886,0.0833333,0.208333,0.149951,0.287285,0.0128387,-0.00784844,-4.39954,3.90185e-05,0.00774267,0.189616,13364.1,0.64483,0.27465,-1,0.2,235.746,1.49545e+07,0.484889,0.556645,0.424105,0.0692889,-0.536956,0.851429,-0.006,-6.32493e-05,-0.000682478
1218,99.8425,1000,0.090871,0.291667,0,0.148966,0.287757,0.00777287,-0.00679422,-4.40465,3.90185e-05,0.0119216,0.189549,10056.6,0.832858,0.389027,-1,0.2,236.969,1.49668e+07,1.61288,1.43295,0.99906,0.188031,-1.23761,2,-0.00285714,-6.19497e-07,-0.000332431
1219,80.2387,1000,0.0903547,0.375,0,0.149524,0.293639,0.0122437,-0.0090088,-4.41118,3.90185e-05,0.00824366,0.189485,8869.34,1.04729,0.338157,-1,0.2,238.356,1.49791e+07,1.086,1.07895,0.998587,0.100962,-1.24773,2,-0.00444444,-9.49611e-07,-0.000401005
1220,67.6954,1000,0.0901344,0.0833333,0,0.150061,0.301764,0.00680966,-0.00864292,-4.41798,3.90185e-05,0.00936119,0.1894,8846.51,0.984523,0.4045,-1,0.2,239.746,1.49914e+07,1.25764,0.383325,0.999779,0.0181421,-1.25751,2,-0.016,-2.15391e-06,-0.000606369
1221,77.4606,1000,0.0896537,0.208333,0,0.149921,0.308788,0.00480059,-0.00765188,-4.42662,3.90185e-05,0.0086459,0.189306,8301.58,1.12824,0.351963,-1,0.2,241.228,1.50036e+07,1.07505,1.00161,0.997772,0.0456507,-1.24127,2,-0.0054,-1.48838e-06,-0.000377384
1222,76.003,1000,0.0887253,0.0416667,0,0.149683,0.326811,0.0043206,-0.00915814,-4.43592,3.90185e-05,0.00681169,0.189203,7770.95,1.05175,0.529528,-1,0.2,242.811,1.50159e+07,0.395819,1.59524,0.999757,0.0648842,-1.2281,2,-0.027,-7.29677e-06,-0.000443575
1223,107.431,1000,0.0877892,0.125,0,0.149789,0.341242,0.0143787,-0.00587235,-4.44493,3.90185e-05,0.0121915,0.189122,8293.74,1.04709,0.434513,-1,0.2,244.295,1.50282e+07,1.55457,1.77427,0.999883,0.275053,-1.22789,2,-0.004,-1.20528e-06,-0.000332031
1224,50.0989,586.667,0.0876902,0.0416667,0.0833333,0.150542,0.351211,0.0159043,-0.00622545,-4.45146,3.90185e-05,0.0142868,0.189065,8863.88,0.964861,0.42144,-1,0.2,245.683,1.50405e+07,0.50318,0.863364,0.584655,0.129385,-0.739235,1.17333,-0.009,-3.46923e-05,-0.000701014
1225,75.6871,796.333,0.086888,0.0833333,0.0416667,0.150571,0.36636,0.00913008,-0.00802254,-4.4569,3.90185e-05,0.0118286,0.189005,8503.77,0.997874,0.447133,-1,0.2,247.129,1.50528e+07,0.992231,1.24399,0.794301,0.145409,-0.976003,1.59267,-0.00766667,-1.23193e-05,-0.000560531
1226,68.9936,800.667,0.0865216,0.0833333,0.0416667,0.149321,0.372515,0.0062281,-0.00668553,-4.46343,3.90185e-05,0.00977807,0.188925,8770.86,1.02633,0.374674,-1,0.2,248.532,1.50651e+07,1.01121,0.900581,0.799743,0.129432,-0.982664,1.60133,-0.00933333,-1.253e-05,-0.00060779
1227,87.8223,888.6,0.0860334,0.166667,0.0416667,0.150413,0.380233,0.00473824,-0.00759128,-4.47192,3.90185e-05,0.0150313,0.188823,10273.3,0.759028,0.437085,-1,0.2,249.729,1.50774e+07,1.52249,1.15105,0.887239,0.145784,-1.08736,1.7772,-0.0048,-5.48038e-06,-0.00048001
1228,86.466,1000,0.0857989,0.208333,0,0.149941,0.384961,0.00413836,-0.0080269,-4.48244,3.90185e-05,0.0108077,0.188709,7413.4,1.17146,0.486083,-1,0.2,251.388,1.50897e+07,1.26179,1.16924,0.998472,0.12061,-1.21925,2,-0.0072,-1.40534e-06,-0.000353757
1229,78.045,1000,0.0855095,0.208333,0,0.149979,0.390232,0.00559467,-0.00815366,-4.49287,3.90185e-05,0.0130604,0.188605,8488.59,1.07668,0.370909,-1,0.2,252.838,1.5102e+07,1.05773,1.03448,0.998553,0.0505259,-1.2308,2,-0.0078,-2.45875e-06,-0.000431931
1230,70.6568,653.5,0.0852319,0.0416667,0.0416667,0.150408,0.397156,0.0142149,-0.00633947,-4.5013,3.90185e-05,0.0120572,0.188537,9238.06,0.991839,0.33831,-1,0.2,254.169,1.51142e+07,1.05709,1.12638,0.652114,0.192859,-0.800044,1.307,-0.002,-2.63978e-05,-0.000527485
1231,65.0427,882.5,0.0852233,0.125,0.0416667,0.149642,0.396986,0.00581125,-0.00905648,-4.50817,3.90185e-05,0.0136522,0.188453,8573.15,0.939215,0.494098,-1,0.2,255.605,1.51265e+07,0.824446,0.831405,0.880477,0.0479188,-1.09154,1.765,-0.005,-1.95353e-05,-0.000557977
1232,100.775,1000,0.08518,0.0833333,0,0.149443,0.399509,0.023242,-0.00565488,-4.51536,3.90185e-05,0.0136093,0.188398,9122.22,0.971697,0.375343,-1,0.2,256.953,1.51388e+07,1.73425,1.34808,0.99978,0.194878,-1.22786,2,-0.01,-2.27415e-06,-0.000398349
1233,63.1747,787.25,0.0848072,0.0833333,0.0833333,0.149282,0.406779,0.0169756,-0.00629723,-4.5195,3.90185e-05,0.0154245,0.188362,9040.89,1.00043,0.358729,-1,0.2,258.313,1.51511e+07,0.555025,1.11645,0.785302,0.088047,-0.955118,1.5745,-0.00475,-5.85607e-05,-0.000662757
1234,49.6106,600,0.0849411,0,0.0416667,0.148228,0.407159,0.004935,-0.008366,-4.52398,3.90185e-05,0.00754242,0.188297,9339.46,0.895937,0.419771,-1,0.2,259.63,1.51634e+07,0.390562,0.971958,0.597506,0.08119,-0.755822,1.2,-0.004,-4.14158e-05,-0.000822665
1235,nan,nan,0.0846276,0,0,0.148501,0.412087,0.00526214,-0.00761036,-4.53166,3.90185e-05,0.0158002,0.188203,8671.58,1.01145,0.405589,-1,0.2,261.049,1.51757e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1236,119.494,1000,0.0844005,0.0416667,0,0.148713,0.410114,0.015296,-0.00780436,-4.53965,3.90185e-05,0.0108201,0.18814,7777.78,1.19785,0.382031,-1,0.2,262.63,1.5188e+07,1.9878,1.81136,0.999904,0.348441,-1.17252,2,0,0,-0.000281318
1237,60.9415,693,0.0841512,0.0416667,0.125,0.148379,0.418817,0.0101712,-0.00766367,-4.54484,2.60123e-05,0.0207352,0.188085,8441.88,0.999438,0.456162,-1,0.2,264.087,1.52003e+07,0.660846,1.03949,0.690531,0.109109,-0.830138,1.386,-0.00775,-5.18231e-05,-0.000957861
1238,nan,nan,0.0843383,0,0,0.14821,0.41878,0.0294467,-0.00763517,-4.54918,2.60123e-05,0.0128884,0.188057,8147.63,1.07478,0.433391,-1,0.2,265.597,1.52125e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1239,69.1581,862.75,0.0842078,0.0833333,0.0833333,0.149099,0.420763,0.00760419,-0.00841938,-4.55218,2.60123e-05,0.0114723,0.188016,9085.61,1.019,0.333469,-1,0.2,266.951,1.52248e+07,1.18452,0.69361,0.860536,0.0648855,-1.05694,1.7255,-0.0135,-3.35764e-05,-0.000666743
1240,60.4415,1000,0.0842589,0.0833333,0,0.147928,0.417742,0.00527805,-0.00789098,-4.55706,2.60123e-05,0.00928816,0.187957,9596.85,0.914106,0.366315,-1,0.2,268.233,1.52371e+07,0.932621,0.292893,0.998261,0.0164755,-1.2117,2,-0.006,-6.9103e-07,-0.000471972
1241,82.1832,992.667,0.0841881,0.0833333,0.0416667,0.147894,0.420287,0.00789506,-0.00676623,-4.56261,2.60123e-05,0.00933995,0.187903,8471.07,1.05697,0.393612,-1,0.2,269.685,1.52494e+07,1.02633,1.22661,0.991108,0.112808,-1.22456,1.98533,-0.008,-9.45971e-06,-0.000451043
1242,103.571,1000,0.0841103,0.0416667,0,0.148256,0.423864,0.0194231,-0.00647027,-4.56737,2.60123e-05,0.0111991,0.187858,9297.1,0.978004,0.343698,-1,0.2,271.008,1.52617e+07,1.37351,1.79234,0.999804,0.210371,-1.1972,2,0,0,-0.000276207
1243,69.2846,896,0.0839133,0,0.0416667,0.148064,0.424677,0.0155457,-0.00580872,-4.57134,2.60123e-05,0.00631682,0.187823,10096.8,0.815042,0.401975,-1,0.2,272.227,1.5274e+07,0.338232,1.44089,0.893221,0.107662,-1.09165,1.792,-0.015,-7.8042e-05,-0.00105025
1244,53.9145,923.5,0.0841377,0.0416667,0.0416667,0.147047,0.425823,0.0262918,-0.00592881,-4.57385,2.60123e-05,0.0100964,0.187808,8957.13,0.976172,0.395696,-1,0.2,273.6,1.52863e+07,0.436989,0.56554,0.918888,0.0252393,-1.08949,1.847,-0.008,-1.08146e-05,-0.000431814
1245,80.9901,901.8,0.0838117,0.166667,0.25,0.147807,0.43223,0.0228586,-0.00594151,-4.57494,2.60123e-05,0.0145847,0.187795,8042.29,1.0552,0.47272,-1,0.2,275.129,1.52986e+07,0.999726,1.29523,0.899554,0.137749,-1.08101,1.8036,-0.0048,-1.3652e-05,-0.000528469
1246,70.1838,894.75,0.08372,0,0.166667,0.148125,0.430137,0.0257928,-0.00646377,-4.57644,2.60123e-05,0.0131228,0.187777,6820.32,1.05435,0.747326,-1,0.2,276.933,1.53108e+07,0.851346,1.01708,0.890673,0.0491422,-1.081,1.7895,-0.007,-2.00354e-05,-0.000524643
1247,82.582,960.167,0.0836659,0.125,0.125,0.147353,0.433511,0.0179061,-0.0070378,-4.57872,2.60123e-05,0.00686374,0.187745,6425.67,1.33248,0.57985,-1,0.2,278.867,1.53231e+07,0.901444,1.39045,0.958349,0.131279,-1.16777,1.92033,-0.0045,-7.62177e-06,-0.000484114
1248,82.3222,958,0.0839896,0.0416667,0.0833333,0.146505,0.42817,0.0135916,-0.00749135,-4.5821,2.60123e-05,0.00949257,0.187709,6317.94,1.31123,0.633711,-1,0.2,280.814,1.53354e+07,1.26042,1.00898,0.954581,0.133261,-1.15267,1.916,-0.004,-1.48779e-05,-0.000444276
1249,85.7149,979,0.0840656,0.0416667,0.0416667,0.146393,0.426819,0.00942784,-0.00799587,-4.58592,2.60123e-05,0.00910123,0.187662,6962.84,1.17904,0.585762,-1,0.2,282.582,1.53477e+07,1.33683,1.14402,0.975532,0.0465289,-1.17074,1.958,-0.004,-1.05213e-05,-0.000412715
1250,87.5632,999.94,0.0840685,16.0417,0.0416667,0.146067,0.429682,0.0125632,-0.00848744,-4.59084,2.60123e-05,0.0087804,0.187609,5943.52,1.41509,0.652369,-1,0.2,284.651,1.536e+07,1.2512,1.21697,0.998104,0.125256,-1.20753,1.99988,-0.00532383,-1.45813e-06,-0.000397039
1251,68.9682,1000,0.0981044,0.0416667,0,0.147374,0.250861,0.00767516,-0.0100829,-4.59668,2.60123e-05,0.00832854,0.187538,5668.11,1.51957,0.648346,-1,0.2,286.822,1.53723e+07,0.818505,0.785334,0.996359,0.0328183,-1.18024,2,-0.004,-7.70484e-07,-0.000363664
1252,86.5199,1000,0.0973927,0.0416667,0,0.144014,0.251718,0.00501725,-0.0084505,-4.60502,2.60123e-05,0.0090778,0.18743,6769.61,1.1923,0.622871,-1,0.2,288.64,1.53846e+07,1.84282,0.698435,0.999728,0.0259669,-1.22445,2,-0.016,-2.30746e-06,-0.000498443
1253,nan,nan,0.0963131,0,0,0.143922,0.255448,0.00475581,-0.0101222,-4.61627,2.60123e-05,0.01068,0.187311,6286.49,1.32536,0.629307,-1,0.2,290.597,1.53969e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan
1254,109.624,1000,0.0954524,0.0833333,0,0.14403,0.257559,0.00539263,-0.0085869,-4.62723,2.60123e-05,0.00754414,0.187202,6484.16,1.35029,0.544787,-1,0.2,292.494,1.54092e+07,1.84331,1.62911,0.999818,0.204884,-1.19153,2,-0.004,-1.58201e-06,-0.000368731
1255,95.2572,1000,0.095089,0.0416667,0,0.144029,0.257558,0.0112697,-0.00743559,-4.63637,2.60123e-05,0.0142962,0.187129,6192.86,1.31162,0.672596,-1,0.2,294.48,1.54214e+07,1.0584,1.75602,0.999795,0.161436,-1.21242,2,0,0,-0.00037556
1256,59.0008,784.75,0.0943976,0.125,0.0416667,0.144206,0.261082,0.0178388,-0.00636707,-4.64184,2.60123e-05,0.0124848,0.187085,6359.17,1.39777,0.534555,-1,0.2,296.414,1.54337e+07,0.660909,0.849927,0.78267,0.0419612,-0.943591,1.5695,-0.01075,-1.78785e-05,-0.00056673
1257,77.9283,832.4,0.0940924,0.166667,0.0416667,0.144705,0.269559,0.00779763,-0.0084711,-4.64637,2.60123e-05,0.0093205,0.187029,8255.87,1.04426,0.444135,-1,0.2,297.904,1.5446e+07,1.14013,1.11101,0.831865,0.155895,-1.00142,1.6648,-0.0054,-1.1832e-05,-0.000457047
1258,85.7611,1000,0.0934748,0.25,0,0.143845,0.274453,0.00615932,-0.0079739,-4.65257,2.60123e-05,0.00805179,0.186959,7259.95,1.22319,0.469381,-1,0.2,299.598,1.54583e+07,1.34316,1.03135,0.998776,0.126624,-1.20831,2,-0.00316667,-1.53431e-06,-0.000376536
1259,65.534,842,0.0930054,0.166667,0.0416667,0.145241,0.281831,0.0117595,-0.00723265,-4.65886,2.60123e-05,0.00792734,0.186902,7201.05,1.15444,0.551975,-1,0.2,301.307,1.54706e+07,1.09055,0.664454,0.840465,0.0291907,-1.02604,1.684,-0.0054,-1.30008e-05,-0.000502671
1260,93.9194,1000,0.092482,0.333333,0,0.144815,0.288269,0.00524619,-0.0070235,-4.66459,2.60123e-05,0.00792738,0.186835,6399.15,1.49475,0.425502,-1,0.2,303.229,1.54829e+07,1.44056,1.27865,0.999396,0.186167,-1.20439,2,-0.004,-1.12458e-06,-0.000416762
1261,82.9749,1000,0.0918548,0.208333,0,0.145238,0.300515,0.00505079,-0.00714323,-4.67209,2.60123e-05,0.0123099,0.186747,9294.88,0.953899,0.368119,-1,0.2,304.553,1.54952e+07,0.860281,1.40737,0.999675,0.0927275,-1.20368,2,-0.0072,-7.56247e-07,-0.000426711
1262,91.6117,1000,0.091308,0.166667,0,0.14503,0.30993,0.00515202,-0.00658864,-4.68077,2.60123e-05,0.00783615,0.186658,10482.4,0.798953,0.373303,-1,0.2,305.727,1.55075e+07,1.29123,1.35438,0.999308,0.130019,-1.19196,2,-0.002,-2.57504e-07,-0.000389305
1263,95.0517,1000,0.0905736,0.125,0,0.145065,0.32612,0.00405474,-0.00707546,-4.68933,2.60123e-05,0.0063812,0.186568,10307.1,0.809493,0.382699,-1,0.2,306.92,1.55197e+07,1.26312,1.52608,0.999419,0.155043,-1.19071,2,0,0,-0.000366992
1264,79.1266,1000,0.0901412,0.125,0,0.144071,0.336771,0.0157584,-0.00692659,-4.6967,2.60123e-05,0.0111891,0.186511,9742.29,0.90114,0.360165,-1,0.2,308.183,1.5532e+07,0.65788,1.43762,0.999373,0.0636145,-1.1924,2,-0.00933333,-1.19407e-06,-0.000419635
1265,74.2553,838.5,0.0898251,0.125,0.0416667,0.144155,0.348503,0.00535518,-0.00759008,-4.70211,2.60123e-05,0.010931,0.18645,10439,0.810414,0.366706,-1,0.2,309.362,1.55443e+07,0.907448,1.1312,0.83686,0.158516,-0.995996,1.677,-0.00175,-7.03696e-05,-0.000441888
