iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/joint_vel,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence,Episode_Reward/termination
1093,-22.7704,711.467,-0.0288212,0.333333,0.291667,0.145898,1.1547,0.218053,-0.00941824,2.32349,5.92593e-05,0.00688075,0.293706,15810,0.514252,0.26298,-0.1,0.15,78.5416,1.34308e+07,0.302143,0.0266792,0.450292,0.0212569,-0.17123,0.711467,-0.145787,nan,nan,nan,nan,-0.0220767,-0.0801947,-0.0394333,nan,-0.242312,-0.00146667,-0.174869,-0.583771,nan,-0.728093,-0.655,1.07217,0.392,-1.34267,-0.0334667,0.339167,-0.5
1094,-19.8889,538.625,-0.0277316,0.0833333,0.25,0.144589,1.19097,0.226718,-0.0101437,2.31887,5.92593e-05,0.0124041,0.293595,16113,0.50634,0.256272,-0.1,0.15,79.3056,1.34431e+07,0.205831,0.0224482,0.333591,0.017587,-0.12833,0.538625,-0.102125,nan,nan,nan,nan,-0.0183681,-0.0627059,-0.0292362,nan,-0.1842,0,-0.130143,-0.460557,nan,-0.553816,-0.49425,0.797266,0.2945,-1.015,-0.024,0.373437,-0.5
1095,-25.2258,1000,-0.022609,0.458333,0,0.145067,1.17469,0.171421,-0.00728096,2.31395,5.92593e-05,0.011484,0.293466,15734,0.515752,0.26523,-0.1,0.15,80.088,1.34554e+07,0.376565,0.0364538,0.63438,0.033106,-0.241061,1,-0.214509,nan,nan,nan,nan,-0.0321396,-0.12209,-0.0602288,nan,-0.341258,-9.09091e-05,-0.243024,-0.811112,nan,-1.03391,-0.957,1.49772,0.591636,-1.88473,-0.0581818,0.568182,nan
1096,-23.6558,790.3,-0.0243991,0.291667,0.125,0.147427,1.19215,0.172075,-0.00978265,2.30857,5.92593e-05,0.0132481,0.293339,15685.1,0.51466,0.268757,-0.1,0.15,80.8727,1.34676e+07,0.318874,0.0294063,0.500594,0.0201773,-0.191018,0.7903,-0.1469,nan,nan,nan,nan,-0.0218969,-0.0832504,-0.0398487,nan,-0.269853,-0.0002,-0.191555,-0.642657,nan,-0.811015,-0.7233,1.18805,0.3952,-1.506,-0.0354,0.3875,-0.5
1097,-24.199,867.235,-0.0248151,0.458333,0.25,0.143202,1.14321,0.206699,-0.0104049,2.30341,5.92593e-05,0.0129026,0.293215,16885.9,0.487867,0.239843,-0.1,0.15,81.6017,1.34799e+07,0.381894,0.0307075,0.55963,0.026768,-0.209289,0.867235,-0.184376,nan,nan,nan,nan,-0.0271149,-0.10107,-0.050547,nan,-0.295957,-0.000235294,-0.211407,-0.698458,nan,-0.893272,-0.784588,1.30987,0.479294,-1.648,-0.0470588,0.4625,-0.5
1098,-23.0174,933.417,-0.0252504,0.416667,0.0833333,0.143768,1.19346,0.151598,-0.00875184,2.29823,5.92593e-05,0.00509441,0.293085,17351.4,0.467846,0.240339,-0.1,0.15,82.3113,1.34922e+07,0.428142,0.0380974,0.590485,0.0247551,-0.225428,0.933417,-0.168117,nan,nan,nan,nan,-0.0250548,-0.0917455,-0.0462008,nan,-0.318772,-0.000333333,-0.228913,-0.744286,nan,-0.956464,-0.86075,1.41017,0.486667,-1.753,-0.0383333,0.478125,-0.5
1099,-21.9161,789,-0.0222677,0.166667,0.0833333,0.146135,1.15671,0.190877,-0.0103052,2.29315,5.92593e-05,0.00786326,0.292988,17511.3,0.46246,0.239259,-0.1,0.15,83.0144,1.35045e+07,0.333838,0.0322632,0.498909,0.0235347,-0.186805,0.789,-0.1568,nan,nan,nan,nan,-0.021784,-0.0778725,-0.0409907,nan,-0.26777,-0.000333333,-0.193126,-0.66801,nan,-0.796611,-0.733,1.20092,0.415333,-1.50067,-0.0333333,0.454167,-0.5
1100,-22.3126,767.417,-0.0252492,0.291667,0.208333,0.147703,1.14655,0.223887,-0.00969221,2.29001,5.92593e-05,0.0150075,0.29294,17393.3,0.464472,0.242006,-0.1,0.15,83.7221,1.35168e+07,0.322912,0.024987,0.485069,0.0214832,-0.183672,0.767417,-0.1458,nan,nan,nan,nan,-0.0214523,-0.0797268,-0.0398822,nan,-0.261232,-0.000333333,-0.187912,-0.627665,nan,-0.777835,-0.7195,1.16368,0.393333,-1.44033,-0.0341667,0.433333,-0.5
1101,-22.0017,825.909,-0.0297346,0.333333,0.125,0.147936,1.14102,0.201256,-0.00828019,2.28753,5.92593e-05,0.00653589,0.292846,17292.5,0.466956,0.243641,-0.2,0.15,86.131,1.35291e+07,0.303004,0.0285905,0.524937,0.0248253,-0.203495,0.825909,-0.172545,nan,nan,nan,nan,-0.0272115,-0.101507,-0.0498341,nan,-0.283288,-0.000181818,-0.199499,-0.689646,nan,-0.860752,-0.770727,1.21693,0.481091,-1.55709,-0.0452727,0.592045,-0.5
1102,-21.8418,922.167,-0.0266539,0.458333,0.0416667,0.147212,1.1603,0.158592,-0.00879403,2.28292,8.88889e-05,0.0042481,0.292722,17559.7,0.461724,0.238062,-0.2,0.15,86.8321,1.35414e+07,0.371941,0.036254,0.586219,0.0275935,-0.230949,0.922167,-0.1777,nan,nan,nan,nan,-0.0272237,-0.0978096,-0.0502253,nan,-0.314007,0,-0.22689,-0.752145,nan,-0.942293,-0.853,1.39556,0.502333,-1.763,-0.0468333,0.589583,-0.5
1103,-22.8699,770,-0.0295627,0.25,0.208333,0.142168,1.16368,0.26487,-0.0089852,2.27666,8.88889e-05,0.0150518,0.29257,17509.8,0.465466,0.236314,-0.2,0.15,87.5352,1.35537e+07,0.329206,0.0345149,0.492153,0.0226889,-0.197794,0.77,-0.153564,nan,nan,nan,nan,-0.0229155,-0.0852471,-0.0422524,nan,-0.261285,0,-0.18829,-0.611911,nan,-0.781382,-0.685636,1.15894,0.425091,-1.43527,-0.0378182,0.354545,-0.5
1104,-22.8683,769.333,-0.0284806,0.208333,0.166667,0.146614,1.17924,0.141076,-0.0106909,2.27121,8.88889e-05,0.0131656,0.292455,14270,0.508862,0.352244,-0.2,0.15,88.3976,1.3566e+07,0.369049,0.0320165,0.489007,0.0213907,-0.203775,0.769333,-0.135444,nan,nan,nan,nan,-0.0238792,-0.0883736,-0.0398815,nan,-0.262773,-0.000222222,-0.184597,-0.644232,nan,-0.791007,-0.733667,1.15475,0.406667,-1.45467,-0.0342222,0.433333,-0.5
1105,-22.7594,898.667,-0.0254894,0.291667,0.0833333,0.148727,1.16152,0.20159,-0.0102753,2.26605,8.88889e-05,0.0179794,0.292314,13454.9,0.576029,0.337245,-0.2,0.15,89.3122,1.35782e+07,0.45452,0.0318077,0.580932,0.0248282,-0.24004,0.898667,-0.175756,nan,nan,nan,nan,-0.0245532,-0.088218,-0.0481699,nan,-0.304817,-0.000222222,-0.222831,-0.729835,nan,-0.906717,-0.800667,1.36149,0.502222,-1.68178,-0.0368889,0.379167,-0.5
1106,-21.7364,725.857,-0.0279974,0.166667,0.125,0.144709,1.17022,0.199754,-0.0107983,2.26013,8.88889e-05,0.0124665,0.292188,14028.9,0.53384,0.342065,-0.2,0.15,90.1894,1.35905e+07,0.314297,0.0269049,0.462744,0.0232008,-0.202434,0.725857,-0.165971,nan,nan,nan,nan,-0.0227031,-0.0811843,-0.0418207,nan,-0.244344,-0.000571429,-0.180871,-0.578272,nan,-0.726506,-0.661286,1.10428,0.431429,-1.38857,-0.0488571,0.382143,-0.5
1107,-23.4957,899,-0.0279322,0.333333,0.0833333,0.146049,1.17015,0.213092,-0.00914644,2.25608,8.88889e-05,0.016452,0.292132,15350.8,0.509787,0.290692,-0.2,0.15,90.9911,1.36028e+07,0.428893,0.036569,0.584025,0.0236867,-0.255735,0.899,-0.17196,nan,nan,nan,nan,-0.0257475,-0.0983958,-0.046709,nan,-0.306969,0,-0.220491,-0.743441,nan,-0.915483,-0.8103,1.34597,0.468,-1.6856,-0.0426,0.4625,-0.5
1108,-20.8384,636.889,-0.030758,0.166667,0.208333,0.14486,1.16642,0.240233,-0.00974296,2.25417,8.88889e-05,0.0114136,0.29209,13594.7,0.560332,0.343552,-0.2,0.15,91.8966,1.36151e+07,0.230502,0.0279137,0.409724,0.0167407,-0.19176,0.636889,-0.128867,nan,nan,nan,nan,-0.0200949,-0.0713419,-0.0361068,nan,-0.216403,-0.000111111,-0.159387,-0.517424,nan,-0.645455,-0.569,0.947318,0.375111,-1.18667,-0.0282222,0.3625,-0.5
1109,-25.287,809.556,-0.0285403,0.208333,0.166667,0.146105,1.17678,0.208236,-0.0109973,2.25069,8.88889e-05,0.0182554,0.291943,13163.3,0.578194,0.355311,-0.2,0.15,92.8321,1.36274e+07,0.238069,0.0304436,0.511051,0.021942,-0.241538,0.809556,-0.164133,nan,nan,nan,nan,-0.0270959,-0.100876,-0.0451864,nan,-0.273814,-0.000666667,-0.20401,-0.654417,nan,-0.816017,-0.736667,1.21312,0.437778,-1.52622,-0.0384444,0.525,-0.5
1110,-23.6045,841.4,-0.0293024,0.25,0.166667,0.143427,1.18167,0.20622,-0.00998096,2.24432,8.88889e-05,0.0139691,0.291825,14790.5,0.539311,0.291494,-0.2,0.15,93.6641,1.36397e+07,0.349509,0.0303862,0.552337,0.0237267,-0.251416,0.8414,-0.17548,nan,nan,nan,nan,-0.023501,-0.0854193,-0.046187,nan,-0.285361,-0.0004,-0.208683,-0.672304,nan,-0.842198,-0.7809,1.26467,0.4856,-1.5644,-0.0466,0.455,-0.5
1111,-21.8209,808,-0.026191,0.333333,0.125,0.145221,1.17862,0.162856,-0.010843,2.23979,8.88889e-05,0.015949,0.291704,13873.4,0.506341,0.379386,-0.2,0.15,94.5511,1.3652e+07,0.340965,0.0317916,0.513247,0.0218145,-0.246752,0.808,-0.149982,nan,nan,nan,nan,-0.0233089,-0.0885711,-0.0421361,nan,-0.273544,0,-0.20134,-0.658119,nan,-0.820781,-0.740182,1.20513,0.413818,-1.52255,-0.0403636,0.518182,-0.5
1112,-26.9314,986.4,-0.0247114,0.166667,0.0416667,0.146418,1.16571,0.143273,-0.00999636,2.23349,8.88889e-05,0.0174665,0.291523,13757,0.567038,0.326183,-0.2,0.15,95.446,1.36643e+07,0.491521,0.0400468,0.625623,0.0212449,-0.29514,0.9864,-0.15832,nan,nan,nan,nan,-0.024629,-0.090196,-0.0429247,nan,-0.332494,-0.0004,-0.247795,-0.791291,nan,-0.985107,-0.9108,1.47449,0.4304,-1.8776,-0.0396,0.48,-0.5
1113,-26.4581,884.833,-0.0285203,0.125,0.125,0.148752,1.15729,0.1735,-0.0114434,2.22562,8.88889e-05,0.0143479,0.291355,13926.2,0.564396,0.317969,-0.2,0.15,96.3299,1.36765e+07,0.370459,0.0373118,0.568307,0.0267136,-0.281665,0.884833,-0.2143,nan,nan,nan,nan,-0.0280869,-0.10483,-0.0550058,nan,-0.29901,0,-0.223443,-0.709732,nan,-0.883791,-0.795,1.30717,0.543333,-1.64,-0.0553333,0.479167,-0.5
1114,-26.8259,1000,-0.0268445,0.208333,0,0.144451,1.16415,0.196331,-0.0107685,2.21922,8.88889e-05,0.0112929,0.291196,14373.6,0.559704,0.295194,-0.2,0.15,97.1861,1.36888e+07,0.432167,0.0429333,0.642014,0.0281208,-0.315225,1,-0.18084,nan,nan,nan,nan,-0.0267869,-0.0996973,-0.0497533,nan,-0.33834,0,-0.249322,-0.809712,nan,-1.0051,-0.9264,1.49635,0.5152,-1.8744,-0.05,0.4275,nan
1115,-24.1929,785.625,-0.0287631,0.125,0.208333,0.1453,1.15897,0.256018,-0.00873004,2.21231,8.88889e-05,0.0136404,0.291049,16690.8,0.502581,0.233635,-0.2,0.15,97.9236,1.37011e+07,0.305958,0.0335312,0.512503,0.0229501,-0.266045,0.785625,-0.168925,nan,nan,nan,nan,-0.0249565,-0.0858426,-0.0466674,nan,-0.265549,0,-0.195456,-0.630732,nan,-0.790683,-0.686625,1.19308,0.4655,-1.482,-0.04,0.467187,-0.5
1116,-23.5824,801.6,-0.0266199,0.25,0.166667,0.145525,1.17364,0.131305,-0.010935,2.20693,8.88889e-05,0.00510088,0.290922,14225.4,0.50201,0.361799,-0.2,0.15,98.7886,1.37134e+07,0.304586,0.034042,0.519255,0.0216526,-0.276365,0.8016,-0.1534,nan,nan,nan,nan,-0.0229009,-0.084436,-0.0413567,nan,-0.270171,-0.0002,-0.202559,-0.638478,nan,-0.79512,-0.7323,1.20048,0.4404,-1.4872,-0.0354,0.43875,-0.5
1117,-22.9714,885.556,-0.0258672,0.291667,0.0833333,0.142617,1.1397,0.142612,-0.0107331,2.20099,8.88889e-05,0.0121173,0.290773,13443.7,0.571401,0.342632,-0.2,0.15,99.7044,1.37257e+07,0.287532,0.0332839,0.582345,0.0247158,-0.292318,0.885556,-0.189267,nan,nan,nan,nan,-0.0263226,-0.0949056,-0.0498029,nan,-0.299133,-0.000555556,-0.223443,-0.696931,nan,-0.888166,-0.777667,1.3424,0.514222,-1.62933,-0.0424444,0.502778,-0.5
1118,-20.63,723.3,-0.0253663,0.25,0.166667,0.1403,1.15189,0.2164,-0.0101461,2.19514,8.88889e-05,0.0152314,0.29065,13664.4,0.560026,0.339244,-0.2,0.15,100.605,1.3738e+07,0.275753,0.028843,0.463591,0.0210259,-0.247394,0.7233,-0.13338,nan,nan,nan,nan,-0.02119,-0.0804266,-0.0377719,nan,-0.244176,0,-0.18038,-0.572909,nan,-0.721374,-0.6372,1.07764,0.3864,-1.378,-0.0376,0.48375,-0.5
1119,-23.5602,733.6,-0.0317207,0.291667,0.333333,0.142097,1.1536,0.240265,-0.0107575,2.18949,8.88889e-05,0.0146349,0.290489,15649.9,0.535359,0.249822,-0.2,0.15,101.392,1.37503e+07,0.281785,0.0294642,0.478635,0.0186498,-0.26132,0.7336,-0.1492,nan,nan,nan,nan,-0.0215703,-0.0755472,-0.0392254,nan,-0.246321,0,-0.185258,-0.592517,nan,-0.727388,-0.6484,1.10803,0.403467,-1.37253,-0.0332,0.3875,-0.5
1120,-22.3592,1000,-0.0238673,0.5,0,0.142571,1.13346,0.159792,-0.0101892,2.18103,8.88889e-05,0.0121444,0.290246,16566.8,0.507197,0.234526,-0.2,0.15,102.135,1.37626e+07,0.393171,0.0384533,0.647694,0.0305557,-0.346614,1,-0.21,nan,nan,nan,nan,-0.0324876,-0.125709,-0.0591447,nan,-0.337332,-0.000416667,-0.248709,-0.781126,nan,-1.00271,-0.91475,1.50449,0.605333,-1.87967,-0.0531667,0.654167,nan
1121,-26.1978,611.8,-0.0287153,0,0.208333,0.143286,1.17207,0.214737,-0.00985256,2.17189,8.88889e-05,0.0138905,0.290084,17499.1,0.456715,0.245491,-0.2,0.15,102.838,1.37748e+07,0.289661,0.0193606,0.391358,0.0160361,-0.236904,0.6118,-0.11772,nan,nan,nan,nan,-0.0188338,-0.0648678,-0.0330292,nan,-0.205581,0,-0.155988,-0.520248,nan,-0.612673,-0.5514,0.916738,0.3344,-1.156,-0.036,0.32,-0.5
1122,-24.084,854.75,-0.027303,0.166667,0.166667,0.142877,1.15757,0.183294,-0.00931531,2.16685,8.88889e-05,0.011214,0.290004,16303.2,0.459937,0.29378,-0.2,0.15,103.593,1.37871e+07,0.470774,0.0341316,0.560244,0.019043,-0.321188,0.85475,-0.1468,nan,nan,nan,nan,-0.0223596,-0.0790899,-0.0392865,nan,-0.289131,-0.000125,-0.214811,-0.681175,nan,-0.852361,-0.754875,1.28594,0.3905,-1.5615,-0.035,0.428125,-0.5
1123,-24.6884,973.2,-0.0240674,0.125,0.0833333,0.142753,1.15775,0.131952,-0.00959208,2.16243,8.88889e-05,0.00858584,0.289836,13695.8,0.557451,0.339757,-0.2,0.15,104.492,1.37994e+07,0.517162,0.0358117,0.628156,0.0236319,-0.355132,0.9732,-0.1784,nan,nan,nan,nan,-0.0256204,-0.0949309,-0.0472314,nan,-0.326287,0,-0.246633,-0.760204,nan,-0.964269,-0.873,1.46063,0.4944,-1.8016,-0.0416,0.5475,-0.5
1124,-23.4024,858.385,-0.0254012,0.375,0.166667,0.13853,1.14331,0.187801,-0.0112195,2.153,8.88889e-05,0.013866,0.28958,14190.2,0.548426,0.317526,-0.2,0.15,105.359,1.38117e+07,0.376843,0.0349381,0.558323,0.0216209,-0.324122,0.858385,-0.170769,nan,nan,nan,nan,-0.023825,-0.0907182,-0.0441537,nan,-0.289062,0,-0.215191,-0.682517,nan,-0.850693,-0.774462,1.2954,0.457538,-1.58185,-0.0421538,0.470192,-0.5
1125,-23.9384,988.598,-0.027793,7.04167,0.208333,0.141977,1.13439,0.193137,-0.00989974,2.14299,8.88889e-05,0.0112004,0.289367,14338.5,0.558996,0.297997,-0.2,0.15,106.218,1.3824e+07,0.411001,0.0387841,0.640076,0.0261959,-0.369812,0.988598,-0.196202,nan,nan,nan,nan,-0.0284145,-0.109668,-0.0527057,nan,-0.332604,-0.000321839,-0.249754,-0.788476,nan,-0.978088,-0.882931,1.49252,0.543977,-1.83182,-0.0474483,0.54454,-0.5
1126,-23.9681,894.75,-0.0250712,0.125,0.0416667,0.137735,1.12647,0.116687,-0.0105348,2.13385,8.88889e-05,0.0133861,0.289131,16698.4,0.492354,0.243523,-0.2,0.15,106.955,1.38363e+07,0.315859,0.0350817,0.563561,0.026597,-0.350485,0.89475,-0.2048,nan,nan,nan,nan,-0.0322392,-0.132301,-0.0543696,nan,-0.302032,-0.00025,-0.220878,-0.738721,nan,-0.896887,-0.828,1.35096,0.573,-1.72,-0.046,0.69375,-0.5
1127,-20.3553,922.667,-0.0233133,0.458333,0.0416667,0.138498,1.17796,0.177239,-0.0105737,2.12335,8.88889e-05,0.0163791,0.288883,16943.7,0.462772,0.262452,-0.2,0.15,107.681,1.38486e+07,0.388038,0.0337707,0.593701,0.0251802,-0.352113,0.922667,-0.192517,nan,nan,nan,nan,-0.0265286,-0.0986419,-0.0517605,nan,-0.310434,0,-0.233341,-0.731005,nan,-0.912835,-0.8365,1.38093,0.528,-1.68033,-0.0505,0.628125,-0.5
1128,-22.1907,790.533,-0.0268844,0.375,0.25,0.138745,1.15162,0.198444,-0.0111734,2.11431,8.88889e-05,0.0134482,0.288728,13328,0.546968,0.374999,-0.2,0.15,108.604,1.38609e+07,0.369714,0.0359611,0.508664,0.0223053,-0.314557,0.790533,-0.170053,nan,nan,nan,nan,-0.0253669,-0.0919676,-0.0441389,nan,-0.265013,0,-0.201562,-0.611347,nan,-0.780459,-0.7138,1.19665,0.470667,-1.472,-0.0396,0.425833,-0.5
1129,-20.8048,867.6,-0.0243893,0.5,0.125,0.138549,1.16146,0.190322,-0.00960678,2.10883,8.88889e-05,0.0109756,0.288602,12951,0.588282,0.360523,-0.2,0.15,109.555,1.38732e+07,0.427886,0.034219,0.564858,0.0227715,-0.344644,0.8676,-0.169213,nan,nan,nan,nan,-0.0247712,-0.0936682,-0.0451429,nan,-0.291048,-6.66667e-05,-0.219875,-0.687061,nan,-0.856642,-0.7568,1.30609,0.466933,-1.58987,-0.0401333,0.488333,-0.5
1130,-23.0011,876.462,-0.0250542,0.375,0.166667,0.13428,1.14977,0.236535,-0.00987443,2.10306,8.88889e-05,0.0106651,0.288465,13470.3,0.567181,0.345047,-0.2,0.15,110.469,1.38854e+07,0.412171,0.0369754,0.573432,0.02525,-0.360533,0.876462,-0.183831,nan,nan,nan,nan,-0.0268299,-0.0985933,-0.0493467,nan,-0.294213,0,-0.222145,-0.699288,nan,-0.869474,-0.793615,1.33291,0.506769,-1.628,-0.0458462,0.511538,-0.5
1131,-22.1085,686,-0.025749,0.208333,0.166667,0.139293,1.14131,0.24133,-0.0102855,2.09726,8.88889e-05,0.0147353,0.288335,15307.1,0.537466,0.265301,-0.2,0.15,111.274,1.38977e+07,0.253641,0.0265881,0.441675,0.0202476,-0.280894,0.686,-0.1508,nan,nan,nan,nan,-0.0232667,-0.0845167,-0.0416904,nan,-0.230507,0,-0.176899,-0.547255,nan,-0.674781,-0.631667,1.02092,0.438222,-1.27822,-0.0388889,0.388889,-0.5
1132,-21.8273,743.5,-0.0267085,0.25,0.166667,0.139687,1.13561,0.251563,-0.0102322,2.09221,8.88889e-05,0.015157,0.288251,16626.4,0.506632,0.232434,-0.2,0.15,112.014,1.391e+07,0.362504,0.0265302,0.479956,0.0207103,-0.307228,0.7435,-0.14996,nan,nan,nan,nan,-0.0230007,-0.0853112,-0.0393075,nan,-0.249343,-0.0001,-0.188072,-0.595416,nan,-0.729396,-0.6879,1.13752,0.4084,-1.378,-0.0362,0.39875,-0.5
1133,-17.885,777.75,-0.0243206,0.25,0.0833333,0.138277,1.15811,0.152981,-0.0104201,2.08924,8.88889e-05,0.0096111,0.288165,17492.9,0.463425,0.239033,-0.2,0.15,112.718,1.39223e+07,0.317746,0.0275873,0.512535,0.0248161,-0.321861,0.77775,-0.17305,nan,nan,nan,nan,-0.0262615,-0.101523,-0.0465949,nan,-0.260744,0,-0.192312,-0.639999,nan,-0.772818,-0.66075,1.18085,0.487,-1.4585,-0.04,0.596875,-0.5
1134,-18.9384,948.333,-0.0232092,0.208333,0.0416667,0.137862,1.1647,0.13022,-0.0103929,2.08364,8.88889e-05,0.0127613,0.287997,17030.8,0.462192,0.259323,-0.2,0.15,113.44,1.39346e+07,0.566375,0.0436841,0.631155,0.0256079,-0.403948,0.948333,-0.185533,nan,nan,nan,nan,-0.0283277,-0.108372,-0.0487392,nan,-0.319013,0,-0.236566,-0.734052,nan,-0.939659,-0.8205,1.42072,0.525333,-1.76,-0.0463333,0.60625,-0.5
1135,-23.5705,929.727,-0.0246948,0.375,0.0833333,0.136833,1.14286,0.165525,-0.0104417,2.07637,8.88889e-05,0.0149527,0.287846,13692.3,0.557985,0.339452,-0.2,0.15,114.339,1.39469e+07,0.346896,0.0363459,0.603472,0.0274298,-0.396238,0.929727,-0.197527,nan,nan,nan,nan,-0.0310418,-0.117377,-0.055653,nan,-0.312201,0,-0.234547,-0.737121,nan,-0.913393,-0.811636,1.40979,0.565818,-1.72982,-0.0523636,0.581818,-0.5
1136,-21.6927,973.75,-0.0245441,0.291667,0.0416667,0.139875,1.14866,0.153211,-0.0104806,2.06904,8.88889e-05,0.0193319,0.287638,13811.2,0.546512,0.343199,-0.2,0.15,115.231,1.39592e+07,0.371616,0.0364905,0.634121,0.0274443,-0.419183,0.97375,-0.20615,nan,nan,nan,nan,-0.0319306,-0.119,-0.0572413,nan,-0.325128,0,-0.246065,-0.742054,nan,-0.944807,-0.830625,1.48906,0.6165,-1.8335,-0.04825,0.632812,-0.5
1137,-21.2427,756.933,-0.0248724,0.416667,0.208333,0.141166,1.14243,0.176389,-0.0108658,2.06185,8.88889e-05,0.00990389,0.287572,14073,0.576287,0.296875,-0.2,0.15,116.105,1.39715e+07,0.32987,0.0331576,0.484172,0.0175456,-0.326071,0.756933,-0.1376,nan,nan,nan,nan,-0.0203936,-0.0769151,-0.035996,nan,-0.252203,-0.000266667,-0.193622,-0.599236,nan,-0.732082,-0.6992,1.14094,0.381867,-1.3856,-0.0349333,0.454167,-0.5
1138,-25.7007,852.615,-0.0254602,0.375,0.166667,0.13784,1.16359,0.184755,-0.0108224,2.05978,8.88889e-05,0.0128468,0.287498,16390.7,0.507826,0.241869,-0.2,0.15,116.856,1.39837e+07,0.374411,0.0334359,0.548058,0.0205311,-0.373101,0.852615,-0.160262,nan,nan,nan,nan,-0.0239624,-0.0900858,-0.0428845,nan,-0.284031,-0.000230769,-0.218192,-0.69202,nan,-0.826628,-0.774923,1.29396,0.442462,-1.56954,-0.0398462,0.399038,-0.5
1139,-20.6334,711.625,-0.026684,0.416667,0.25,0.142533,1.15456,0.232393,-0.0100085,2.05633,8.88889e-05,0.0161969,0.287444,17472.1,0.466421,0.236873,-0.2,0.15,117.561,1.3996e+07,0.300493,0.0291414,0.458824,0.0187699,-0.319578,0.711625,-0.138437,nan,nan,nan,nan,-0.0230252,-0.0866886,-0.0378269,nan,-0.239463,0,-0.180164,-0.561306,nan,-0.702696,-0.636562,1.07026,0.412,-1.31875,-0.034375,0.433594,-0.5
1140,-24.4305,916.8,-0.0228309,0.333333,0.0833333,0.140545,1.16529,0.196977,-0.0101692,2.0531,8.88889e-05,0.016683,0.287318,17606.7,0.46376,0.234157,-0.2,0.15,118.26,1.40083e+07,0.418255,0.0399501,0.598784,0.02471,-0.417856,0.9168,-0.18676,nan,nan,nan,nan,-0.0270154,-0.102558,-0.0489855,nan,-0.306962,-0.0001,-0.233854,-0.712204,nan,-0.895307,-0.8499,1.38583,0.496,-1.7028,-0.0438,0.52625,-0.5
1141,-20.2058,708.6,-0.0256062,0.25,0.166667,0.14148,1.16411,0.230193,-0.0099538,2.04781,8.88889e-05,0.0139624,0.287231,14116.9,0.511256,0.359191,-0.2,0.15,119.131,1.40206e+07,0.300782,0.0303739,0.459305,0.0176201,-0.323069,0.7086,-0.14036,nan,nan,nan,nan,-0.0201943,-0.070579,-0.0361338,nan,-0.237231,0,-0.17931,-0.565557,nan,-0.692113,-0.6459,1.08277,0.398,-1.2792,-0.0306,0.4125,-0.5
1142,-24.6994,859.933,-0.026675,0.458333,0.166667,0.142371,1.13703,0.262766,-0.00988274,2.04472,8.88889e-05,0.0156885,0.28716,13357.1,0.573127,0.34683,-0.2,0.15,120.053,1.40329e+07,0.35459,0.0351549,0.56216,0.0205431,-0.395716,0.859933,-0.157053,nan,nan,nan,nan,-0.0249435,-0.0934336,-0.0413232,nan,-0.287471,-0.0002,-0.219068,-0.685229,nan,-0.843478,-0.7614,1.29736,0.4368,-1.6,-0.0405333,0.481667,-0.5
1143,-24.6856,831.765,-0.0279657,0.416667,0.291667,0.138625,1.14408,0.211184,-0.00969051,2.04131,8.88889e-05,0.01439,0.287056,14186.6,0.542053,0.324114,-0.2,0.15,120.921,1.40452e+07,0.350835,0.0397508,0.534274,0.0211405,-0.380382,0.831765,-0.158612,nan,nan,nan,nan,-0.0252002,-0.0977091,-0.04349,nan,-0.276945,-0.000117647,-0.214522,-0.651382,nan,-0.807357,-0.766765,1.24982,0.465412,-1.55341,-0.0403529,0.494853,-0.5
1144,-23.3567,803.083,-0.0266658,0.333333,0.166667,0.14294,1.15762,0.221888,-0.00985283,2.03507,8.88889e-05,0.0118835,0.286885,15486.8,0.53315,0.260302,-0.2,0.15,121.716,1.40575e+07,0.341969,0.0360614,0.517368,0.0201201,-0.365308,0.803083,-0.14645,nan,nan,nan,nan,-0.0225179,-0.0824674,-0.0386925,nan,-0.267774,0,-0.205823,-0.631794,nan,-0.778313,-0.7295,1.2122,0.431333,-1.48533,-0.0343333,0.425,-0.5
