iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/trot,Episode_Reward/joint_torque
1432,70.897,887.5,0.0817327,0.125,0.0416667,0.178266,0.482735,0.230345,-0.0091343,7.67807,3.91333e-05,0.00816616,0.372295,9172.8,0.954913,0.3847,-0.8,0.15,289.779,1.75964e+07,1.25391,1.17356,1.62149,0.285458,-3.82891,nan,1.167,0.715,0.475153,-0.00538704,-0.0021226,-0.00140502,0,-0.00205125,-0.0350214,-6.19963e-07,0.7725,-0.0443365,nan,nan
1433,82.031,931.167,0.0806363,0.208333,0.0416667,0.180471,0.477871,0.310001,-0.0079222,7.67359,3.91333e-05,0.0148465,0.372219,10018.8,0.883239,0.343257,-0.8,0.15,291.008,1.76087e+07,1.29989,1.20009,1.7033,0.345257,-4.09989,nan,1.4095,0.871833,0.567126,-0.00593288,-0.00264158,-0.0015835,-0.0181667,-0.00234989,-0.0355279,-6.32639e-07,0.93,-0.0593471,nan,nan
1434,67.6603,1000,0.0803057,0.291667,0,0.177645,0.479066,0.189469,-0.0078895,7.66976,3.91333e-05,0.0099629,0.372116,11407.6,0.682098,0.395081,-0.8,0.15,292.086,1.7621e+07,1.49937,1.28811,1.83471,0.273399,-4.35816,nan,1.09671,0.676429,0.443178,-0.0044913,-0.00184212,-0.00127696,-0.00985714,-0.00161002,-0.0348798,-6.43036e-07,0.717857,-0.034644,nan,nan
1435,84.7947,1000,0.0810399,0.166667,0,0.179593,0.480976,0.199727,-0.00803667,7.66473,3.91333e-05,0.0136412,0.37203,10349,0.792024,0.395335,-0.8,0.15,293.275,1.76333e+07,1.43513,1.24452,1.82417,0.346678,-4.37502,nan,1.4355,0.87875,0.584176,-0.0058741,-0.00267165,-0.00166622,-0.002,-0.0013738,-0.0355641,-6.90887e-07,0.96,-0.045006,nan,nan
1436,79.2374,1000,0.0808374,0.125,0,0.179425,0.48776,0.176083,-0.00837369,7.66002,3.91333e-05,0.0115036,0.371899,10079.7,0.84453,0.374553,-0.8,0.15,294.496,1.76456e+07,1.45621,1.29236,1.8219,0.310338,-4.33815,nan,1.304,0.797667,0.529001,-0.00556478,-0.00202786,-0.00125125,-0.000333333,-0.000510016,-0.0377113,-7.05059e-07,0.885,-0.049058,nan,nan
1437,78.953,1000,0.0816113,0.166667,0,0.178989,0.491445,0.244321,-0.00813191,7.65311,3.91333e-05,0.00695473,0.371767,9964.44,0.856799,0.376386,-0.8,0.15,295.73,1.76579e+07,1.39445,1.2901,1.83568,0.317532,-4.28379,nan,1.2945,0.79625,0.521916,-0.00558512,-0.00214537,-0.00146786,0,-0.00187516,-0.0346844,-6.34632e-07,0.87,-0.0432251,nan,nan
1438,67.5762,888.714,0.0816465,0.25,0.0416667,0.179707,0.482578,0.325163,-0.00828618,7.64732,3.91333e-05,0.0113234,0.371665,9856.18,0.877475,0.369255,-0.8,0.15,296.979,1.76701e+07,1.28931,1.16638,1.61367,0.274442,-3.86397,nan,1.11686,0.684286,0.460845,-0.00488023,-0.00245684,-0.00118608,-0.00757143,-0.00161307,-0.0343723,-6.02953e-07,0.726429,-0.0373578,nan,nan
1439,90.6728,1000,0.0816712,0.0416667,0,0.179593,0.483206,0.149771,-0.00780677,7.64282,3.91333e-05,0.00831979,0.371567,10239.2,0.807566,0.39253,-0.8,0.15,298.18,1.76824e+07,1.43316,1.23547,1.82813,0.372334,-4.35881,nan,1.533,0.942,0.624731,-0.0065384,-0.00297114,-0.00149575,0,-0.00170925,-0.0384999,-7.11079e-07,1.02,-0.045164,nan,nan
1440,67.0214,889.333,0.0811948,0.208333,0.0416667,0.178392,0.480288,0.223922,-0.00825828,7.63775,3.91333e-05,0.0136449,0.371454,10085.2,0.889187,0.329233,-0.8,0.15,299.4,1.76947e+07,1.31139,1.12991,1.63805,0.268493,-3.86178,nan,1.0965,0.6695,0.449209,-0.00458853,-0.00187911,-0.00132056,-0.00866667,-0.00112076,-0.0324086,-6.08985e-07,0.73,-0.0302173,nan,nan
1441,60.2623,838.5,0.0811015,0.166667,0.0833333,0.175832,0.483552,0.249263,-0.00933372,7.63346,3.91333e-05,0.00781813,0.371406,12929.5,0.649794,0.300589,-0.8,0.15,300.352,1.7707e+07,1.16266,1.07319,1.50644,0.248126,-3.63739,nan,1.0275,0.629,0.41776,-0.00498224,-0.00204643,-0.00138768,-0.00583333,-0.0014187,-0.035704,-6.11789e-07,0.6725,-0.0352992,nan,nan
1442,73.8768,1000,0.0803951,0.0416667,0,0.176698,0.479093,0.294655,-0.0080326,7.63067,3.91333e-05,0.00892668,0.37131,13864.3,0.594726,0.291576,-0.8,0.15,301.24,1.77193e+07,1.46485,1.22461,1.84281,0.287788,-4.32435,nan,1.209,0.744,0.518565,-0.00538368,-0.00271087,-0.00150715,0,-0.000546544,-0.0331012,-7.38614e-07,0.81,-0.0401901,nan,nan
1443,81.1054,1000,0.0782247,0.208333,0,0.179052,0.485381,0.341708,-0.00864244,7.62596,3.91333e-05,0.00985322,0.371235,13767,0.592765,0.299802,-0.8,0.15,302.134,1.77316e+07,1.45384,1.28191,1.83252,0.324708,-4.35749,nan,1.3434,0.8168,0.552319,-0.00545635,-0.00216628,-0.00155835,0,-0.00100462,-0.034944,-6.36765e-07,0.891,-0.038601,nan,nan
1444,68.5551,1000,0.0788516,0.125,0,0.178167,0.474847,0.257144,-0.00879569,7.62319,3.91333e-05,0.0137073,0.371187,13814.3,0.598052,0.291461,-0.8,0.15,303.025,1.77439e+07,1.47954,1.27418,1.85237,0.274857,-4.29655,nan,1.09,0.671667,0.446218,-0.00453697,-0.00189044,-0.00134298,-0.00133333,-0.00103781,-0.0325283,-6.28349e-07,0.71,-0.0318509,nan,nan
1445,70.1036,956.667,0.0787722,0.0833333,0.0416667,0.178093,0.479738,0.163762,-0.00888466,7.6197,3.91333e-05,0.00508915,0.371062,13495.4,0.622411,0.288122,-0.8,0.15,303.937,1.77562e+07,1.38868,1.22925,1.73553,0.289013,-4.16034,nan,1.164,0.711333,0.47368,-0.00504246,-0.00197692,-0.00144064,-0.003,-0.00205615,-0.0418344,-7.30227e-07,0.765,-0.0356092,nan,nan
1446,86.8344,1000,0.0771793,0.25,0,0.177228,0.488442,0.205213,-0.00792616,7.61246,3.91333e-05,0.0106729,0.370923,13895.2,0.594359,0.289973,-0.8,0.15,304.822,1.77684e+07,1.45388,1.3117,1.8375,0.347287,-4.34103,nan,1.42,0.8715,0.580909,-0.00604798,-0.00255384,-0.00173614,-0.00166667,-0.00174755,-0.0331992,-6.34419e-07,0.9525,-0.0455801,nan,nan
1447,55.7129,907,0.0772655,0,0.0416667,0.176208,0.479355,0.313328,-0.00846621,7.60685,3.91333e-05,0.0105604,0.370836,13722.4,0.605929,0.289543,-0.8,0.15,305.719,1.77807e+07,1.15772,1.16162,1.60182,0.245844,-3.96144,nan,1.014,0.625,0.405411,-0.00582812,-0.00315003,-0.00123351,0,-0.00213123,-0.0466647,-7.46894e-07,0.63,-0.0353134,nan,nan
1448,81.6177,1000,0.0780654,0.25,0,0.177792,0.478477,0.255178,-0.00770183,7.60205,3.91333e-05,0.0103799,0.370716,13842.2,0.589993,0.297725,-0.8,0.15,306.608,1.7793e+07,1.37641,1.25933,1.82803,0.325171,-4.32038,nan,1.381,0.8455,0.569245,-0.00607169,-0.00248242,-0.00161058,-0.0183333,-0.0011067,-0.0354863,-6.94618e-07,0.92,-0.0383253,nan,nan
1449,63.9193,1000,0.0790121,0.125,0,0.175857,0.481208,0.323744,-0.00910728,7.59589,3.91333e-05,0.0134208,0.370594,13445.2,0.625915,0.288018,-0.8,0.15,307.523,1.78053e+07,1.49887,1.29011,1.82914,0.261262,-4.33644,nan,1.02,0.623667,0.410143,-0.00427138,-0.00132086,-0.00126889,-0.00466667,-0.00160638,-0.034771,-6.48512e-07,0.675,-0.0278848,nan,nan
1450,79.8075,1000,0.0784789,14.7083,0,0.177493,0.480921,0.142974,-0.00864055,7.59008,3.91333e-05,0.00801635,0.370461,12124.7,0.712722,0.30075,-0.8,0.15,308.538,1.78176e+07,1.43789,1.29373,1.83613,0.320852,-4.31972,nan,1.30542,0.802059,0.531563,-0.00545835,-0.00213833,-0.00163337,-0.00211048,-0.00148822,-0.0339627,-6.43226e-07,0.867705,-0.0384633,nan,nan
1451,nan,nan,0.0586963,0,0,0.193717,0.473731,0.0736912,-0.00814638,7.58253,3.91333e-05,0.0109124,0.370267,13939.3,0.588285,0.293251,-0.8,0.15,309.421,1.78299e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452,73.6932,955,0.0831473,0.0416667,0.0416667,0.174076,0.471311,0.113631,-0.00854481,7.57226,3.91333e-05,0.010728,0.370059,13682.9,0.607129,0.290925,-0.8,0.15,310.321,1.78422e+07,1.31123,1.19827,1.5768,0.325898,-4.07262,nan,1.3515,0.8205,0.541694,-0.00635429,-0.00442673,-0.00172886,-0.084,-0.0166618,-0.0358126,-6.87083e-07,0.825,-0.0446256,nan,nan
1453,84.9209,1000,0.0808585,0.375,0,0.173411,0.485216,0.0886197,-0.00857865,7.56164,3.91333e-05,0.00757504,0.369795,13582,0.61726,0.28747,-0.8,0.15,311.227,1.78545e+07,1.40809,1.27262,1.8427,0.348528,-4.33718,nan,1.414,0.874111,0.570386,-0.00587874,-0.00218271,-0.00187257,-0.00555556,-0.00207583,-0.0339164,-6.28432e-07,0.95,-0.045727,nan,nan
1454,86.2874,1000,0.0810584,0.25,0,0.17723,0.486195,0.118886,-0.00733024,7.54894,3.91333e-05,0.00628142,0.369566,12493.2,0.673829,0.309749,-0.8,0.15,312.212,1.78668e+07,1.37565,1.26661,1.82535,0.349625,-4.34471,nan,1.4645,0.896333,0.599699,-0.00623488,-0.002884,-0.00182508,-0.000166667,-0.00127696,-0.0346814,-6.68335e-07,0.9675,-0.0391153,nan,nan
1455,nan,nan,0.082551,0,0,0.174451,0.479994,0.126808,-0.00715802,7.539,3.91333e-05,0.00886996,0.369376,11768.2,0.714635,0.329531,-0.8,0.15,313.257,1.7879e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456,68.9354,1000,0.0829528,0.0833333,0,0.174486,0.479346,0.0936957,-0.00742457,7.52946,3.91333e-05,0.0132042,0.369166,11711.1,0.694951,0.35431,-0.8,0.15,314.308,1.78913e+07,1.37522,1.32245,1.83313,0.272558,-4.29699,nan,1.11,0.686,0.456556,-0.00487116,-0.0022431,-0.00143487,-0.0045,-0.0009877,-0.0345792,-6.39772e-07,0.78,-0.0435489,nan,nan
1457,84.8139,1000,0.0838191,0.0833333,0,0.173573,0.4702,0.280845,-0.00773217,7.52048,3.91333e-05,0.0143664,0.369035,13431.3,0.621374,0.293504,-0.8,0.15,315.224,1.79036e+07,1.36061,1.23232,1.83742,0.34548,-4.26966,nan,1.407,0.875,0.581124,-0.006279,-0.00219469,-0.00163725,0,-0.000499133,-0.0360386,-6.99426e-07,0.96,-0.0419566,nan,nan
1458,46.6547,673,0.0829568,0.125,0.0833333,0.177133,0.485841,0.217847,-0.00930289,7.51489,3.91333e-05,0.0115643,0.368908,12837.6,0.650291,0.306894,-0.8,0.15,316.183,1.79159e+07,0.944318,0.848826,1.20613,0.191541,-2.89101,nan,0.7926,0.485,0.320522,-0.00384412,-0.00139342,-0.00100723,-0.0112,-0.00128796,-0.0321143,-5.38961e-07,0.504,-0.018346,nan,nan
1459,81.0854,1000,0.0821537,0.166667,0,0.174606,0.483192,0.256092,-0.00820452,7.50844,3.91333e-05,0.0104767,0.368784,12883.6,0.62654,0.327233,-0.8,0.15,317.138,1.79282e+07,1.43817,1.30383,1.83734,0.311708,-4.26824,nan,1.2975,0.79975,0.536366,-0.00577042,-0.0021941,-0.00160792,0,-0.00135588,-0.0352398,-6.82978e-07,0.88125,-0.0372352,nan,nan
1460,58.3876,963,0.0828867,0.208333,0.0416667,0.173876,0.474765,0.197443,-0.00820786,7.50282,3.91333e-05,0.0100756,0.368681,12298.6,0.68462,0.314517,-0.8,0.15,318.138,1.79405e+07,1.44568,1.27533,1.76269,0.22112,-4.15112,nan,0.9065,0.555,0.371955,-0.00454386,-0.00171521,-0.00114633,-0.00166667,-0.000786026,-0.0353908,-6.67743e-07,0.6075,-0.030038,nan,nan
1461,90.3181,1000,0.0824913,0.0833333,0,0.174573,0.482494,0.314658,-0.00801885,7.49862,3.91333e-05,0.00859901,0.368615,13176,0.636978,0.29563,-0.8,0.15,319.073,1.79528e+07,1.27633,1.25424,1.8316,0.366728,-4.26899,nan,1.545,0.945,0.624678,-0.00608186,-0.00256196,-0.00200988,0,-0.001107,-0.0331687,-6.03894e-07,1.0275,-0.0412502,nan,nan
1462,59.7673,793.857,0.0812552,0.208333,0.0833333,0.17592,0.475449,0.299527,-0.00805926,7.49537,3.91333e-05,0.00655259,0.368528,12595.5,0.676274,0.299315,-0.8,0.15,320.049,1.79651e+07,1.1383,1.01568,1.43777,0.238126,-3.38156,nan,0.966857,0.600286,0.399572,-0.0047469,-0.00204555,-0.00117485,-0.005,-0.00126155,-0.0341835,-5.96827e-07,0.657857,-0.0361074,nan,nan
1463,68.7542,1000,0.082652,0.125,0,0.17303,0.472948,0.146654,-0.0100339,7.48957,3.91333e-05,0.00707217,0.368371,13462.7,0.607982,0.30476,-0.8,0.15,320.963,1.79773e+07,1.39795,1.31809,1.8276,0.267803,-4.32585,nan,1.129,0.690667,0.461417,-0.00528343,-0.00230675,-0.0012212,-0.0136667,-0.000678128,-0.0343583,-6.59286e-07,0.765,-0.0364489,nan,nan
1464,74.7211,914.5,0.0823142,0.291667,0.0416667,0.173544,0.476981,0.255191,-0.00821808,7.48239,3.91333e-05,0.00991013,0.368255,13506.2,0.613873,0.29593,-0.8,0.15,321.875,1.79896e+07,1.24614,1.1494,1.66447,0.307343,-3.94362,nan,1.25212,0.78075,0.518549,-0.00567477,-0.00255106,-0.00179876,-0.00425,-0.00124543,-0.0350284,-6.54966e-07,0.855,-0.043548,nan,nan
1465,72.8931,907.857,0.0829338,0.25,0.0416667,0.171357,0.477663,0.398155,-0.00878712,7.47826,3.91333e-05,0.00903839,0.368202,11235.7,0.7447,0.348958,-0.8,0.15,322.969,1.80019e+07,1.27128,1.14567,1.65115,0.305204,-3.91447,nan,1.20686,0.748857,0.487868,-0.00537849,-0.00208154,-0.00177247,-0.00214286,-0.00161606,-0.0327853,-6.04967e-07,0.822857,-0.0348392,nan,nan
1466,89.2903,1000,0.0824451,0.125,0,0.176118,0.473118,0.228329,-0.00836576,7.47574,3.91333e-05,0.0106632,0.368132,10778.6,0.726278,0.413759,-0.8,0.15,324.111,1.80142e+07,1.44116,1.29292,1.84287,0.37083,-4.30356,nan,1.447,0.908333,0.588667,-0.00635192,-0.00247678,-0.002011,0,-0.000722826,-0.0327587,-6.01699e-07,0.965,-0.044378,nan,nan
1467,76.8473,893,0.0810108,0.166667,0.0833333,0.175993,0.47249,0.23877,-0.00783079,7.47133,3.91333e-05,0.0139885,0.368025,11243.8,0.727745,0.365128,-0.8,0.15,325.206,1.80265e+07,1.22077,1.12973,1.6134,0.313968,-3.79932,nan,1.2815,0.795333,0.521255,-0.00597702,-0.00261255,-0.00186537,-0.00116667,-0.00208361,-0.0362066,-6.39869e-07,0.8575,-0.0418569,nan,nan
1468,77.7143,917.714,0.0822247,0.25,0.0416667,0.174176,0.469652,0.213763,-0.00822809,7.46543,3.91333e-05,0.00858789,0.367888,11358,0.712658,0.369224,-0.8,0.15,326.29,1.80388e+07,1.32105,1.19719,1.6837,0.313683,-3.90869,nan,1.24929,0.771714,0.503316,-0.00550317,-0.00201658,-0.00179398,-0.00385714,-0.00141109,-0.0324676,-5.97479e-07,0.835714,-0.0341979,nan,nan
1469,48.3476,859.25,0.081774,0.125,0.0416667,0.176087,0.481416,0.179597,-0.0081815,7.45862,3.91333e-05,0.00587128,0.367745,10604.5,0.751501,0.407249,-0.8,0.15,327.45,1.80511e+07,1.19699,1.138,1.56295,0.196782,-3.6676,nan,0.7845,0.482,0.3147,-0.00355172,-0.00122587,-0.00104112,-0.0245,-0.00200201,-0.0338498,-6.10032e-07,0.49875,-0.0235188,nan,nan
1470,74.0473,864.25,0.0827472,0.125,0.0416667,0.172102,0.477497,0.181843,-0.00766153,7.45187,3.91333e-05,0.0105112,0.36762,10472.1,0.798627,0.374774,-0.8,0.15,328.625,1.80634e+07,1.19464,1.08139,1.58368,0.299006,-3.7114,nan,1.25325,0.768,0.506185,-0.00594873,-0.00279004,-0.00164514,-0.00875,-0.00186274,-0.0348016,-6.10742e-07,0.82875,-0.0453381,nan,nan
1471,56.1558,873,0.0836345,0.125,0.0416667,0.172668,0.474143,0.325771,-0.00848523,7.44671,3.91333e-05,0.0157567,0.367542,10909,0.743875,0.38253,-0.8,0.15,329.753,1.80756e+07,1.27909,1.13368,1.60478,0.232866,-3.73752,nan,0.89775,0.552,0.357084,-0.00434558,-0.00126608,-0.00112154,-0.04275,-0.0012357,-0.0340472,-6.47893e-07,0.6,-0.0271701,nan,nan
1472,81.0277,1000,0.0828669,0.0833333,0,0.174418,0.47118,0.162219,-0.00766164,7.44338,3.91333e-05,0.0122522,0.367474,7745.54,1.0777,0.508759,-0.8,0.15,331.341,1.80879e+07,1.41013,1.297,1.84104,0.342293,-4.25887,nan,1.3065,0.816,0.520489,-0.00591788,-0.00266625,-0.001832,0,-0.00102635,-0.0341227,-6.47541e-07,0.87,-0.0476255,nan,nan
1473,57.8249,882.5,0.0822882,0.125,0.0416667,0.17037,0.477579,0.172973,-0.00933487,7.43869,3.91333e-05,0.0132298,0.367333,8080.31,1.03836,0.482369,-0.8,0.15,332.863,1.81002e+07,1.28494,1.17397,1.61168,0.238066,-3.8036,nan,0.92775,0.57725,0.367245,-0.0044923,-0.00174124,-0.00132375,0,-0.00139396,-0.0344355,-5.57561e-07,0.585,-0.0276728,nan,nan
1474,78.1737,1000,0.0830374,0.166667,0,0.170769,0.468637,0.218813,-0.00854799,7.43128,3.91333e-05,0.01153,0.367182,6851.68,1.28639,0.507035,-0.8,0.15,334.659,1.81125e+07,1.506,1.29412,1.84334,0.316737,-4.2897,nan,1.24725,0.768,0.50315,-0.00507452,-0.00227764,-0.00171061,-0.008,-0.00126121,-0.0340693,-6.144e-07,0.80625,-0.0340693,nan,nan
1475,86.6227,1000,0.0841083,0.291667,0,0.168665,0.469443,0.204207,-0.00803391,7.42445,3.91333e-05,0.00866635,0.367051,7335.76,1.12326,0.551826,-0.8,0.15,336.336,1.81248e+07,1.49494,1.28364,1.8437,0.354686,-4.28867,nan,1.38729,0.860286,0.561378,-0.00606551,-0.00240519,-0.00193784,-0.000857143,-0.00126284,-0.033402,-6.4488e-07,0.925714,-0.0458892,nan,nan
1476,78.8203,1000,0.0842057,0.25,0,0.165661,0.466005,0.176246,-0.00825889,7.41785,3.91333e-05,0.00820811,0.366908,6734.41,1.26948,0.555179,-0.8,0.15,338.162,1.81371e+07,1.42247,1.27871,1.84064,0.317934,-4.22657,nan,1.268,0.7825,0.516048,-0.00581814,-0.00263198,-0.0016083,0,-0.00122086,-0.0346998,-6.53701e-07,0.83,-0.0427332,nan,nan
1477,80.9651,1000,0.0839607,0.125,0,0.168728,0.470946,0.169341,-0.00697629,7.41089,3.91333e-05,0.0128574,0.366762,7341.52,1.11552,0.558244,-0.8,0.15,339.838,1.81494e+07,1.41612,1.27921,1.82233,0.333257,-4.23227,nan,1.322,0.821667,0.533727,-0.00564497,-0.00213797,-0.00203596,-0.0156667,-0.00233162,-0.0336184,-6.1349e-07,0.865,-0.0513373,nan,nan
1478,79.7715,1000,0.0845003,0.125,0,0.169123,0.46574,0.205382,-0.00857006,7.40392,3.91333e-05,0.012847,0.366628,8172.35,1.04871,0.454895,-0.8,0.15,341.344,1.81617e+07,1.43552,1.26952,1.84722,0.310154,-4.19763,nan,1.267,0.776333,0.514123,-0.00532018,-0.00200127,-0.00199229,0,-0.00196631,-0.0337902,-6.46238e-07,0.845,-0.0335929,nan,nan
1479,85.8507,1000,0.0840491,0.25,0,0.168695,0.46625,0.30828,-0.0072791,7.39815,3.91333e-05,0.0118809,0.36652,7423.33,1.12595,0.529376,-0.8,0.15,343.001,1.8174e+07,1.42876,1.3065,1.84862,0.343784,-4.21964,nan,1.3615,0.848,0.545395,-0.00583239,-0.0021041,-0.00192224,-0.000666667,-0.00134433,-0.0329346,-5.9952e-07,0.9125,-0.0380776,nan,nan
1480,80.2203,1000,0.0849275,0.166667,0,0.169145,0.468805,0.355548,-0.00775251,7.39315,3.91333e-05,0.0151919,0.366427,7807.33,1.04435,0.529557,-0.8,0.15,344.577,1.81862e+07,1.52148,1.29434,1.84422,0.314698,-4.27333,nan,1.2525,0.771,0.500851,-0.00530045,-0.00190443,-0.00167609,-0.001,-0.00213863,-0.033399,-6.20329e-07,0.86625,-0.0355793,nan,nan
1481,73.9798,1000,0.084395,0.166667,0,0.169852,0.471555,0.253363,-0.00783864,7.38931,3.91333e-05,0.0101127,0.366365,7916.34,1.07329,0.478941,-0.8,0.15,346.131,1.81985e+07,1.48873,1.31003,1.84635,0.293034,-4.25611,nan,1.149,0.7065,0.467191,-0.00512032,-0.0022326,-0.00149323,0,-0.000294335,-0.0335526,-6.61081e-07,0.7725,-0.0355373,nan,nan
1482,80.2895,964,0.0839688,0.25,0.0416667,0.171917,0.477833,0.268688,-0.00870871,7.38581,3.91333e-05,0.0133535,0.366271,7307.14,1.09631,0.585333,-0.8,0.15,347.815,1.82108e+07,1.41976,1.23934,1.77977,0.320343,-4.04876,nan,1.27243,0.780571,0.50831,-0.00580709,-0.002076,-0.00177927,-0.00614286,-0.00155514,-0.0346541,-6.29747e-07,0.835714,-0.0410038,nan,nan
1483,85.6405,1000,0.0831082,0.166667,0,0.172821,0.468081,0.22998,-0.00968748,7.38055,3.91333e-05,0.00697799,0.366163,7033.15,1.12375,0.6234,-0.8,0.15,349.564,1.82231e+07,1.41206,1.25727,1.84377,0.341585,-4.23676,nan,1.395,0.86425,0.568625,-0.00635553,-0.0029625,-0.00161939,0,-0.000631554,-0.0341587,-6.67015e-07,0.92625,-0.0442862,nan,nan
1484,60.6964,906,0.0828432,0.0416667,0.0416667,0.1725,0.468652,0.167321,-0.00851813,7.37521,3.91333e-05,0.0149122,0.366056,7523.68,1.10687,0.526374,-0.8,0.15,351.199,1.82354e+07,1.30196,1.17391,1.64348,0.235387,-3.80385,nan,0.948,0.587,0.390611,-0.004831,-0.00199481,-0.00116041,0,-0.00146338,-0.0415346,-7.42742e-07,0.6375,-0.0281987,nan,nan
1485,80.5052,972.833,0.0819371,0.208333,0.0416667,0.174939,0.468304,0.212765,-0.00833842,7.36961,3.91333e-05,0.00682309,0.365946,7124.67,1.09924,0.625469,-0.8,0.15,352.925,1.82477e+07,1.3549,1.27057,1.78442,0.326994,-4.12837,nan,1.3125,0.806,0.529292,-0.00597803,-0.00231174,-0.00174127,-0.0085,-0.00283792,-0.035137,-6.47888e-07,0.87,-0.0445426,nan,nan
1486,54.2745,801,0.081873,0.125,0.0416667,0.173405,0.474157,0.223528,-0.00742258,7.36425,3.91333e-05,0.0101653,0.365825,7549.44,1.05663,0.571038,-0.8,0.15,354.555,1.826e+07,1.14702,1.03732,1.47898,0.210608,-3.39888,nan,0.8655,0.53325,0.349527,-0.0043261,-0.00207087,-0.00114178,0,-0.00100196,-0.0313541,-5.53192e-07,0.55875,-0.0284576,nan,nan
1487,73.9068,1000,0.0823583,0.166667,0,0.173295,0.470876,0.292383,-0.00723599,7.35855,3.91333e-05,0.0121889,0.365727,6510.4,1.28177,0.605667,-0.8,0.15,356.445,1.82723e+07,1.50224,1.32738,1.85115,0.287319,-4.2203,nan,1.1175,0.69,0.452119,-0.00435554,-0.00194485,-0.00170135,0,-0.00134612,-0.0316415,-5.83008e-07,0.7575,-0.0285839,nan,nan
1488,82.6832,984.833,0.0813851,0.208333,0.0416667,0.174464,0.477236,0.191476,-0.00838111,7.35362,3.91333e-05,0.00741818,0.365604,7644.68,1.02115,0.586246,-0.8,0.15,358.054,1.82845e+07,1.39323,1.2827,1.80197,0.328613,-4.14765,nan,1.3415,0.820667,0.539765,-0.00617725,-0.00248615,-0.00187755,-0.00333333,-0.00217369,-0.0371737,-6.58629e-07,0.8675,-0.0409043,nan,nan
1489,77.187,978.25,0.0823262,0.125,0.0416667,0.172479,0.472939,0.277801,-0.00819179,7.34778,3.91333e-05,0.0101192,0.365499,7656.42,1.06306,0.54187,-0.8,0.15,359.661,1.82968e+07,1.41495,1.27849,1.79431,0.308839,-4.10474,nan,1.22175,0.75,0.489325,-0.00565708,-0.00274732,-0.00156916,-0.00675,-0.00189636,-0.0378454,-6.63768e-07,0.81,-0.0471049,nan,nan
1490,95.1642,1000,0.0838773,0.166667,0,0.169994,0.470806,0.20013,-0.00693043,7.34293,3.91333e-05,0.0115295,0.365399,7687.72,1.08211,0.516278,-0.8,0.15,361.261,1.83091e+07,1.41374,1.30035,1.84646,0.385726,-4.17495,nan,1.51575,0.9395,0.606889,-0.00621809,-0.00264415,-0.00224468,-0.001,-0.00330332,-0.0330595,-6.10972e-07,1.02,-0.0467785,nan,nan
1491,79.5265,990.75,0.0842437,0.125,0.0416667,0.169779,0.466392,0.296531,-0.00722581,7.33844,3.91333e-05,0.0134456,0.365332,8615.71,0.956552,0.46968,-0.8,0.15,362.69,1.83214e+07,1.41317,1.27187,1.82109,0.320385,-4.14338,nan,1.27425,0.784,0.5103,-0.00558913,-0.00221425,-0.00189424,-0.01475,-0.00259388,-0.0389439,-6.61618e-07,0.8325,-0.0418794,nan,nan
1492,82.743,1000,0.0749798,13.9167,0,0.171173,0.465644,0.206006,-0.00783918,7.33489,3.91333e-05,0.0117334,0.365242,6876.66,1.27613,0.510784,-0.8,0.15,364.478,1.83337e+07,1.45591,1.30045,1.84624,0.326511,-4.20896,nan,1.30633,0.804497,0.531685,-0.00563989,-0.00248413,-0.00171986,-0.00544611,-0.00160884,-0.0342936,-6.27363e-07,0.866093,-0.0404062,nan,nan
1493,nan,nan,0.0738922,0,0,0.192889,0.472675,0.0700548,-0.00770911,7.32804,3.91333e-05,0.00613814,0.36503,7744.36,1.07858,0.508126,-0.8,0.15,366.067,1.8346e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1494,90.047,1000,0.0855256,0.0833333,0,0.166603,0.463037,0.0798052,-0.00704375,7.31569,3.91333e-05,0.00834784,0.364763,9170.88,0.913756,0.426137,-0.8,0.15,367.409,1.83583e+07,1.55008,1.29749,1.8731,0.345556,-4.15954,nan,1.3725,0.838,0.54619,-0.0051779,-0.00175246,-0.00206867,0,-0.00166308,-0.0311616,-5.44708e-07,0.915,-0.0342043,nan,nan
