iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/trot,Episode_Reward/joint_torque
1369,-0.18494,46,0.0739278,0,0.0416667,0.168111,0.499024,0.091744,-0.0105071,8.1482,5.87e-05,0.0119522,0.382058,8421.06,1.01239,0.446812,-0.8,0.15,201.398,1.68223e+07,0.0438667,0.0425663,0.054872,0.0180444,-0.194535,nan,0.024,0.022,0.00909448,-0.00133002,-0.000928149,-7.4408e-05,-0.006,-0.00304329,-0.0177801,-1.58365e-07,0,0,nan,nan
1370,64.8056,832.909,0.0741093,0.375,0.0833333,0.170595,0.499754,0.0875458,-0.0105067,8.13439,5.87e-05,0.0141553,0.381695,6797.5,1.26632,0.541407,-0.8,0.15,203.207,1.68346e+07,1.19996,1.04904,1.51442,0.308375,-3.83917,nan,1.15364,0.719909,0.457142,-0.00525395,-0.00187662,-0.00155815,-0.000545455,-0.00262625,-0.0322094,-5.86154e-07,0.759545,-0.0385119,nan,nan
1371,57.4475,695,0.0751516,0.0833333,0.0416667,0.169007,0.494104,0.0930127,-0.00878001,8.11628,5.87e-05,0.0130784,0.381322,7892.3,1.01355,0.543405,-0.8,0.15,204.769,1.68468e+07,1.01647,0.853582,1.23926,0.266447,-3.20352,nan,1.037,0.646,0.415589,-0.00504783,-0.00246406,-0.00117632,-0.000333333,-0.00117617,-0.0308305,-5.59694e-07,0.685,-0.0424199,nan,nan
1372,nan,nan,0.0756068,0,0,0.170956,0.492461,0.097952,-0.00962315,8.09847,5.87e-05,0.00835341,0.380925,6714.44,1.19577,0.63431,-0.8,0.15,206.601,1.68591e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1373,76.5414,1000,0.0753987,0.125,0,0.171418,0.495099,0.139841,-0.0089746,8.08018,5.87e-05,0.0101726,0.380589,8644.71,0.992874,0.428574,-0.8,0.15,208.024,1.68714e+07,1.37727,1.21451,1.81594,0.347845,-4.58791,nan,1.402,0.874667,0.549428,-0.00649939,-0.00228884,-0.00170816,0,-0.00468091,-0.0360223,-7.0871e-07,0.935,-0.0504676,nan,nan
1374,67.1395,793.5,0.0751512,0.125,0.0416667,0.174485,0.503332,0.357117,-0.00848279,8.0682,5.87e-05,0.015381,0.380434,7682.29,1.07278,0.526746,-0.8,0.15,209.626,1.68837e+07,1.09328,0.976213,1.44598,0.314973,-3.56432,nan,1.1805,0.73775,0.473736,-0.00474091,-0.00182565,-0.00177361,-0.001,-0.00269886,-0.0345005,-5.79398e-07,0.79875,-0.0533542,nan,nan
1375,87.0391,1000,0.0761301,0.0833333,0,0.174676,0.494416,0.243441,-0.0100033,8.06223,5.87e-05,0.0149334,0.380304,7340.59,1.21954,0.454441,-0.8,0.15,211.301,1.6896e+07,1.42777,1.27232,1.83353,0.387079,-4.60049,nan,1.521,0.9445,0.612499,-0.00665156,-0.00221087,-0.00193887,0,-0.00209006,-0.0359341,-6.97615e-07,1.0575,-0.0549284,nan,nan
1376,83.6448,1000,0.0756871,0.208333,0,0.172752,0.494365,0.195261,-0.00855108,8.05514,5.87e-05,0.00880589,0.380142,8577.64,1.07334,0.359217,-0.8,0.15,212.735,1.69083e+07,1.45098,1.25523,1.8392,0.380812,-4.54407,nan,1.4412,0.8958,0.576172,-0.00589685,-0.00215089,-0.00185369,-0.0008,-0.00260515,-0.0337552,-6.56568e-07,0.99,-0.0560223,nan,nan
1377,74.3484,1000,0.0754843,0.0833333,0,0.174232,0.488566,0.265761,-0.00800511,8.04715,5.87e-05,0.0119696,0.379955,8460.48,0.998748,0.453653,-0.8,0.15,214.189,1.69206e+07,1.4024,1.24578,1.82026,0.352935,-4.52673,nan,1.299,0.822,0.526259,-0.00636958,-0.00327852,-0.00159563,0,-0.00179555,-0.0373124,-7.27794e-07,0.87,-0.0441226,nan,nan
1378,84.9559,1000,0.0756821,0.125,0,0.172504,0.497418,0.201719,-0.00961221,8.03821,5.87e-05,0.0189269,0.379785,8144.95,1.04928,0.459384,-0.8,0.15,215.7,1.69329e+07,1.42584,1.24785,1.83327,0.38217,-4.5706,nan,1.499,0.935333,0.607629,-0.00647566,-0.00250076,-0.00184996,-0.00533333,-0.00252045,-0.0347706,-6.73764e-07,1,-0.0592339,nan,nan
1379,53.2817,821.75,0.0756839,0.125,0.0416667,0.174311,0.492488,0.257319,-0.00970014,8.0305,5.87e-05,0.0175523,0.379635,9430.65,0.927109,0.375876,-0.8,0.15,217.005,1.69452e+07,1.17502,1.04866,1.49307,0.236208,-3.72746,nan,0.945,0.58625,0.387715,-0.00439251,-0.00206342,-0.00120172,-0.00625,-0.00259583,-0.0342812,-6.06605e-07,0.6,-0.0295911,nan,nan
1380,68.3309,828.75,0.0752737,0.125,0.0416667,0.174325,0.500506,0.248596,-0.00927323,8.02405,5.87e-05,0.017977,0.379497,11222,0.741693,0.353303,-0.8,0.15,218.102,1.69574e+07,1.14555,1.00874,1.49447,0.319209,-3.77623,nan,1.24875,0.77775,0.491773,-0.00556703,-0.00241112,-0.00150296,-0.005,-0.00306436,-0.0364221,-6.0021e-07,0.79875,-0.0382565,nan,nan
1381,72.4925,1000,0.0760086,0.333333,0,0.174297,0.492043,0.256337,-0.00858567,8.0176,5.87e-05,0.00857308,0.379363,11558.4,0.711671,0.351452,-0.8,0.15,219.166,1.69697e+07,1.4911,1.24624,1.81387,0.315214,-4.54719,nan,1.27087,0.784625,0.505123,-0.00527977,-0.00195551,-0.00154579,-0.003,-0.00314408,-0.0352174,-6.51614e-07,0.84,-0.045085,nan,nan
1382,80.7715,1000,0.0746181,0.125,0,0.175307,0.485832,0.293112,-0.00873638,8.01216,5.87e-05,0.00899102,0.379271,10309.5,0.768702,0.423203,-0.8,0.15,220.36,1.6982e+07,1.42348,1.2898,1.83376,0.353924,-4.45567,nan,1.355,0.839667,0.548658,-0.00564283,-0.002417,-0.0016337,0,-0.00132186,-0.0355683,-6.58484e-07,0.95,-0.0534567,nan,nan
1383,66.8037,1000,0.0745091,0.208333,0,0.176014,0.495302,0.347736,-0.0102056,8.00823,5.87e-05,0.0103151,0.379203,10516.5,0.791658,0.376796,-0.8,0.15,221.53,1.69943e+07,1.50973,1.2947,1.84174,0.291476,-4.55032,nan,1.1256,0.6952,0.455498,-0.00468031,-0.00190327,-0.00146133,-0.0024,-0.00253216,-0.0327781,-6.48443e-07,0.762,-0.0396831,nan,nan
1384,43.522,801,0.0734687,0.0833333,0.0416667,0.175639,0.498008,0.230257,-0.00960795,8.00364,5.87e-05,0.0121622,0.379051,11206.3,0.724022,0.372508,-0.8,0.15,222.628,1.70066e+07,1.15797,1.01391,1.45816,0.191654,-3.59144,nan,0.75,0.462,0.300715,-0.00359311,-0.00120983,-0.00102847,-0.001,-0.00249911,-0.0341063,-5.57568e-07,0.51,-0.033442,nan,nan
1385,61.066,787.429,0.0743733,0.208333,0.0833333,0.173757,0.486557,0.175937,-0.00840164,7.99514,5.87e-05,0.0103427,0.378855,10891.2,0.76794,0.360311,-0.8,0.15,223.758,1.70189e+07,1.10559,0.985069,1.42044,0.270897,-3.58076,nan,1.09286,0.672857,0.449471,-0.00514142,-0.00220595,-0.00135588,-0.00528571,-0.00204186,-0.032789,-5.87466e-07,0.724286,-0.0385896,nan,nan
1386,56.2348,862,0.0738126,0.125,0.0416667,0.175537,0.493843,0.313866,-0.00948098,7.98665,5.87e-05,0.0132519,0.378705,11946.5,0.690064,0.338525,-0.8,0.15,224.788,1.70312e+07,1.28995,1.10569,1.57357,0.246829,-3.92679,nan,0.97275,0.60225,0.384134,-0.00452192,-0.0018335,-0.00110802,0,-0.00210575,-0.0340684,-5.92575e-07,0.6525,-0.0455099,nan,nan
1387,65.3041,1000,0.0768928,0.0833333,0.0416667,0.175424,0.486195,0.229048,-0.00807797,7.98039,5.87e-05,0.0145637,0.378597,11892.1,0.702486,0.330805,-0.8,0.15,225.823,1.70435e+07,1.54397,1.25511,1.82387,0.291501,-4.51713,nan,1.112,0.698667,0.442926,-0.00458167,-0.00225494,-0.00154977,-0.00333333,-0.00317851,-0.0409149,-6.99251e-07,0.705,-0.0348978,nan,nan
1388,80.2258,1000,0.0775282,0.166667,0,0.176622,0.48305,0.243698,-0.00879343,7.97491,5.87e-05,0.0109628,0.378465,12142.4,0.678379,0.333615,-0.8,0.15,226.836,1.70557e+07,1.49205,1.2508,1.82978,0.343852,-4.49142,nan,1.3605,0.83775,0.558143,-0.00531688,-0.00199048,-0.00150535,0,-0.00277568,-0.0347314,-6.67621e-07,0.9225,-0.0463411,nan,nan
1389,83.7089,1000,0.0768185,0.0416667,0,0.177042,0.485138,0.255505,-0.0102968,7.96863,5.87e-05,0.012567,0.37834,11967.7,0.672966,0.353797,-0.8,0.15,227.864,1.7068e+07,1.37005,1.27747,1.82273,0.372135,-4.61078,nan,1.518,0.932,0.606884,-0.00645815,-0.00220834,-0.00188152,0,-0.00234559,-0.0349736,-6.29855e-07,1.02,-0.0751738,nan,nan
1390,53.535,679,0.0774233,0.0416667,0.0833333,0.176246,0.482924,0.18861,-0.00956339,7.96164,5.87e-05,0.0105462,0.378161,12270.9,0.671714,0.329676,-0.8,0.15,228.867,1.70803e+07,0.87861,0.804453,1.20797,0.248871,-3.09736,nan,1.012,0.63,0.404818,-0.00495528,-0.0018486,-0.00123423,-0.002,-0.00160132,-0.0367293,-5.61946e-07,0.68,-0.0442421,nan,nan
1391,73.1713,1000,0.0762858,0.166667,0,0.175783,0.487266,0.306519,-0.0087545,7.95254,5.87e-05,0.0124548,0.377975,12211.3,0.669137,0.337147,-0.8,0.15,229.875,1.70926e+07,1.50478,1.26712,1.8258,0.307186,-4.47411,nan,1.2285,0.75275,0.500474,-0.00497009,-0.0021725,-0.00135939,-0.002,-0.00219892,-0.0347178,-6.4112e-07,0.84,-0.0465144,nan,nan
1392,58.8825,884,0.0771204,0.208333,0.0833333,0.178902,0.488875,0.194264,-0.00928028,7.9434,5.87e-05,0.0105022,0.377782,11941.7,0.692567,0.336435,-0.8,0.15,230.905,1.71049e+07,1.30865,1.12206,1.60155,0.249008,-3.99547,nan,1.02214,0.628571,0.41518,-0.00439852,-0.00158416,-0.00117403,-0.00428571,-0.00317203,-0.036842,-6.32982e-07,0.681429,-0.0375334,nan,nan
1393,79.1578,1000,0.076937,0.166667,0,0.177912,0.487259,0.354628,-0.00891476,7.9356,5.87e-05,0.0106891,0.377667,12204.9,0.68016,0.326649,-0.8,0.15,231.913,1.71172e+07,1.44994,1.30116,1.81076,0.349282,-4.55128,nan,1.3725,0.8535,0.547138,-0.0057771,-0.00210568,-0.0016451,0,-0.0029241,-0.0333624,-5.91732e-07,0.91875,-0.0480491,nan,nan
1394,57.158,824.75,0.0759299,0.0833333,0.0833333,0.177954,0.486896,0.167188,-0.00926401,7.92974,5.87e-05,0.0129094,0.37749,11962.6,0.701859,0.325339,-0.8,0.15,232.942,1.71295e+07,1.13896,1.02912,1.47131,0.244088,-3.7322,nan,1.04775,0.645,0.423116,-0.0050129,-0.0019416,-0.00127156,-0.002,-0.00264435,-0.0401057,-6.61499e-07,0.6825,-0.0387595,nan,nan
1395,71.735,891.333,0.0777461,0.0833333,0.0416667,0.176982,0.483959,0.1995,-0.00968789,7.92091,5.87e-05,0.0127634,0.377328,8869.18,1.06292,0.322554,-0.8,0.15,234.329,1.71418e+07,1.17152,1.07005,1.59177,0.31584,-3.98066,nan,1.342,0.826667,0.544266,-0.0061022,-0.00261516,-0.00159673,-0.0676667,-0.0013282,-0.0405076,-6.7222e-07,0.875,-0.0498789,nan,nan
1396,75.8524,1000,0.0773471,0.208333,0,0.177594,0.485545,0.278542,-0.00824647,7.91451,5.87e-05,0.0161018,0.377224,11504.6,0.688646,0.379449,-0.8,0.15,235.4,1.7154e+07,1.46748,1.26983,1.82888,0.32081,-4.46078,nan,1.2924,0.7884,0.526294,-0.00516445,-0.00212311,-0.00151838,-0.0004,-0.00330901,-0.0352392,-6.43153e-07,0.855,-0.0479407,nan,nan
1397,78.2456,926.25,0.0760662,0.125,0.0416667,0.177041,0.487909,0.23201,-0.00955106,7.9096,3.91333e-05,0.0210563,0.377099,9868.2,0.910584,0.334628,-0.8,0.15,236.647,1.71663e+07,1.28253,1.1409,1.68633,0.348608,-4.20915,nan,1.40025,0.86275,0.572532,-0.00622773,-0.00234845,-0.00174059,-0.003,-0.00214783,-0.0371599,-6.56302e-07,0.93375,-0.0535938,nan,nan
1398,72.7282,1000,0.0771561,0.25,0,0.176147,0.493588,0.260794,-0.00819078,7.90421,3.91333e-05,0.0152544,0.377,11997.6,0.7063,0.317904,-0.8,0.15,237.673,1.71786e+07,1.47324,1.26921,1.82481,0.314753,-4.51226,nan,1.2695,0.7875,0.51412,-0.00533502,-0.00250906,-0.00145608,-0.0416667,-0.00122068,-0.0343922,-6.45454e-07,0.8325,-0.0503917,nan,nan
1399,86.5216,1000,0.0766873,0.0833333,0,0.175914,0.488757,0.33613,-0.00830154,7.89938,3.91333e-05,0.010643,0.376892,9975.83,0.888593,0.343184,-0.8,0.15,238.906,1.71909e+07,1.36282,1.27793,1.82989,0.369493,-4.48288,nan,1.527,0.9425,0.614478,-0.00578201,-0.00209419,-0.00185143,-0.004,-0.00334353,-0.0330346,-5.81398e-07,0.9825,-0.0475467,nan,nan
1400,67.2466,1000,0.077379,0.125,0,0.173396,0.484538,0.151427,-0.00790185,7.89445,3.91333e-05,0.0137874,0.376781,10641.9,0.727893,0.426785,-0.8,0.15,240.062,1.72032e+07,1.42578,1.3112,1.83074,0.276658,-4.48653,nan,1.154,0.714667,0.464306,-0.00490563,-0.0019451,-0.00138604,0,-0.00139664,-0.0345306,-6.31553e-07,0.76,-0.0443258,nan,nan
1401,80.056,1000,0.076905,0.125,0,0.176563,0.484325,0.178663,-0.0094582,7.888,3.91333e-05,0.00939375,0.376615,8589.25,0.981785,0.44884,-0.8,0.15,244.843,1.72155e+07,1.39297,1.26849,1.82705,0.338676,-4.48394,nan,1.39,0.864,0.567842,-0.00612608,-0.0029806,-0.00139177,-0.00933333,-0.00174624,-0.0377637,-6.98345e-07,0.945,-0.0479469,nan,nan
1402,78.8124,1000,0.0761941,0.208333,0,0.17683,0.488159,0.191433,-0.00826246,7.88022,3.91333e-05,0.00580999,0.37646,7743.54,1.06195,0.524918,-0.8,0.15,246.431,1.72278e+07,1.42633,1.2759,1.83219,0.337383,-4.49132,nan,1.3584,0.8334,0.546498,-0.00528006,-0.00206943,-0.00173162,-0.0014,-0.00257235,-0.0343943,-5.964e-07,0.918,-0.0487155,nan,nan
1403,67.475,1000,0.0772551,0.0833333,0,0.173881,0.487891,0.215132,-0.00905491,7.87426,3.91333e-05,0.011512,0.376365,6942.98,1.20735,0.562493,-0.8,0.15,248.204,1.72401e+07,1.45555,1.30237,1.82453,0.286256,-4.58748,nan,1.167,0.7205,0.474186,-0.00461987,-0.00145251,-0.00162796,-0.0025,-0.00305767,-0.0352743,-6.23028e-07,0.81,-0.0306187,nan,nan
1404,80.4576,1000,0.0775109,0.208333,0,0.174627,0.489486,0.309526,-0.00720702,7.86976,3.91333e-05,0.0117614,0.376267,7058.41,1.26156,0.479343,-0.8,0.15,249.946,1.72524e+07,1.39279,1.2617,1.83333,0.340112,-4.47195,nan,1.4034,0.8592,0.572163,-0.00619789,-0.00260839,-0.00147861,-0.0008,-0.000868347,-0.0357616,-7.07794e-07,0.93,-0.0501528,nan,nan
1405,88.1993,1000,0.0782497,0.0833333,0,0.174114,0.481397,0.278703,-0.00657625,7.86558,3.91333e-05,0.0102389,0.376192,8123.19,1.02693,0.485776,-0.8,0.15,251.461,1.72646e+07,1.39397,1.23318,1.82903,0.369181,-4.46194,nan,1.5525,0.946,0.63562,-0.00696762,-0.00273993,-0.00149495,0,-0.000212624,-0.0354103,-7.25875e-07,1.0125,-0.053253,nan,nan
1406,71.8773,988.2,0.0775487,0.166667,0.0416667,0.178355,0.487596,0.233191,-0.00777892,7.86111,3.91333e-05,0.00830373,0.376074,8500.46,1.00455,0.441017,-0.8,0.15,252.909,1.72769e+07,1.37694,1.24186,1.80261,0.3014,-4.40378,nan,1.2558,0.7714,0.512192,-0.00569669,-0.00217586,-0.00144083,0,-0.00138225,-0.0395113,-7.3008e-07,0.825,-0.0393416,nan,nan
1407,78.8612,1000,0.07846,0.125,0,0.176529,0.493163,0.273459,-0.00864233,7.85536,3.91333e-05,0.00818785,0.375961,7944.41,1.05082,0.495928,-0.8,0.15,254.457,1.72892e+07,1.41122,1.26067,1.81522,0.330451,-4.41653,nan,1.349,0.836333,0.557193,-0.0056468,-0.00275403,-0.00175263,0,-0.00178235,-0.0357186,-6.70213e-07,0.905,-0.0578477,nan,nan
1408,72.5979,928.667,0.07927,0.208333,0.0416667,0.173263,0.482528,0.27613,-0.00825777,7.85068,3.91333e-05,0.012742,0.375886,7067.12,1.25791,0.480845,-0.8,0.15,256.197,1.73015e+07,1.30088,1.16641,1.68612,0.300927,-4.13174,nan,1.284,0.788667,0.517351,-0.00576892,-0.00233885,-0.00165533,-0.007,-0.00292699,-0.0355314,-6.28041e-07,0.8125,-0.0399949,nan,nan
1409,75.1031,1000,0.0638043,14.9583,0,0.18119,0.464928,0.100953,-0.00846029,7.84628,3.91333e-05,0.0119708,0.375751,6790.65,1.30655,0.503,-0.8,0.15,258.009,1.73138e+07,1.45127,1.27547,1.83082,0.308213,-4.45293,nan,1.27517,0.784223,0.520751,-0.00524056,-0.00210584,-0.00147544,-0.0024624,-0.00165393,-0.035532,-6.51859e-07,0.856128,-0.0454813,nan,nan
1410,nan,nan,0.0709309,0,0,0.187649,0.500184,0.100587,-0.00904977,7.8377,3.91333e-05,0.00983821,0.375535,9001.35,0.960164,0.404965,-0.8,0.15,259.377,1.73261e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1411,78.1651,1000,0.0828496,0.291667,0,0.175667,0.483598,0.128594,-0.0091476,7.8278,3.91333e-05,0.0110439,0.375348,7915.12,1.0425,0.509972,-0.8,0.15,260.931,1.73384e+07,1.45645,1.28416,1.82882,0.313403,-4.45037,nan,1.31743,0.806286,0.546774,-0.005582,-0.00219607,-0.00137803,0,-0.00112497,-0.035752,-6.91014e-07,0.895714,-0.0443751,nan,nan
1412,59.7537,909.333,0.0815007,0.291667,0.0833333,0.17363,0.476106,0.0729244,-0.00908773,7.81745,3.91333e-05,0.0051849,0.37508,7553.14,1.1472,0.479673,-0.8,0.15,262.56,1.73507e+07,1.33977,1.15104,1.64618,0.244161,-4.06724,nan,1.026,0.631667,0.417701,-0.00454001,-0.00180618,-0.00125915,-0.000333333,-0.00200288,-0.0363409,-6.41016e-07,0.678333,-0.0336469,nan,nan
1413,nan,nan,0.0823716,0,0,0.171398,0.471794,0.0696468,-0.0085383,7.80261,3.91333e-05,0.010329,0.374744,7448.89,1.14608,0.503558,-0.8,0.15,264.211,1.73629e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1414,91.5434,1000,0.0822122,0.125,0,0.173496,0.481137,0.0643102,-0.00955558,7.78658,3.91333e-05,0.0131385,0.374422,7284.67,1.13665,0.55018,-0.8,0.15,265.9,1.73752e+07,1.45869,1.29392,1.83219,0.370242,-4.40378,nan,1.525,0.935,0.635939,-0.00647036,-0.00293595,-0.00175221,-0.00133333,-0.00133238,-0.035472,-6.95735e-07,1.03,-0.050731,nan,nan
1415,nan,nan,0.0823839,0,0,0.173875,0.473918,0.268986,-0.00805943,7.77372,3.91333e-05,0.0105699,0.374247,8745.13,1.01615,0.388971,-0.8,0.15,267.307,1.73875e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1416,77.8833,1000,0.0813441,0.208333,0,0.176853,0.473349,0.305411,-0.00806384,7.76831,3.91333e-05,0.0111873,0.374184,9710.07,0.936001,0.32949,-0.8,0.15,268.574,1.73998e+07,1.43724,1.29907,1.82548,0.324268,-4.48809,nan,1.3368,0.8212,0.546295,-0.00574249,-0.00217574,-0.00148249,-0.0018,-0.000700552,-0.0361166,-6.64745e-07,0.888,-0.0480852,nan,nan
1417,75.2491,1000,0.0788279,0.125,0,0.178652,0.490918,0.262733,-0.00946739,7.76546,5.87e-05,0.00374455,0.374117,8158.7,1.03651,0.469612,-0.8,0.15,270.081,1.74121e+07,1.44105,1.29491,1.83022,0.309332,-4.40938,nan,1.258,0.776667,0.507625,-0.00518963,-0.00218562,-0.00143058,0,-0.00261831,-0.0359626,-6.3422e-07,0.855,-0.0535669,nan,nan
1418,71.468,806,0.0785157,0.125,0.0416667,0.179203,0.480236,0.261311,-0.0091195,7.7604,5.87e-05,0.0176829,0.373966,8589.79,1.04938,0.381161,-0.8,0.15,271.514,1.74244e+07,1.13943,1.02697,1.46474,0.28894,-3.55768,nan,1.23075,0.75275,0.506743,-0.00498407,-0.00191008,-0.00164066,0,-0.00225548,-0.033768,-5.65599e-07,0.81375,-0.0484241,nan,nan
1419,55.7454,746.667,0.0805564,0.0833333,0.0416667,0.175061,0.475903,0.383121,-0.00953349,7.75337,5.87e-05,0.0116451,0.373855,9366.4,0.882878,0.429046,-0.8,0.15,272.827,1.74367e+07,0.941819,0.942052,1.35021,0.227656,-3.23026,nan,0.982,0.601,0.396993,-0.00450852,-0.00150328,-0.00117637,0,-0.00257596,-0.0334766,-5.56241e-07,0.645,-0.0259664,nan,nan
1420,78.5548,1000,0.0797628,0.166667,0,0.17754,0.467173,0.191721,-0.00919665,7.74742,5.87e-05,0.0111719,0.373684,9164.33,0.892147,0.448704,-0.8,0.15,274.169,1.7449e+07,1.50652,1.27932,1.83989,0.315864,-4.37329,nan,1.2765,0.779,0.524079,-0.00505827,-0.00194263,-0.00144646,-0.00025,-0.000858372,-0.0343596,-6.40054e-07,0.86625,-0.0424833,nan,nan
1421,89.6843,1000,0.0781506,0.125,0,0.178638,0.476294,0.260729,-0.0104883,7.73861,3.91333e-05,0.0209204,0.373502,7747.7,1.08543,0.500592,-0.8,0.15,275.757,1.74612e+07,1.40401,1.25675,1.81485,0.357305,-4.35244,nan,1.527,0.934667,0.626708,-0.00643561,-0.00269856,-0.00163312,0,-0.00125118,-0.0369149,-6.99996e-07,1.02,-0.055706,nan,nan
1422,57.8632,828.5,0.0783545,0.25,0.0833333,0.178442,0.479353,0.296248,-0.00732103,7.73159,3.91333e-05,0.0120333,0.373376,8736.42,1.02671,0.379813,-0.8,0.15,277.165,1.74735e+07,1.18163,1.05517,1.51362,0.238616,-3.62805,nan,0.976875,0.60075,0.400612,-0.00418412,-0.00172711,-0.00126288,-0.01675,-0.0019371,-0.0308026,-5.61405e-07,0.6525,-0.0418949,nan,nan
1423,83.0689,1000,0.0784419,0.291667,0,0.177514,0.485314,0.179172,-0.0083597,7.72564,3.91333e-05,0.0117615,0.373258,11453,0.727934,0.34497,-0.8,0.15,278.24,1.74858e+07,1.45943,1.28105,1.83834,0.338068,-4.40276,nan,1.39586,0.853286,0.569414,-0.005671,-0.00233862,-0.00159947,0,-0.0018243,-0.0353135,-6.53639e-07,0.917143,-0.0496435,nan,nan
1424,71.792,1000,0.0798723,0.125,0,0.177467,0.474398,0.307278,-0.00899591,7.7206,3.91333e-05,0.00931171,0.373174,10079.5,0.803968,0.415135,-0.8,0.15,279.46,1.74981e+07,1.51623,1.3153,1.84249,0.279965,-4.3859,nan,1.153,0.704,0.46869,-0.00492185,-0.00185212,-0.00123204,0,-0.00181587,-0.033916,-6.46863e-07,0.775,-0.0354366,nan,nan
1425,57.364,832.333,0.0792638,0.0833333,0.0416667,0.176464,0.488956,0.262076,-0.00802924,7.71696,3.91333e-05,0.0109481,0.373108,9387.07,0.959601,0.349434,-0.8,0.15,280.771,1.75104e+07,1.11866,1.08877,1.51564,0.239167,-3.63473,nan,0.994,0.609667,0.400766,-0.00451246,-0.00172015,-0.00125334,-0.000333333,-0.00182532,-0.0323162,-5.81781e-07,0.615,-0.0367872,nan,nan
1426,72.1578,1000,0.0784914,0.166667,0,0.178179,0.483774,0.219878,-0.0075367,7.71335,3.91333e-05,0.0120757,0.373017,9296.08,0.925351,0.396496,-0.8,0.15,282.094,1.75227e+07,1.46476,1.31713,1.83448,0.294095,-4.33561,nan,1.164,0.709,0.468837,-0.00425179,-0.00145782,-0.00141599,0,-0.00086567,-0.0328993,-5.96957e-07,0.77625,-0.0441713,nan,nan
1427,75.9146,928.125,0.0786589,0.291667,0.0416667,0.177154,0.475813,0.188979,-0.00833157,7.70816,3.91333e-05,0.00879708,0.372911,9988.7,0.776993,0.453197,-0.8,0.15,283.326,1.7535e+07,1.25631,1.1763,1.69366,0.31228,-4.04748,nan,1.32,0.811,0.532701,-0.00612016,-0.00247753,-0.00154682,-0.006375,-0.00181178,-0.0344338,-6.44805e-07,0.845625,-0.0519006,nan,nan
1428,74.3177,867,0.0791023,0.125,0.0416667,0.177536,0.473165,0.221133,-0.0076657,7.70268,3.91333e-05,0.0124212,0.372789,8331.8,1.06739,0.407446,-0.8,0.15,284.802,1.75473e+07,1.2323,1.12472,1.5793,0.301495,-3.79233,nan,1.248,0.7575,0.512347,-0.00474263,-0.00184391,-0.00161023,-0.00575,-0.00186983,-0.0351266,-6.31968e-07,0.84,-0.0364935,nan,nan
1429,67.9602,1000,0.0795869,0.0833333,0,0.177277,0.486241,0.150881,-0.00703919,7.69611,3.91333e-05,0.0120318,0.372639,10121.7,0.827162,0.386858,-0.8,0.15,286.018,1.75596e+07,1.44248,1.31127,1.8468,0.26972,-4.32637,nan,1.089,0.666,0.449748,-0.00442318,-0.00235676,-0.0012874,-0.002,-0.0012591,-0.0336106,-6.37848e-07,0.735,-0.0407095,nan,nan
1430,83.8955,1000,0.0801883,0.166667,0,0.176147,0.481515,0.172227,-0.00781793,7.68921,3.91333e-05,0.0108816,0.372506,10996.2,0.785087,0.33239,-0.8,0.15,287.137,1.75718e+07,1.43801,1.29295,1.82868,0.33688,-4.38071,nan,1.4025,0.85225,0.5769,-0.00593444,-0.00261725,-0.0016491,0,-0.00110755,-0.035512,-6.8379e-07,0.9375,-0.0433556,nan,nan
1431,65.3762,1000,0.0801169,0.0833333,0,0.180281,0.484572,0.361378,-0.00796166,7.68284,3.91333e-05,0.00809103,0.37239,9452.31,0.934915,0.365084,-0.8,0.15,288.438,1.75841e+07,1.48693,1.30141,1.85517,0.270147,-4.39781,nan,1.0755,0.661,0.432252,-0.00412718,-0.0019083,-0.00136686,0,-0.00158002,-0.0330198,-5.87934e-07,0.66,-0.0337965,nan,nan
