iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
115,nan,nan,0.0336804,0,0,0.301165,2.03113,0.024147,-0.0103305,2.41781,8.77915e-05,0.0239121,0.296353,7584.92,0.754002,0.866054,-0.1,0.02,23.0815,1.41312e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116,nan,nan,0.0339535,0,0,0.300271,2.00932,0.022733,-0.00970957,2.41087,8.77915e-05,0.0142676,0.296231,7342.27,0.764168,0.90943,-0.1,0.02,24.7573,1.42541e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117,11.0093,398.333,0.0336143,0,0.125,0.29746,2.03849,0.027798,-0.0100568,2.40636,8.77915e-05,0.0150519,0.296142,7284.86,0.724642,0.962144,-0.1,0.02,26.4462,1.4377e+06,0.052156,0.0160086,0.256605,0.00467237,-0.102215,nan,0.934,nan,nan,nan,nan,-0.0193259,-0.0794276,-0.012294,0.0195,-0.159059,-0.002,-0.0148435,-0.34331,nan
118,13.3933,417,0.0349273,0,0.125,0.302523,2.01821,0.0324926,-0.00971003,2.40258,8.77915e-05,0.0176104,0.296055,8140.84,0.717622,0.791804,-0.1,0.02,27.9597,1.44998e+06,0.0495827,0.0233203,0.278656,0.00568629,-0.109378,nan,1.047,nan,nan,nan,nan,-0.0212322,-0.0833734,-0.0134389,0.0235,-0.167649,-0.000333333,-0.0136573,-0.349018,nan
119,14.0025,445,0.0346547,0,0.0833333,0.298485,2.03389,0.0345858,-0.00907756,2.39922,8.77915e-05,0.0137554,0.295966,7166.23,0.881674,0.833034,-0.1,0.02,29.6766,1.46227e+06,0.0439337,0.0166991,0.304048,0.0042483,-0.116826,nan,1.14825,nan,nan,nan,nan,-0.0221882,-0.0868848,-0.0146194,0.0175,-0.179148,-0.002,-0.0188367,-0.394053,nan
120,13.8519,463.5,0.0351777,0,0.0833333,0.296594,2.01465,0.026276,-0.0105526,2.39476,8.77915e-05,0.0137657,0.295837,7018.12,0.747239,1.00366,-0.1,0.02,31.4303,1.47456e+06,0.0644436,0.0191951,0.294805,0.00546653,-0.118695,nan,1.14675,nan,nan,nan,nan,-0.0247242,-0.103373,-0.0141956,0.02425,-0.185469,-0.0005,-0.0160695,-0.399291,nan
121,nan,nan,0.0363884,0,0,0.29881,2.04266,0.020546,-0.00957562,2.38882,8.77915e-05,0.0175668,0.295701,8639.13,0.71588,0.706485,-0.1,0.02,32.8551,1.48685e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
122,17.612,509,0.0362771,0,0.0416667,0.294225,2.02791,0.0223509,-0.0101002,2.38267,8.77915e-05,0.015275,0.295517,8525.7,0.757039,0.68425,-0.1,0.02,34.2994,1.49914e+06,0.0853031,0.0272861,0.352851,0.00615755,-0.131402,nan,1.2225,nan,nan,nan,nan,-0.0221108,-0.0799641,-0.0154586,0.0345,-0.198488,0,-0.0209982,-0.379577,nan
123,nan,nan,0.0367374,0,0,0.29257,2.01362,0.0232682,-0.00982867,2.37458,8.77915e-05,0.0171554,0.295344,7428.74,0.684761,0.969356,-0.1,0.02,35.9578,1.51142e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124,7.19885,571,0.0364972,0,0.0416667,0.294209,2.02337,0.027563,-0.0104189,2.36775,8.77915e-05,0.0191494,0.295179,7207.06,0.731016,0.973978,-0.1,0.02,37.665,1.52371e+06,0.0880337,0.0289966,0.363038,0.00208311,-0.151241,nan,0.903,nan,nan,nan,nan,-0.0175341,-0.0685641,-0.0107712,0.016,-0.229602,-0.005,-0.0259353,-0.532562,nan
125,20.0286,590,0.0370841,0,0.0833333,0.295042,2.02742,0.0266324,-0.00914065,2.36285,8.77915e-05,0.0141037,0.295139,7108.9,0.757506,0.971031,-0.1,0.02,39.3959,1.536e+06,0.0965612,0.031658,0.423652,0.0067022,-0.155068,nan,1.4535,nan,nan,nan,nan,-0.0276439,-0.10088,-0.0195457,0.035,-0.234894,-0.001,-0.022605,-0.484006,nan
126,20.5031,624,0.0369923,0,0.0416667,0.293009,2.04834,0.0274117,-0.0101523,2.36092,8.77915e-05,0.012783,0.295038,7797.62,0.83059,0.745276,-0.1,0.02,40.9738,1.54829e+06,0.0916481,0.0351433,0.43306,0.00702146,-0.165209,nan,1.5255,nan,nan,nan,nan,-0.031226,-0.116789,-0.020637,0.0335,-0.250063,0,-0.0224292,-0.494364,nan
127,22.1483,635,0.03823,0,0.0416667,0.28977,2.02205,0.022319,-0.0102729,2.35615,8.77915e-05,0.0137924,0.294969,7914.33,0.821563,0.731063,-0.1,0.02,42.5283,1.56058e+06,0.102308,0.0314274,0.428961,0.00670425,-0.158114,nan,1.5465,nan,nan,nan,nan,-0.0336254,-0.0956934,-0.0183168,0.0335,-0.249608,-0.001,-0.0255281,-0.460101,nan
128,21.6956,665,0.0383704,0,0.0833333,0.291473,2.02178,0.0399682,-0.00914375,2.35327,8.77915e-05,0.0136395,0.294879,7340.26,0.857885,0.81617,-0.1,0.02,44.2042,1.57286e+06,0.0869991,0.0361442,0.471968,0.0062981,-0.169849,nan,1.617,nan,nan,nan,nan,-0.0297455,-0.120349,-0.0205111,0.03825,-0.263277,-0.002,-0.0253593,-0.540791,nan
129,20.1733,683,0.0392914,0,0.0833333,0.29297,2.00665,0.0260066,-0.0104759,2.34864,8.77915e-05,0.0109114,0.294768,6962.75,0.876951,0.887868,-0.1,0.02,45.9713,1.58515e+06,0.0940158,0.0295881,0.461224,0.00536734,-0.178527,nan,1.6815,nan,nan,nan,nan,-0.0342774,-0.145839,-0.0216828,0.0355,-0.272329,-0.0005,-0.0265426,-0.618831,nan
130,22.6913,717,0.0395292,0,0.0416667,0.2884,2.01001,0.0309807,-0.0101876,2.3423,8.77915e-05,0.018712,0.29456,7915.48,0.803689,0.748712,-0.1,0.02,47.5256,1.59744e+06,0.0856545,0.0400658,0.482102,0.00779618,-0.183752,nan,1.7295,nan,nan,nan,nan,-0.0363046,-0.143396,-0.0204076,0.033,-0.285497,0,-0.0261686,-0.548026,nan
131,24.2261,732.5,0.0394161,0,0.0833333,0.292104,2.00143,0.0305774,-0.0101061,2.33341,8.77915e-05,0.0137694,0.294356,7335.06,0.746422,0.92882,-0.1,0.02,49.2028,1.60973e+06,0.113391,0.0309933,0.51142,0.00658711,-0.187118,nan,1.827,nan,nan,nan,nan,-0.0302531,-0.119906,-0.0222502,0.0345,-0.291353,-0.0015,-0.0286032,-0.631603,nan
132,nan,nan,0.0407647,0,0,0.290479,1.96644,0.0229512,-0.00978744,2.32522,8.77915e-05,0.0123081,0.29416,7102.49,0.845923,0.884174,-0.1,0.02,50.9353,1.62202e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
133,nan,nan,0.040407,0,0,0.288133,1.98107,0.0232309,-0.00972925,2.3176,8.77915e-05,0.0130143,0.294026,11353.5,0.684784,0.397521,-0.1,0.02,52.0219,1.6343e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
134,19.6431,521,0.040814,0,0.0833333,0.285677,1.98532,0.0281177,-0.0103328,2.31434,8.77915e-05,0.0110983,0.294012,14073.7,0.537592,0.335527,-0.1,0.02,52.8963,1.64659e+06,0.0665583,0.0265035,0.362768,0.00516605,-0.134431,nan,1.359,nan,nan,nan,nan,-0.0238861,-0.0817127,-0.0145241,0.023,-0.207475,0,-0.0198096,-0.379005,nan
135,28.3298,827,0.0416305,0,0.0833333,0.284127,2.01191,0.033428,-0.00947557,2.3119,8.77915e-05,0.0120725,0.293874,13414.6,0.541985,0.374032,-0.1,0.02,53.8139,1.65888e+06,0.0874481,0.0342041,0.573945,0.00644791,-0.213246,nan,2.157,nan,nan,nan,nan,-0.0361741,-0.148208,-0.0233059,0.03575,-0.329481,-0.002,-0.0336724,-0.692218,nan
136,27.9216,851,0.0416351,0,0.0416667,0.285579,2.02068,0.0304005,-0.00955708,2.30441,8.77915e-05,0.0136349,0.293683,12168.6,0.564024,0.445785,-0.1,0.02,54.8252,1.67117e+06,0.0708669,0.0429302,0.558345,0.0072978,-0.217916,nan,2.2335,nan,nan,nan,nan,-0.0397229,-0.170468,-0.0264689,0.034,-0.336832,-0.001,-0.0367934,-0.721662,nan
137,32.2502,883.5,0.0419747,0,0.0833333,0.283385,1.99332,0.0329028,-0.0101886,2.29732,8.77915e-05,0.0140476,0.293565,7711.26,1.08147,0.512041,-0.1,0.02,56.4201,1.68346e+06,0.138313,0.0390977,0.62988,0.00664547,-0.222681,nan,2.25675,nan,nan,nan,nan,-0.0387355,-0.146085,-0.023525,0.04125,-0.347864,-0.0015,-0.0355105,-0.683526,nan
138,27.9535,894,0.042757,0,0.0416667,0.279836,1.99229,0.0393932,-0.00914312,2.29286,8.77915e-05,0.0138278,0.29347,7222.29,1.09039,0.611006,-0.1,0.02,58.1232,1.69574e+06,0.102717,0.0410966,0.611139,0.00866155,-0.229667,nan,2.181,nan,nan,nan,nan,-0.0397836,-0.16878,-0.0265293,0.0385,-0.352335,-0.001,-0.0377988,-0.729545,nan
139,32.2763,926.25,0.0431493,0,0.166667,0.281776,1.99412,0.0417502,-0.0100167,2.28949,8.77915e-05,0.0170101,0.293418,7443.17,0.997836,0.653073,-0.1,0.02,59.7759,1.70803e+06,0.12546,0.0445973,0.64051,0.00735981,-0.232011,nan,2.33475,nan,nan,nan,nan,-0.0415368,-0.152114,-0.0255644,0.0395,-0.365624,-0.0015,-0.0388602,-0.721153,nan
140,32.5411,941,0.0445088,0,0.0416667,0.280039,1.99066,0.040658,-0.00859445,2.28739,8.77915e-05,0.0130483,0.293372,7063.86,1.07252,0.667038,-0.1,0.02,61.5174,1.72032e+06,0.0870088,0.0416257,0.668277,0.00745881,-0.235538,nan,2.3865,nan,nan,nan,nan,-0.0401167,-0.146877,-0.0263504,0.0355,-0.36918,-0.003,-0.0412189,-0.737036,nan
141,32.5271,967.5,0.0447982,0,0.0833333,0.279463,2.00899,0.0354211,-0.010295,2.28436,8.77915e-05,0.0136754,0.293275,7413.15,0.845311,0.812284,-0.1,0.02,63.1792,1.73261e+06,0.12657,0.0431502,0.67718,0.00778544,-0.244685,nan,2.39325,nan,nan,nan,nan,-0.041821,-0.161269,-0.0275094,0.05125,-0.382602,-0.0015,-0.0426675,-0.77078,nan
142,35.6156,1000,0.0403198,19,0,0.315572,1.98783,0.0274791,-0.012354,2.27946,8.77915e-05,0.0151801,0.293156,6537.06,1.10393,0.775811,-0.1,0.02,65.0607,1.7449e+06,0.152745,0.0508275,0.719796,0.00753292,-0.252456,nan,2.49786,nan,nan,nan,nan,-0.0417066,-0.16174,-0.0276414,0.042239,-0.393396,-0.00109649,-0.0401224,-0.772058,nan
143,21.7408,583.857,0.0424768,0.166667,0.125,0.299554,2.02716,0.0458658,-0.00855196,2.27426,8.77915e-05,0.0178856,0.293043,7843.08,0.91464,0.652092,-0.1,0.02,66.6303,1.75718e+06,0.0865032,0.0305641,0.4177,0.00477881,-0.148495,nan,1.52721,nan,nan,nan,nan,-0.0262635,-0.102334,-0.0159337,0.0263571,-0.230099,-0.001,-0.0254841,-0.45647,nan
144,19.5178,514.5,0.0458741,0,0.0833333,0.278765,2.00121,0.034602,-0.00880633,2.26981,8.77915e-05,0.011969,0.292944,7860.54,0.825543,0.737708,-0.1,0.02,68.1952,1.76947e+06,0.072319,0.0260387,0.362775,0.00381948,-0.128998,nan,1.395,nan,nan,nan,nan,-0.0233544,-0.0825812,-0.0139156,0.019,-0.203235,-0.0015,-0.0226247,-0.42685,nan
145,16.6727,441.6,0.0461687,0.0833333,0.125,0.280531,2.0202,0.0418365,-0.00881378,2.26444,8.77915e-05,0.0143551,0.292773,7401.7,0.929946,0.730214,-0.1,0.02,69.857,1.78176e+06,0.0773949,0.0250586,0.320613,0.00350094,-0.112052,nan,1.1145,nan,nan,nan,nan,-0.0185904,-0.0663826,-0.0120106,0.0192,-0.174568,-0.001,-0.0171739,-0.324856,nan
146,19.1505,511,0.046525,0.0416667,0.125,0.279238,1.97324,0.0429461,-0.00627472,2.25736,8.77915e-05,0.0124124,0.292636,8262.29,0.832067,0.655172,-0.1,0.02,71.3464,1.79405e+06,0.0818331,0.0264518,0.361163,0.00400308,-0.127935,nan,1.34063,nan,nan,nan,nan,-0.0238915,-0.0800551,-0.0134702,0.01575,-0.20052,-0.00075,-0.0220794,-0.403598,nan
147,12.4167,292.2,0.0469683,0.0416667,0.166667,0.281256,2.00418,0.0401605,-0.00804534,2.25271,8.77915e-05,0.0130415,0.292554,8281.51,0.647547,0.83624,-0.1,0.02,72.8319,1.80634e+06,0.048745,0.0147195,0.209531,0.00234481,-0.071189,nan,0.8184,nan,nan,nan,nan,-0.01386,-0.0448971,-0.00714765,0.0102,-0.114998,0,-0.0113018,-0.219711,nan
148,22.9666,570.5,0.0461916,0.0416667,0.0416667,0.277963,1.97983,0.0371047,-0.00732317,2.24916,8.77915e-05,0.0117615,0.292472,7016.05,0.905137,0.846277,-0.1,0.02,74.5851,1.81862e+06,0.076517,0.028857,0.42359,0.00243953,-0.141902,nan,1.527,nan,nan,nan,nan,-0.0244768,-0.082,-0.0144892,0.0195,-0.223992,-0.0005,-0.0253756,-0.416838,nan
149,39.9228,1000,0.0479753,0.0833333,0,0.277771,1.98879,0.0366358,-0.0101063,2.24477,8.77915e-05,0.0113363,0.292348,8323.59,0.958949,0.517337,-0.1,0.02,76.0629,1.83091e+06,0.159413,0.0541784,0.736778,0.00647234,-0.250185,nan,2.65425,nan,nan,nan,nan,-0.0403469,-0.147401,-0.0260168,0.03375,-0.391556,-0.0005,-0.0435737,-0.749121,nan
150,15.5915,404.333,0.0478169,0.0416667,0.0833333,0.276377,2.01943,0.0395326,-0.00871791,2.24025,8.77915e-05,0.00954414,0.292273,8400.83,0.816749,0.645963,-0.1,0.02,77.5273,1.8432e+06,0.0595304,0.0225526,0.288998,0.00258597,-0.101913,nan,1.0785,nan,nan,nan,nan,-0.0191416,-0.0628718,-0.0101533,0.0121667,-0.158479,-0.001,-0.0147243,-0.316474,nan
151,23.8419,600.5,0.0476971,0.0416667,0.0416667,0.276315,2.01749,0.029221,-0.00911391,2.23549,8.77915e-05,0.0161777,0.292097,8577.09,0.805595,0.627058,-0.1,0.02,78.9617,1.85549e+06,0.0724376,0.035611,0.438132,0.00406199,-0.148445,nan,1.6155,nan,nan,nan,nan,-0.0253115,-0.0834094,-0.0161164,0.02375,-0.234871,-0.0015,-0.0290015,-0.45874,nan
152,39.2125,1000,0.0482493,0.0416667,0,0.274754,2.00653,0.0405988,-0.00909817,2.22758,8.77915e-05,0.0130815,0.291945,8599.64,0.846485,0.582412,-0.1,0.02,80.3923,1.86778e+06,0.163563,0.0534122,0.756321,0.00547777,-0.247681,nan,2.58,nan,nan,nan,nan,-0.0418598,-0.152775,-0.0306718,0.038,-0.391984,0,-0.0408941,-0.730283,nan
153,26.298,626.5,0.0489068,0.0833333,0.0833333,0.275104,1.99076,0.033444,-0.00924314,2.22206,8.77915e-05,0.0158575,0.2918,7653.29,0.856835,0.748748,-0.1,0.02,82.0003,1.88006e+06,0.104491,0.0342868,0.459741,0.00408012,-0.154613,nan,1.704,nan,nan,nan,nan,-0.0283034,-0.0922984,-0.0157117,0.020875,-0.24337,-0.00275,-0.027104,-0.448425,nan
154,21.9557,510,0.0494765,0.0416667,0.125,0.275169,1.99505,0.0476172,-0.00904869,2.21587,8.77915e-05,0.0137127,0.291681,7895.75,0.792365,0.763916,-0.1,0.02,83.559,1.89235e+06,0.0751069,0.0268042,0.386025,0.00351296,-0.12339,nan,1.39763,nan,nan,nan,nan,-0.0216204,-0.0685836,-0.0117866,0.014625,-0.196241,0,-0.0249136,-0.35938,nan
155,14.1031,314.8,0.0501207,0,0.208333,0.27358,2.01722,0.0455127,-0.00938315,2.21123,8.77915e-05,0.016994,0.291578,8546.93,0.704655,0.733054,-0.1,0.02,84.9986,1.90464e+06,0.0537679,0.017996,0.230756,0.00197335,-0.0748301,nan,0.8889,nan,nan,nan,nan,-0.0142269,-0.0398877,-0.00734534,0.0083,-0.120715,-0.0016,-0.0150263,-0.222907,nan
156,nan,nan,0.0511079,0,0,0.275872,1.96173,0.0351156,-0.00872032,2.20632,8.77915e-05,0.0108736,0.291464,7251.76,0.746504,0.947982,-0.1,0.02,86.6982,1.91693e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
157,14.881,353,0.0501864,0,0.0416667,0.272689,1.95615,0.0275064,-0.00724867,2.20105,8.77915e-05,0.0121739,0.291325,7144.95,0.842771,0.877046,-0.1,0.02,88.4197,1.92922e+06,0.0735414,0.0160793,0.24823,0.00294964,-0.0834754,nan,0.9375,nan,nan,nan,nan,-0.0152226,-0.0422115,-0.0078367,0.0055,-0.136658,0,-0.0167211,-0.237624,nan
158,26.9319,582,0.0511855,0.0416667,0.208333,0.273761,1.98734,0.0578887,-0.00749978,2.19425,8.77915e-05,0.00987139,0.291168,7340.49,0.794478,0.879524,-0.1,0.02,90.0954,1.9415e+06,0.0985298,0.0331171,0.441439,0.00311719,-0.138488,nan,1.6645,nan,nan,nan,nan,-0.0245557,-0.0805036,-0.0138386,0.0165,-0.223872,-0.0005,-0.0274538,-0.401396,nan
159,43.9835,1000,0.0505276,0.125,0,0.272386,1.99721,0.0331336,-0.00667441,2.18896,8.77915e-05,0.0116019,0.291078,8010.05,0.804159,0.729913,-0.1,0.02,91.6312,1.95379e+06,0.172433,0.0519121,0.757369,0.00531341,-0.244546,nan,2.7645,nan,nan,nan,nan,-0.041107,-0.14362,-0.024883,0.0343333,-0.388394,-0.001,-0.0424463,-0.700689,nan
160,43.3998,1000,0.0518881,0.0833333,0,0.271379,1.96314,0.0266235,-0.0063985,2.18436,8.77915e-05,0.0130497,0.29093,7637.45,0.861507,0.747407,-0.1,0.02,93.2418,1.96608e+06,0.152457,0.0563913,0.765155,0.00558389,-0.241503,nan,2.7405,nan,nan,nan,nan,-0.042027,-0.137433,-0.0262405,0.03,-0.386957,0,-0.0455673,-0.700372,nan
161,33.1768,729.75,0.0514746,0.0833333,0.0833333,0.270746,1.97821,0.0482114,-0.00770033,2.17856,8.77915e-05,0.0136802,0.290851,7792.06,0.785515,0.791475,-0.1,0.02,94.8205,1.97837e+06,0.118999,0.0445943,0.556571,0.0036031,-0.174935,nan,2.058,nan,nan,nan,nan,-0.0310537,-0.0918057,-0.0171999,0.018125,-0.282551,-0.00125,-0.0365235,-0.505733,nan
162,30.7381,669,0.0513118,0.0416667,0.166667,0.271076,1.9752,0.0503848,-0.0075706,2.17516,8.77915e-05,0.0146615,0.290744,8262.57,0.7755,0.711689,-0.1,0.02,96.3099,1.99066e+06,0.119671,0.0369288,0.513549,0.00337506,-0.160806,nan,1.8693,nan,nan,nan,nan,-0.0278377,-0.0759495,-0.014868,0.0181,-0.258708,-0.0038,-0.0344271,-0.447622,nan
163,47.5185,1000,0.0527436,0.0416667,0,0.27246,1.98946,0.0262413,-0.00604453,2.17018,8.77915e-05,0.01691,0.290643,9009.37,0.674546,0.689368,-0.1,0.02,97.6756,2.00294e+06,0.172171,0.0568686,0.788302,0.00516462,-0.239274,nan,2.865,nan,nan,nan,nan,-0.042229,-0.129743,-0.0246738,0.0245,-0.386567,-0.002,-0.0391424,-0.67245,nan
164,nan,nan,0.0524112,0,0,0.270849,1.98093,0.0292369,-0.00757894,2.16457,8.77915e-05,0.0152421,0.290458,7816.57,0.833446,0.738598,-0.1,0.02,99.2496,2.01523e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
165,nan,nan,0.0521396,0,0,0.268392,1.97302,0.0248189,-0.00760037,2.15507,8.77915e-05,0.0079569,0.290227,8223.87,0.824119,0.670068,-0.1,0.02,100.746,2.02752e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
166,26.9539,576.5,0.0526909,0,0.0833333,0.270218,1.97179,0.037095,-0.00857144,2.14681,8.77915e-05,0.0146916,0.290121,8448.53,0.858944,0.59551,-0.1,0.02,102.202,2.03981e+06,0.0917974,0.0350474,0.43755,0.00284663,-0.135495,nan,1.65975,nan,nan,nan,nan,-0.0244362,-0.0614088,-0.0129653,0.01125,-0.219616,0,-0.033813,-0.402815,nan
167,47.5147,1000,0.0525551,0.0416667,0,0.268664,1.99543,0.0330164,-0.00769579,2.14357,8.77915e-05,0.0116331,0.290038,8333.56,0.776678,0.697842,-0.1,0.02,103.679,2.0521e+06,0.182312,0.0577004,0.76859,0.00512218,-0.238099,nan,2.8815,nan,nan,nan,nan,-0.0389493,-0.112517,-0.0227617,0.0265,-0.383652,0,-0.0531086,-0.696903,nan
168,34.0731,722.667,0.0528129,0.0416667,0.0833333,0.269595,1.97119,0.0354341,-0.00715868,2.13968,8.77915e-05,0.0128953,0.289971,8190.28,0.79227,0.708045,-0.1,0.02,105.181,2.06438e+06,0.108149,0.0381184,0.567137,0.00338401,-0.174391,nan,2.085,nan,nan,nan,nan,-0.0295542,-0.0800604,-0.0157333,0.0191667,-0.278761,-0.00533333,-0.0391826,-0.494288,nan
169,44.9663,1000,0.0533228,0.0416667,0,0.269994,1.9681,0.0335151,-0.00804842,2.13479,8.77915e-05,0.0156657,0.289768,9114.69,0.754905,0.593248,-0.1,0.02,106.53,2.07667e+06,0.163715,0.0566233,0.782255,0.00475694,-0.235867,nan,2.787,nan,nan,nan,nan,-0.0363801,-0.121396,-0.0242859,0.028,-0.381077,0,-0.0585484,-0.716483,nan
170,44.639,915.25,0.0524736,0.125,0.0416667,0.266964,1.96325,0.0282987,-0.00719522,2.12609,8.77915e-05,0.00677391,0.289611,7771.89,0.797291,0.783791,-0.1,0.02,108.113,2.08896e+06,0.142531,0.0506958,0.724145,0.00423772,-0.21898,nan,2.682,nan,nan,nan,nan,-0.0367344,-0.102617,-0.0198523,0.022375,-0.350312,-0.001,-0.0494954,-0.615047,nan
171,38.4668,851,0.0536187,0.0416667,0.0416667,0.269307,1.97072,0.0283702,-0.00819258,2.12078,8.77915e-05,0.0151091,0.28953,7206.57,0.861107,0.844003,-0.1,0.02,109.821,2.10125e+06,0.133951,0.0518644,0.641486,0.00352654,-0.199083,nan,2.36625,nan,nan,nan,nan,-0.0383677,-0.0980923,-0.0178596,0.01675,-0.326557,-0.003,-0.0469775,-0.560549,nan
172,45.5644,1000,0.0534001,0.0416667,0,0.266658,1.98988,0.0239862,-0.00523875,2.11662,8.77915e-05,0.0129908,0.289407,8560.24,0.850285,0.585189,-0.1,0.02,111.258,2.11354e+06,0.118513,0.0493226,0.773929,0.00474079,-0.240391,nan,2.859,nan,nan,nan,nan,-0.0424109,-0.125013,-0.0239853,0.031,-0.385699,0,-0.0541576,-0.686629,nan
173,48.344,1000,0.0538977,0.0416667,0,0.26619,1.93959,0.0251235,-0.00692273,2.1096,8.77915e-05,0.0139426,0.289215,7863.28,0.908714,0.653993,-0.1,0.02,112.822,2.12582e+06,0.214472,0.0468475,0.772734,0.00412253,-0.237128,nan,2.919,nan,nan,nan,nan,-0.0403547,-0.118748,-0.0201077,0.0215,-0.383686,0,-0.0508204,-0.710632,nan
174,nan,nan,0.0526799,0,0,0.272057,1.95099,0.0237815,-0.00658085,2.1016,8.77915e-05,0.00837883,0.289036,7579.9,0.834273,0.786856,-0.1,0.02,114.445,2.13811e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
175,nan,nan,0.0536346,0,0,0.267859,1.94802,0.02392,-0.0065988,2.09318,8.77915e-05,0.011057,0.288814,7337.39,0.997795,0.676914,-0.1,0.02,116.121,2.1504e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
176,50.8877,1000,0.0531798,0.0833333,0,0.270005,1.97587,0.0360163,-0.00806093,2.08445,8.77915e-05,0.0138954,0.288651,8404.81,0.917088,0.544932,-0.1,0.02,117.585,2.16269e+06,0.200568,0.0470248,0.762243,0.00394047,-0.233329,nan,3.00975,nan,nan,nan,nan,-0.0388636,-0.112525,-0.019336,0.01525,-0.38136,-0.002,-0.0495005,-0.657475,nan
177,45.425,902.667,0.0537512,0.0833333,0.0416667,0.267856,1.9836,0.0259423,-0.00768903,2.07756,8.77915e-05,0.015526,0.288478,7485.95,1.01511,0.62636,-0.1,0.02,119.228,2.17498e+06,0.168492,0.0555632,0.712135,0.00288648,-0.210818,nan,2.668,nan,nan,nan,nan,-0.0359275,-0.0947318,-0.0184019,0.0175,-0.342355,-0.00433333,-0.0496717,-0.597086,nan
178,47.8682,934,0.0534613,0.0416667,0.0416667,0.269063,1.95877,0.0420978,-0.00851699,2.07121,8.77915e-05,0.0144806,0.288389,7014.72,0.967698,0.784046,-0.1,0.02,120.981,2.18726e+06,0.163856,0.0568492,0.71654,0.00311993,-0.217581,nan,2.8575,nan,nan,nan,nan,-0.0367041,-0.0947014,-0.0169703,0.0195,-0.358458,0,-0.0543554,-0.645183,nan
179,44.9093,891.6,0.0536444,0.125,0.0833333,0.265253,1.97051,0.0371907,-0.00756333,2.06751,8.77915e-05,0.0127215,0.288283,7708.2,0.746724,0.847422,-0.1,0.02,122.577,2.19955e+06,0.157688,0.0497626,0.690012,0.00328152,-0.207863,nan,2.6682,nan,nan,nan,nan,-0.0357964,-0.0936807,-0.0173283,0.0171,-0.339689,-0.0042,-0.0527261,-0.589297,nan
180,46.5792,958,0.0539953,0.0416667,0.0416667,0.271583,1.95901,0.0285252,-0.0068614,2.06158,8.77915e-05,0.00935637,0.288137,6960.28,0.790271,0.975175,-0.1,0.02,124.344,2.21184e+06,0.165977,0.0582106,0.71774,0.00456771,-0.224117,nan,2.826,nan,nan,nan,nan,-0.0419789,-0.109837,-0.0201818,0.01825,-0.362234,0,-0.0607039,-0.642732,nan
181,48.0702,980.5,0.0551819,0.166667,0.0833333,0.264925,1.97929,0.0515118,-0.00702364,2.05602,8.77915e-05,0.0123438,0.288048,8135.86,0.760658,0.749692,-0.1,0.02,125.857,2.22413e+06,0.176732,0.0607473,0.767788,0.00294205,-0.22662,nan,2.83825,nan,nan,nan,nan,-0.0373484,-0.0962839,-0.0186563,0.0163333,-0.371995,-0.00483333,-0.0573315,-0.646214,nan
